"Register","Page","Nº","Campo","Descrição","Tipo","Tam","Dec","Obrig","Entr","Saídas"
"C430","107","07","VL_UNIT_ICMS_OP_CO NV","Valor unitário do ICMS que o contribuinte teria se creditado, ou pode se creditar, referente à operação de entrada da mercadoria, caso estivesse submetida ao regime comum de tributação, no desfazimento da substituição tributária, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”","N","-","06","","","OC"
"C430","107","08","VL_UNIT_ICMS_OP_EST OQUE_CONV","Valor médio unitário do ICMS que o contribuinte teria se creditado referente à operação de entrada das mercadorias em estoque caso estivesse submetida ao regime comum de tributação, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”","N","-","06","","","OC"
"C430","107","09","VL_UNIT_ICMS_ST_EST OQUE_CONV","Valor médio unitário do ICMS ST, incluindo FCP ST, das mercadorias em estoque, considerando unidade utilizada para informar o campo “QUANT_CONV”.","N","-","06","","","OC"
"C480","112","02","COD_MOT_REST_C OMPL","Código do motivo da restituição ou complementação conforme Tabela 5.7","C","005*","-","","","O"
"C480","112","03","QUANT_CONV","Quantidade do item","N","-","06","","","O"
"C480","112","04","UNID","Unidade adotada para informar o campo QUANT_CONV.","","","","","","O"
"C480","112","05","VL_UNIT_CONV","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","-","06","","","O"
"C480","112","06","VL_UNIT_ICMS_NA _OPERACAO_CONV","Valor unitário para o ICMS na operação, caso não houvesse a ST, considerando unidade utilizada para informar o campo “QUANT_CONV”, aplicando-se a mesma redução da base de cálculo do ICMS ST na tributação, se houver.","N","-","06","","","OC"
"C480","113","07","VL_UNIT_ICMS_OP _CONV","Valor unitário correspondente ao ICMS OP utilizado no cálculo do ressarcimento / restituição, no desfazimento da substituição tributária, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","-","06","","","OC"
"C480","113","08","VL_UNIT_ICMS_OP _ESTOQUE_CONV","Valor médio unitário do ICMS que o contribuinte teria se creditado referente à operação de entrada das mercadorias em estoque caso estivesse submetida ao regime comum de tributação, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”","N","-","06","","","OC"
"C480","113","09","VL_UNIT_ICMS_ST_ ESTOQUE_CONV","Valor médio unitário do ICMS ST, incluindo FCP ST, das mercadorias em estoque, considerando unidade utilizada para informar o campo “QUANT_CONV”.","N","-","06","","","OC"
"C591","125","02","VL_FCP_OP","Valor do Fundo de Combate à Pobreza (FCP) vinculado à operação própria, na combinação de CST_ICMS, CFOP e alíquota do ICMS","N","-","02","","OC","OC"
"C591","125","03","VL_FCP_ST","Valor do Fundo de Combate à Pobreza (FCP) vinculado à operação de substituição tributária, na combinação de CST_ICMS, CFOP e alíquota do ICMS.","N","-","02","","OC","OC"
"C595","125","02","COD_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","006","-","","O","O"
"C595","125","03","TXT_COMPL","Descrição complementar do código de observação.","C","-","-","","OC","OC"
"C597","126","02","COD_AJ","Código do ajustes/benefício/incentivo, conforme tabela indicada no item 5.3.","C","010*","-","","O","O"
"C597","126","03","DESCR_COMPL_AJ","Descrição complementar do ajuste do documento fiscal","C","-","-","","OC","OC"
"C597","126","04","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","-","","OC","OC"
"C597","126","05","VL_BC_ICMS","Base de cálculo do ICMS ou do ICMS ST","N","-","02","","OC","OC"
"C597","126","06","ALIQ_ICMS","Alíquota do ICMS","N","006","02","","OC","OC"
"C597","126","07","VL_ICMS","Valor do ICMS ou do ICMS ST","N","-","02","","OC","OC"
"C597","126","08","VL_OUTROS","Outros valores","N","-","02","","OC","OC"
"C810","135","02","NUM_ITEM","Número do item no documento fiscal","N","003","-","","","O"
"C810","135","03","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","-","","","O"
"C810","135","04","QTD","Quantidade do item","N","-","05","","","O"
"C810","135","05","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","-","","","O"
"C810","135","06","VL_ITEM","Valor total do item (mercadorias ou serviços)","N","","02","","","O"
"C810","135","07","CST_ICMS","Código da Situação Tributária referente ao ICMS","N","003*","-","","","O"
"C810","135","08","CFOP","Código Fiscal de Operação e Prestação","N","004*","-","","","O"
"C815","136","02","COD_MOT_REST_COMPL","Código do motivo da restituição ou complementação conforme Tabela 5.7","C","005*","-","","","O"
"C815","136","03","QUANT_CONV","Quantidade do item","N","-","06","","","O"
"C815","136","04","UNID","Unidade adotada para informar o campo QUANT_CONV.","","","","","","O"
"C815","136","05","VL_UNIT_CONV","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","-","06","","","O"
"C815","136","06","VL_UNIT_ICMS_NA_OPE RACAO_CONV","Valor unitário para o ICMS na operação, caso não houvesse a ST, considerando unidade utilizada para informar o campo “QUANT_CONV”, aplicando-se a mesma redução da base de cálculo do ICMS ST na tributação, se houver.","N","-","06","","","OC"
"C815","136","07","VL_UNIT_ICMS_OP_CON V","Valor unitário correspondente ao ICMS OP utilizado no cálculo do ressarcimento / restituição, no desfazimento da substituição tributária, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","-","06","","","OC"
"C815","136","08","VL_UNIT_ICMS_OP_ESTO QUE_CONV","Valor médio unitário do ICMS que o contribuinte teria se creditado referente à operação de entrada das mercadorias em estoque caso estivesse submetida ao regime comum de tributação, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”","N","-","06","","","OC"
"C815","136","09","VL_UNIT_ICMS_ST_ESTO QUE_CONV","Valor médio unitário do ICMS ST, incluindo FCP ST, das mercadorias em estoque, considerando unidade utilizada para informar o campo “QUANT_CONV”.","N","-","06","","","OC"
"C870","140","02","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","-","","","O"
"C870","140","03","QTD","Quantidade do item","N","-","05","","","O"
"C870","140","04","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","-","","","O"
"C870","141","05","CST_ICMS","Código da Situação Tributária referente ao ICMS","N","003*","-","","","O"
"C870","141","06","CFOP","Código Fiscal de Operação e Prestação","N","004*","-","","","O"
"C880","141","02","COD_MOT_REST_COMPL","Código do motivo da restituição ou complementação conforme Tabela 5.7","C","005*","-","","","O"
"C880","141","03","QUANT_CONV","Quantidade do item","N","-","06","","","O"
"C880","141","04","UNID","Unidade adotada para informar o campo QUANT_CONV.","","","","","","O"
"C880","141","05","VL_UNIT_CONV","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","-","03","","","O"
"C880","141","06","VL_UNIT_ICMS_NA_OPE RACAO_CONV","Valor unitário para o ICMS na operação, caso não houvesse a ST, considerando unidade utilizada para informar o campo “QUANT_CONV”, aplicando-se a mesma redução da base de cálculo do ICMS ST na tributação, se houver.","N","-","03","","","OC"
"C880","141","07","VL_UNIT_ICMS_OP_CON V","Valor unitário correspondente ao ICMS OP utilizado no cálculo do ressarcimento / restituição, no desfazimento da substituição tributária, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","-","03","","","OC"
"C880","142","08","VL_UNIT_ICMS_OP_EST OQUE_CONV","Valor médio unitário do ICMS que o contribuinte teria se creditado referente à operação de entrada das mercadorias em estoque caso estivesse submetida ao regime comum de tributação, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”","N","-","03","","","OC"
"C880","142","09","VL_UNIT_ICMS_ST_EST OQUE_CONV","Valor médio unitário do ICMS ST, incluindo FCP ST, das mercadorias em estoque, considerando unidade utilizada para informar o campo “QUANT_CONV”.","N","-","03","","","OC"
"0002","27","02","CLAS_ESTAB_IND","Informar a classificação do estabelecimento conforme tabela 4.5.5","N","002","-","O","",""
"H030","222","02","VL_ICMS_OP","Valor médio unitário do ICMS OP","N","-","06","O","",""
"H030","222","03","VL_BC_ICMS_ST","Valor médio unitário da base de cálculo do ICMS ST","N","-","06","O","",""
"H030","222","04","VL_ICMS_ST","Valor médio unitário do ICMS ST","N","-","06","O","",""
"H030","222","05","VL_FCP","Valor médio unitário do FCP","N","-","06","O","",""
"1255","246","02","COD_MOT_REST_COMPL","Código do motivo da restituição ou complementação conforme Tabela 5.7","C","005*","02","O","",""
"0000","24","02","COD_VER","Código da versão do leiaute conforme a tabela indicada no Ato COTEPE.","N","003*","-","O","",""
"0000","24","03","COD_FIN","Código da finalidade do arquivo:","N","001","-","O","",""
"0000","25","04","DT_INI","Data inicial das informações contidas no arquivo.","N","008*","-","O","",""
"0000","25","05","DT_FIN","Data final das informações contidas no arquivo.","N","008*","-","O","",""
"0000","25","06","NOME","Nome empresarial da entidade.","C","100","-","O","",""
"0000","25","07","CNPJ","Número de inscrição da entidade no CNPJ.","N","014*","-","OC","",""
"0000","25","08","CPF","Número de inscrição da entidade no CPF.","N","011*","","OC","",""
"0000","25","09","UF","Sigla da unidade da federação da entidade.","C","002*","-","O","",""
"0000","25","10","IE","Inscrição Estadual da entidade.","C","014","-","O","",""
"0000","25","11","COD_MUN","Código do município do domicílio fiscal da entidade, conforme a tabela IBGE","N","007*","-","O","",""
"0000","25","12","IM","Inscrição Municipal da entidade.","C","-","-","OC","",""
"0000","25","13","SUFRAMA","Inscrição da entidade na SUFRAMA","C","009*","-","OC","",""
"0000","25","14","IND_PERFIL","Perfil de apresentação do arquivo fiscal; A – Perfil A; B – Perfil B.; C – Perfil C.","C","001","-","O","",""
"0000","25","15","IND_ATIV","Indicador de tipo de atividade: 0 – Industrial ou equiparado a industrial; 1 – Outros.","N","001","-","O","",""
"0001","26","02","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados.","N","001","-","O","",""
"0002","27","02","CLAS_ESTAB_IND","Informar a classificação do estabelecimento conforme tabela 4.5.5","N","002","-","O","",""
"0005","27","02","FANTASIA","Nome de fantasia associado ao nome empresarial.","C","060","-","O","",""
"0005","27","03","CEP","Código de Endereçamento Postal.","N","008*","-","O","",""
"0005","27","04","END","Logradouro e endereço do imóvel.","C","060","-","O","",""
"0005","27","05","NUM","Número do imóvel.","C","010","-","OC","",""
"0005","27","06","COMPL","Dados complementares do endereço.","C","060","-","OC","",""
"0005","27","07","BAIRRO","Bairro em que o imóvel está situado.","C","060","-","O","",""
"0005","27","08","FONE","Número do telefone (DDD+FONE).","C","11","-","OC","",""
"0005","27","09","FAX","Número do fax.","C","11","-","OC","",""
"0005","27","10","EMAIL","Endereço do correio eletrônico.","C","-","-","OC","",""
"0015","27","02","UF_ST","Sigla da unidade da federação do contribuinte substituído ou unidade de federação do consumidor final não contribuinte - ICMS Destino EC 87/15.","C","002*","-","O","",""
"0015","27","03","IE_ST","Inscrição Estadual do contribuinte substituto na unidade da federação do contribuinte substituído ou unidade de federação do consumidor final não contribuinte - ICMS Destino EC 87/15.","C","014","-","O","",""
"0100","28","02","NOME","Nome do contabilista.","C","100","-","O","",""
"0100","28","03","CPF","Número de inscrição do contabilista no CPF.","N","011*","-","O","",""
"0100","28","04","CRC","Número de inscrição do contabilista no Conselho Regional de Contabilidade.","C","015","-","O","",""
"0100","28","05","CNPJ","Número de inscrição do escritório de contabilidade no CNPJ, se houver.","N","014*","-","OC","",""
"0100","28","06","CEP","Código de Endereçamento Postal.","N","008*","-","OC","",""
"0100","28","07","END","Logradouro e endereço do imóvel.","C","060","-","OC","",""
"0100","28","08","NUM","Número do imóvel.","C","010","-","OC","",""
"0100","28","09","COMPL","Dados complementares do endereço.","C","060","-","OC","",""
"0100","28","10","BAIRRO","Bairro em que o imóvel está situado.","C","060","-","OC","",""
"0100","28","11","FONE","Número do telefone (DDD+FONE).","C","11","-","OC","",""
"0100","28","12","FAX","Número do fax.","C","11","-","OC","",""
"0100","28","13","EMAIL","Endereço do correio eletrônico.","C","-","-","O","",""
"0100","28","14","COD_MU N","Código do município, conforme tabela IBGE.","N","007*","-","O","",""
"0150","29","02","COD_PART","Código de identificação do participante no arquivo.","C","060","-","O","",""
"0150","29","03","NOME","Nome pessoal ou empresarial do participante.","C","100","-","O","",""
"0150","29","04","COD_PAIS","Código do país do participante, conforme a tabela indicada no item 3.2.1","N","005","-","O","",""
"0150","29","05","CNPJ","CNPJ do participante.","N","014*","-","OC","",""
"0150","29","06","CPF","CPF do participante.","N","011*","-","OC","",""
"0150","29","07","IE","Inscrição Estadual do participante.","C","014","-","OC","",""
"0150","29","08","COD_MUN","Código do município, conforme a tabela IBGE","N","007*","-","OC","",""
"0150","29","09","SUFRAMA","Número de inscrição do participante na SUFRAMA.","C","009*","-","OC","",""
"0150","29","10","END","Logradouro e endereço do imóvel","C","060","-","O","",""
"0150","29","11","NUM","Número do imóvel","C","010","-","OC","",""
"0150","29","12","COMPL","Dados complementares do endereço","C","060","-","OC","",""
"0150","29","13","BAIRRO","Bairro em que o imóvel está situado","C","060","-","OC","",""
"0175","30","02","DT_ALT","Data de alteração do cadastro","N","008*","-","O","",""
"0175","30","03","NR_CAMPO","Número do campo alterado (campos 03 a 13, exceto 07)","C","002","-","O","",""
"0175","30","04","CONT_ANT","Conteúdo anterior do campo","C","100","-","O","",""
"0190","31","02","UNID","Código da unidade de medida","C","006","-","O","",""
"0190","31","03","DESCR","Descrição da unidade de medida","C","-","-","O","",""
"0200","31","02","COD_ITEM","Código do item","C","060","-","O","",""
"0200","31","03","DESCR_ITEM","Descrição do item","C","-","-","O","",""
"0200","31","04","COD_BARRA","Representação alfanumérico do código de barra do produto, se houver","C","-","-","OC","",""
"0206","34","02","COD_COMB","Código do produto, conforme tabela publicada pela ANP","C","-","-","O","",""
"0210","35","02","COD_ITEM_COMP","Código do item componente/insumo (campo 02 do Registro 0200)","C","60","-","O","",""
"0210","35","03","QTD_COMP","Quantidade do item componente/insumo para se produzir uma unidade do item composto/resultante","N","-","6","O","",""
"0210","35","04","PERDA","Perda/quebra normal percentual do insumo/componente para se produzir uma unidade do item composto/resultante","N","-","4","O","",""
"0220","36","02","UNID_CONV","Unidade comercial a ser convertida na unidade de estoque, referida no registro 0200.","C","006","-","O","",""
"0220","36","03","FAT_CONV","Fator de conversão: fator utilizado para converter (multiplicar) a unidade a ser convertida na unidade adotada no inventário.","N","-","6","O","",""
"0300","36","02","COD_IND_BEM","Código individualizado do bem ou componente adotado no controle patrimonial do estabelecimento informante","C","060","-","O","",""
"0300","36","03","IDENT_MERC","Identificação do tipo de mercadoria: 1 = bem; 2 = componente.","C","001*","-","O","",""
"0300","36","04","DESCR_ITEM","Descrição do bem ou componente (modelo, marca e outras características necessárias a sua individualização)","C","-","-","O","",""
"0300","37","05","COD_PRNC","Código de cadastro do bem principal nos casos em que o bem ou componente ( campo 02) esteja vinculado a um bem principal.","C","060","-","OC","",""
"0300","37","06","COD_CTA","Código da conta analítica de contabilização do bem ou componente (campo 06 do Registro 0500)","C","060","-","O","",""
"0300","37","07","NR_PARC","Número total de parcelas a serem apropriadas, segundo a legislação de cada unidade federada","N","003","-","OC","",""
"0305","37","02","COD_CCUS","Código do centro de custo onde o bem está sendo ou será utilizado (campo 03 do Registro 0600)","C","060","-","O","",""
"0305","37","03","FUNC","Descrição sucinta da função do bem na atividade do estabelecimento","C","-","-","O","",""
"0305","37","04","VIDA_UTIL","Vida útil estimada do bem, em número de meses","N","003","-","OC","",""
"0400","38","02","COD_NAT","Código da natureza da operação/prestação","C","010","-","O","",""
"0400","38","03","DESCR_NAT","Descrição da natureza da operação/prestação","C","-","-","O","",""
"0450","38","02","COD_INF","Código da informação complementar do documento fiscal.","C","006","-","O","",""
"0450","38","03","TXT","Texto livre da informação complementar existente no documento fiscal, inclusive espécie de normas legais, poder normativo, número, capitulação, data e demais referências pertinentes com indicações referentes ao tributo.","C","-","-","O","",""
"0460","39","02","COD_OBS","Código da Observação do lançamento fiscal.","C","006","-","O","",""
"0460","39","03","TXT","Descrição da observação vinculada ao lançamento fiscal","C","-","-","O","",""
"0500","39","02","DT_ALT","Data da inclusão/alteração","N","008*","-","O","",""
"0500","39","03","COD_ NAT_CC","Código da natureza da conta/grupo de contas: 01 - Contas de ativo; 02 - Contas de passivo; 03 - Patrimônio líquido; 04 - Contas de resultado; 05 - Contas de compensação; 09 - Outras.","C","002*","-","O","",""
"0500","39","04","IND_CTA","Indicador do tipo de conta: S - Sintética (grupo de contas); A - Analítica (conta).","C","001*","-","O","",""
"0500","39","05","NÍVEL","Nível da conta analítica/grupo de contas.","N","005","-","O","",""
"0500","39","06","COD_CTA","Código da conta analítica/grupo de contas.","C","60","-","O","",""
"0500","39","07","NOME_CTA","Nome da conta analítica/grupo de contas.","C","60","-","O","",""
"0600","40","02","DT_ALT","Data da inclusão/alteração.","N","008*","-","O","",""
"0600","40","03","COD_CCUS","Código do centro de custos.","C","060","-","O","",""
"0600","40","04","CCUS","Nome do centro de custos.","C","060","-","O","",""
"0990","40","02","QTD_LIN_0","Quantidade total de linhas do Bloco 0","N","-","-","O","",""
"B001","41","02","IND_DAD","Indicador de movimento: 0 - Bloco com dados informados 1 - Bloco sem dados informados","C","001*","-","O","",""
"B020","41","02","IND_OPER","Indicador do tipo de operação: 0 - Aquisição; 1 - Prestação","C","001*","-","","O","O"
"B020","41","03","IND_EMIT","Indicador do emitente do documento fiscal: 0 - Emissão própria;","C","001*","-","","O","O"
"B020","42","04","COD_PART","Código do participante (campo 02 do Registro 0150): - do prestador, no caso de declarante na condição de tomador; - do tomador, no caso de declarante na condição de prestador","C","060","-","","O","OC"
"B020","42","05","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.3","C","002*","-","","O","O"
"B020","42","06","COD_SIT","Código da situação do documento conforme tabela 4.1.2","N","002*","-","","O","O"
"B020","42","07","SER","Série do documento fiscal","C","003","-","","OC","OC"
"B020","42","08","NUM_DOC","Número do documento fiscal","N","009","-","","O","O"
"B020","42","09","CHV_NFE","Chave da Nota Fiscal Eletrônica","N","044*","-","","OC","OC"
"B020","42","10","DT_DOC","Data da emissão do documento fiscal","N","008*","-","","-","O"
"B020","42","11","COD_MUN_SER V","Código do município onde o serviço foi prestado, conforme a tabela IBGE.","C","007*","-","","O","O"
"B020","42","12","VL_CONT","Valor contábil (valor total do documento)","N","-","02","","O","O"
"B020","42","13","VL_MAT_TERC","Valor do material fornecido por terceiros na prestação do serviço","N","-","02","","O","O"
"B020","42","14","VL_SUB","Valor da subempreitada","N","-","02","","O","O"
"B020","42","15","VL_ISNT_ISS","Valor das operações isentas ou não- tributadas pelo ISS","N","-","02","","O","O"
"B020","42","16","VL_DED_BC","Valor da dedução da base de cálculo","N","-","02","","O","O"
"B020","42","17","VL_BC_ISS","Valor da base de cálculo do ISS","N","-","02","","O","O"
"B020","42","18","VL_BC_ISS_RT","Valor da base de cálculo de retenção do ISS","N","-","02","","O","O"
"B020","42","19","VL_ISS_RT","Valor do ISS retido pelo tomador","N","-","02","","O","O"
"B020","42","20","VL_ ISS","Valor do ISS destacado","N","-","02","","O","O"
"B020","42","21","COD_INF_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","060","-","","OC","OC"
"B025","44","02","VL_CONT_P","Parcela correspondente ao “Valor Contábil” referente à combinação da alíquota e item da lista","N","-","02","","O","O"
"B025","44","03","VL_BC_ISS_P","Parcela correspondente ao “Valor da base de cálculo do ISS” referente à combinação da alíquota e item da lista","N","-","02","","O","O"
"B025","44","04","ALIQ_ISS","Alíquota do ISS","N","-","02","","O","O"
"B025","44","05","VL_ISS_P","Parcela correspondente ao “Valor do ISS” referente à combinação da alíquota e item da lista","N","-","02","","O","O"
"B025","44","06","VL_ISNT_ISS_P","Parcela correspondente ao “Valor das operações isentas ou não- tributadas pelo ISS” referente à combinação da alíquota e item da lista","N","-","02","","O","O"
"B025","44","07","COD_SERV","Item da lista de serviços, conforme Tabela 4.6.3","C","004*","-","","O","O"
"B030","45","02","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.3","C","002*","-","","informar","O"
"B030","45","03","SER","Série do documento fiscal","C","003","-","","","OC"
"B030","45","04","NUM_DOC_INI","Número do primeiro documento fiscal emitido no dia","N","009","-","","","O"
"B030","45","05","NUM_DOC_FIN","Número do último documento fiscal emitido no dia","N","009","-","","","O"
"B030","45","06","DT_DOC","Data da emissão dos documentos fiscais","N","008*","-","","","O"
"B030","45","07","QTD_CANC","Quantidade de documentos cancelados","N","-","-","","","O"
"B030","45","08","VL_CONT","Valor contábil (valor total acumulado dos documentos)","N","-","02","","","O"
"B030","45","09","VL_ISNT_ISS","Valor acumulado das operações isentas ou não-tributadas pelo ISS","N","-","02","","","O"
"B030","45","10","VL_BC_ISS","Valor acumulado da base de cálculo do ISS","N","-","02","","","O"
"B030","45","11","VL_ ISS","Valor acumulado do ISS destacado","N","-","02","","","O"
"B030","45","12","COD_INF_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","060","-","","","OC"
"B350","47","02","COD_CTD","Código da conta do plano de contas","C","-","-","","","O"
"B350","47","03","CTA_ISS","Descrição da conta no plano de contas","C","-","-","","","O"
"B350","47","04","CTA_COSIF","Código COSIF a que está subordinada a conta do ISS das instituições financeiras","N","008*","-","","","O"
"B350","47","05","QTD_OCOR","Quantidade de ocorrências na conta","N","-","-","","","O"
"B350","47","06","COD_SERV","Item da lista de serviços, conforme Tabela 4.6.3.","N","004*","-","","","O"
"B350","47","07","VL_CONT","Valor contábil","N","-","02","","","O"
"B350","47","08","VL_BC_ISS","Valor da base de cálculo do ISS","N","-","02","","","O"
"B350","47","09","ALIQ_ISS","Alíquota do ISS","N","-","02","","","O"
"B350","47","10","VL_ISS","Valor do ISS","N","-","02","","","O"
"B350","47","11","COD_INF_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","060","-","","","OC"
"B420","48","02","VL_CONT","Totalização do Valor Contábil das prestações do declarante referente à combinação da alíquota e item da lista","N","-","02","","","O"
"B420","48","03","VL_BC_ISS","Totalização do Valor da base de cálculo do ISS das prestações do declarante referente à combinação da alíquota e item da lista","N","-","02","","","O"
"B420","48","04","ALIQ_ISS","Alíquota do ISS","N","-","02","","","O"
"B420","48","05","VL_ISNT_ISS","Totalização do valor das operações isentas ou não- tributadas pelo ISS referente à combinação da alíquota e item da lista","N","-","02","","","O"
"B420","48","06","VL_ISS","Totalização, por combinação da alíquota e item da lista, do Valor do ISS","N","-","02","","","O"
"B420","48","07","COD_SERV","Item da lista de serviços, conforme Tabela 4.6.3.","C","-","-","","","O"
"B440","49","02","IND_OPER","Indicador do tipo de operação: 0 - Aquisição; 1 - Prestação","N","-","02","","O","O"
"B440","49","03","COD_PART","Código do participante (campo 02 do Registro 0150): - do prestador, no caso de aquisição de serviço pelo declarante; - do tomador, no caso de prestação de serviço pelo declarante","C","-","-","","O","O"
"B440","49","04","VL_CONT_RT","Totalização do Valor Contábil das prestações e/ou aquisições do declarante pela combinação de tipo de operação e participante.","N","-","02","","O","O"
"B440","49","05","VL_BC_ISS_R T","Totalização do Valor da base de cálculo de retenção do ISS das prestações e/ou aquisições do declarante pela combinação de tipo de operação e participante.","N","-","02","","O","O"
"B440","50","06","VL_ISS_RT","Totalização do Valor do ISS retido pelo tomador das prestações e/ou aquisições do declarante pela combinação de tipo de operação e participante.","N","-","02","","O","O"
"B460","50","02","IND_DED","Indicador do tipo de dedução: 0 - Compensação do ISS calculado a maior; 1 - Benefício fiscal por incentivo à cultura; 2 - Decisão administrativa ou judicial; 9 - Outros","C","001*","-","","O","O"
"B460","50","03","VL_DED","Valor da dedução","N","-","02","","O","O"
"B460","50","04","NUM_PROC","Número do processo ao qual o ajuste está vinculado, se houver","C","-","-","","OC","OC"
"B460","50","05","IND_PROC","Indicador da origem do processo: 0 - Sefin; 1 - Justiça Federal; 2 - Justiça Estadual; 9 - Outros","C","001*","-","","OC","OC"
"B460","50","06","PROC","Descrição do processo que embasou o lançamento","C","-","-","","OC","OC"
"B460","51","07","COD_INF_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","060","-","","O","O"
"B460","51","08","IND_OBR","Indicador da obrigação onde será aplicada a dedução: 0 - ISS Próprio; 1 - ISS Substituto (devido pelas aquisições de serviços do declarante). 2 - ISS Uniprofissionais.","C","001*","-","","O","O"
"B470","51","02","VL_CONT","A - Valor total referente às prestações de serviço do período","N","-","02","O","",""
"B470","51","03","VL_MAT_TERC","B - Valor total do material fornecido por terceiros na prestação do serviço","N","-","02","O","",""
"B470","51","04","VL_MAT_PROP","C - Valor do material próprio utilizado na prestação do serviço","N","-","02","O","",""
"B470","51","05","VL_SUB","D - Valor total das subempreitadas","N","-","02","O","",""
"B470","51","06","VL_ISNT","E - Valor total das operações isentas ou não-tributadas pelo ISS","N","-","02","O","",""
"B470","51","07","VL_DED_BC","F - Valor total das deduções da base de cálculo (B + C + D + E)","N","-","02","O","",""
"B470","51","08","VL_BC_ISS","G - Valor total da base de cálculo do ISS","N","-","02","O","",""
"B470","51","09","VL_BC_ISS_RT","H - Valor total da base de cálculo de retenção do ISS referente às prestações do declarante.","N","-","02","O","",""
"B470","51","10","VL_ ISS","I - Valor total do ISS destacado","N","-","02","O","",""
"B470","52","11","VL_ISS_RT","J - Valor total do ISS retido pelo tomador nas prestações do declarante","N","-","02","O","",""
"B470","52","12","VL_DED","K - Valor total das deduções do ISS próprio","N","-","02","O","",""
"B470","52","13","VL_ ISS_REC","L - Valor total apurado do ISS próprio a recolher (I - J - K)","N","-","02","O","",""
"B470","52","14","VL_ ISS_ST","M - Valor total do ISS substituto a recolher pelas aquisições do declarante (tomador)","N","-","02","O","",""
"B470","52","15","VL_ISS_REC_UNI","N - Valor do ISS próprio a recolher pela Sociedade Uniprofissional","N","-","02","O","",""
"B500","53","02","VL_REC","Valor mensal das receitas auferidas pela sociedade uniprofissional","N","-","02","O","",""
"B500","53","03","QTD_PROF","Quantidade de profissionais habilitados","N","-","-","O","",""
"B500","53","04","VL_OR","Valor do ISS devido","N","-","02","O","",""
"B510","53","02","IND_PROF","Indicador de habilitação: 0- Profissional habilitado 1- Profissional não habilitado","C","001*","-","O","",""
"B510","53","03","IND_ESC","Indicador de escolaridade: 0- Nível superior 1- Nível médio","C","001*","-","O","",""
"B510","53","04","IND_SOC","Indicador de participação societária: 0 - Sócio 1 - Não sócio","C","001*","-","O","",""
"B510","53","05","CPF","Número de inscrição do profissional no CPF.","N","011*","-","O","",""
"B510","53","06","NOME","Nome do profissional","C","100","-","O","",""
"B990","54","02","QTD_LIN_B","Quantidade total de linhas do Bloco B","N","-","-","O","O","O"
"C001","54","02","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados","C","001","-","O","",""
"C100","56","02","IND_OPER","Indicador do tipo de operação: 0 - Entrada; 1 - Saída","C","001*","-","","O","O"
"C100","56","03","IND_EMIT","Indicador do emitente do documento fiscal: 0 - Emissão própria; 1 - Terceiros","C","001*","-","","O","O"
"C100","56","04","COD_PART","Código do participante (campo 02 do Registro 0150): - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas","C","060","-","","O","O"
"C100","56","05","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","-","","O","O"
"C100","56","06","COD_SIT","Código da situação do documento fiscal, conforme a Tabela 4.1.2","N","002*","-","","O","O"
"C100","56","07","SER","Série do documento fiscal","C","003","-","","OC","OC"
"C100","56","08","NUM_DOC","Número do documento fiscal","N","009","-","","O","O"
"C100","56","09","CHV_NFE","Chave da Nota Fiscal Eletrônica","N","044*","-","","OC","OC"
"C100","56","10","DT_DOC","Data da emissão do documento fiscal","N","008*","-","","O","O"
