"register","index","code","type","required","length","decimal","spec_type","spec_required","desc"
"C489","3","IND_PROC","char","True","001*","","C","S","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 - Outros."
"C490","2","DT_DOC_INI","date","True","008*","","N","S","Data de Emissão Inicial dos Documentos"
"C490","3","DT_DOC_FIN","date","True","008*","","N","S","Data de Emissão Final dos Documentos"
"C490","4","COD_MOD","char","True","002*","","C","S","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C491","2","COD_ITEM","char","False","060","","C","N","Código do item (campo 02 do Registro 0200)"
"C491","3","CST_PIS","int","True","002*","","N","S","Código da Situação Tributária referente ao PIS/PASEP"
"C491","4","CFOP","int","False","004*","","N","N","Código fiscal de operação e prestação"
"C491","5","VL_ITEM","float","True","","02","N","S","Valor total dos itens"
"C491","6","VL_BC_PIS","float","False","","02","N","N","Valor da base de cálculo do PIS/PASEP"
"C491","7","ALIQ_PIS","float","False","008","04","N","N","Alíquota do PIS/PASEP (em percentual)"
"C491","8","QUANT_BC_PIS","float","False","","03","N","N","Quantidade – Base de cálculo PIS/PASEP"
"C491","9","ALIQ_PIS_QUANT","float","False","","04","N","N","Alíquota do PIS/PASEP (em reais)"
"C491","10","VL_PIS","float","False","","02","N","N","Valor do PIS/PASEP"
"C491","11","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"C495","2","COD_ITEM","char","False","060","","C","N","Código do item (campo 02 do Registro 0200)"
"C495","3","CST_COFINS","int","True","002*","","N","S","Código da Situação Tributária referente a COFINS."
"C495","4","CFOP","int","False","004*","","N","N","Código fiscal de operação e prestação"
"C495","5","VL_ITEM","float","True","","02","N","S","Valor total dos itens"
"C495","6","VL_BC_COFINS","float","False","","02","N","N","Valor da base de cálculo da COFINS"
"C495","7","ALIQ_COFINS","float","False","008","04","N","N","Alíquota da COFINS (em percentual)"
"C495","8","QUANT_BC_COFINS","float","False","","03","N","N","Quantidade – Base de cálculo da COFINS"
"C495","9","ALIQ_COFINS_QUANT","float","False","","04","N","N","Alíquota da COFINS (em reais)"
"C495","10","VL_COFINS","float","False","","02","N","N","Valor da COFINS"
"C495","11","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"C499","2","NUM_PROC","char","True","020","","C","S","Identificação do processo ou ato concessório"
"C499","3","IND_PROC","char","True","001*","","C","S","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 - Outros."
"C500","2","COD_PART","char","True","060","","C","S","Código do participante do fornecedor (campo 02 do Registro 0150)."
"C500","3","COD_MOD","char","True","002*","","C","S","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C500","4","COD_SIT","int","True","002*","","N","S","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"C500","5","SER","char","False","004","","C","N","Série do documento fiscal"
"C500","6","SUB","int","False","003","","N","N","Subsérie do documento fiscal"
"C500","7","NUM_DOC","int","True","009","","N","S","Número do documento fiscal"
"C500","8","DT_DOC","date","True","008*","","N","S","Data da emissão do documento fiscal"
"C500","9","DT_ENT","date","False","008*","","N","N","Data da entrada"
"C500","10","VL_DOC","float","True","","02","N","S","Valor total do documento fiscal"
"C500","11","VL_ICMS","float","False","","02","N","N","Valor acumulado do ICMS"
"C500","12","COD_INF","char","False","006","","C","N","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)"
"C500","13","VL_PIS","float","False","","02","N","N","Valor do PIS/PASEP"
"C500","14","VL_COFINS","float","False","","02","N","N","Valor da COFINS"
"C501","2","CST_PIS","int","True","002*","","N","S","Código da Situação Tributária referente ao PIS/PASEP"
"C501","3","VL_ITEM","float","True","","02","N","S","Valor total dos itens"
"C501","4","NAT_BC_CRED","char","False","002*","","C","N","Código da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7."
"C501","5","VL_BC_PIS","float","True","","02","N","S","Valor da base de cálculo do PIS/PASEP"
"C501","6","ALIQ_PIS","float","True","008","04","N","S","Alíquota do PIS/PASEP (em percentual)"
"C501","7","VL_PIS","float","True","","02","N","S","Valor do PIS/PASEP"
"C501","8","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"C505","2","CST_COFINS","int","True","002*","","N","S","Código da Situação Tributária referente a COFINS"
"C505","3","VL_ITEM","float","True","","02","N","S","Valor total dos itens"
"C505","4","NAT_BC_CRED","char","False","002*","","C","N","Código da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7"
"C505","5","VL_BC_COFINS","float","True","","02","N","S","Valor da base de cálculo da COFINS"
"C505","6","ALIQ_COFINS","float","True","008","04","N","S","Alíquota da COFINS (em percentual)"
"C505","7","VL_COFINS","float","True","","02","N","S","Valor da COFINS"
"C505","8","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"C509","2","NUM_PROC","char","True","020","","C","S","Identificação do processo ou ato concessório"
"C509","3","IND_PROC","char","True","001*","","C","S","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros."
"C600","2","COD_MOD","char","True","002*","","C","S","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C600","3","COD_MUN","int","False","007*","","N","N","Código do município dos pontos de consumo, conforme a tabela IBGE"
"C600","4","SER","char","False","004","","C","N","Série do documento fiscal"
"C600","5","SUB","int","False","003","","N","N","Subsérie do documento fiscal"
"C600","6","COD_CONS","int","False","002*","","N","N","Código de classe de consumo de energia elétrica, conforme a Tabela 4.4.5, ou Código de Consumo de Fornecimento D´água – Tabela 4.4.2 ou Código da classe de consumo de gás canalizado conforme Tabela 4.4.3."
"C600","7","QTD_CONS","int","True","","","N","S","Quantidade de documentos consolidados neste registro"
"C600","8","QTD_CANC","int","False","","","N","N","Quantidade de documentos cancelados"
"C600","9","DT_DOC","date","True","008*","","N","S","Data dos documentos consolidados"
"C600","10","VL_DOC","float","True","","02","N","S","Valor total dos documentos"
"C600","11","VL_DESC","float","False","","02","N","N","Valor acumulado dos descontos"
"C600","12","CONS","int","False","","","N","N","Consumo total acumulado, em kWh (Código 06)"
"C600","13","VL_FORN","float","False","","02","N","N","Valor acumulado do fornecimento"
"C600","14","VL_SERV_NT","float","False","","02","N","N","Valor acumulado dos serviços não-tributados pelo ICMS"
"C600","15","VL_TERC","float","False","","02","N","N","Valores cobrados em nome de terceiros"
"C600","16","VL_DA","float","False","","02","N","N","Valor acumulado das despesas acessórias"
"C600","17","VL_BC_ICMS","float","False","","02","N","N","Valor acumulado da base de cálculo do ICMS"
"C600","18","VL_ICMS","float","False","","02","N","N","Valor acumulado do ICMS"
"C600","19","VL_BC_ICMS_ST","float","False","","02","N","N","Valor acumulado da base de cálculo do ICMS substituição tributária"
"C600","20","VL_ICMS_ST","float","False","","02","N","N","Valor acumulado do ICMS retido por substituição tributária"
"C600","21","VL_PIS","float","True","","02","N","S","Valor acumulado do PIS/PASEP"
"C600","22","VL_COFINS","float","True","","02","N","S","Valor acumulado da COFINS"
"C601","2","CST_PIS","int","True","002*","","N","S","Código da Situação Tributária referente ao PIS/PASEP"
"C601","3","VL_ITEM","float","True","","02","N","S","Valor total dos itens"
"C601","4","VL_BC_PIS","float","True","","02","N","S","Valor da base de cálculo do PIS/PASEP"
"C601","5","ALIQ_PIS","float","True","008","04","N","S","Alíquota do PIS/PASEP (em percentual)"
"C601","6","VL_PIS","float","True","","02","N","S","Valor do PIS/PASEP"
"C601","7","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"C605","2","CST_COFINS","int","True","002*","","N","S","Código da Situação Tributária referente a COFINS"
"C605","3","VL_ITEM","float","True","","02","N","S","Valor total dos itens"
"C605","4","VL_BC_COFINS","float","True","","02","N","S","Valor da base de cálculo da COFINS"
"C605","5","ALIQ_COFINS","float","True","008","04","N","S","Alíquota da COFINS (em percentual)"
"C605","6","VL_COFINS","float","True","","02","N","S","Valor da COFINS"
"C605","7","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"C609","2","NUM_PROC","char","True","020","","C","S","Identificação do processo ou ato concessório"
"C609","3","IND_PROC","char","True","001*","","C","S","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros."
"C800","2","COD_MOD","char","True","002","","C","S","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C800","3","COD_SIT","int","True","002","","N","S","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"C800","4","NUM_CFE","int","True","009","","N","S","Número do Cupom Fiscal Eletrônico"
"C800","5","DT_DOC","date","True","008","","N","S","Data da emissão do Cupom Fiscal Eletrônico"
"C800","6","VL_CFE","float","True","","02","N","S","Valor total do Cupom Fiscal Eletrônico"
"C800","7","VL_PIS","float","False","","02","N","N","Valor total do PIS"
"C800","8","VL_COFINS","float","False","","02","N","N","Valor total da COFINS"
"C800","9","CNPJ_CPF","int","False","14","","N","N","CNPJ ou CPF do destinatário"
"C800","10","NR_SAT","int","False","009","","N","N","Número de Série do equipamento SAT"
"C800","11","CHV_CFE","int","False","044","","N","N","Chave do Cupom Fiscal Eletrônico"
"C800","12","VL_DESC","float","False","","02","N","N","Valor total do desconto/exclusão sobre item"
"C800","13","VL_MERC","float","False","","02","N","N","Valor total das mercadorias e serviços"
"C800","14","VL_OUT_DA","float","False","","02","N","N","Valor de outras desp. Acessórias (acréscimo)"
"C800","15","VL_ICMS","float","False","","02","N","N","Valor do ICMS"
"C800","16","VL_PIS_ST","float","False","","02","N","N","Valor total do PIS retido por subst. trib."
"C800","17","VL_COFINS_ST","float","False","","02","N","N","Valor total da COFINS retido por subst. trib."
"C810","2","CFOP","int","True","004","","N","S","Código fiscal de operação e prestação"
"C810","3","VL_ITEM","float","True","","02","N","S","Valor total dos itens"
"C810","4","COD_ITEM","char","False","060","","C","N","Código do item (campo 02 do Registro 0200)"
"C810","5","CST_PIS","int","True","002*","","N","S","Código da Situação Tributária referente ao PIS/PASEP"
"C810","6","VL_BC_PIS","float","False","","02","N","N","Valor da base de cálculo do PIS/PASEP"
"C810","7","ALIQ_PIS","float","False","008","04","N","N","Alíquota do PIS/PASEP (em percentual)"
"C810","8","VL_PIS","float","False","","02","N","N","Valor do PIS/PASEP"
"C810","9","CST_COFINS","int","True","002*","","N","S","Código da Situação Tributária referente a COFINS"
"C810","10","VL_BC_COFINS","float","False","","02","N","N","Valor da base de cálculo da COFINS"
"C810","11","ALIQ_COFINS","float","False","008","04","N","N","Alíquota da COFINS (em percentual)"
"C810","12","VL_COFINS","float","False","","02","N","N","Valor da COFINS"
"C810","13","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"C820","2","CFOP","int","True","004*","","N","S","Código fiscal de operação e prestação"
"C820","3","VL_ITEM","float","True","","02","N","S","Valor total dos itens"
"C820","4","COD_ITEM","char","False","060","","C","N","Código do item (campo 02 do Registro 0200)"
"C820","5","CST_PIS","int","True","002*","","N","S","Código da Situação Tributária referente ao PIS/PASEP"
"C820","6","QUANT_BC_PIS","float","False","","03","N","N","Base de cálculo em quantidade - PIS/PASEP"
"C820","7","ALIQ_PIS_QUANT","float","False","","04","N","N","Alíquota do PIS/PASEP (em reais)"
"C820","8","VL_PIS","float","False","","02","N","N","Valor do PIS/PASEP"
"C820","9","CST_COFINS","int","True","002*","","N","S","Código da Situação Tributária referente a COFINS"
"C820","10","QUANT_BC_COFINS","float","False","","03","N","N","Base de cálculo em quantidade – COFINS"
"C820","11","ALIQ_COFINS_QUANT","float","False","","04","N","N","Alíquota da COFINS (em reais)"
"C820","12","VL_COFINS","float","False","","02","N","N","Valor da COFINS"
"C820","13","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"C830","2","NUM_PROC","char","True","020","","C","S","Identificação do processo ou ato concessório"
"C830","3","IND_PROC","char","True","001*","","C","S","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 - Outros."
"C860","2","COD_MOD","char","True","002","","C","S","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C860","3","NR_SAT","int","True","009","","N","S","Número de Série do equipamento SAT"
"C860","4","DT_DOC","date","False","008","","N","N","Data de emissão dos documentos fiscais"
"C860","5","DOC_INI","int","False","009","","N","N","Número do documento inicial"
"C860","6","DOC_FIM","int","False","009","","N","N","Número do documento final"
"C870","2","COD_ITEM","char","False","060","","C","N","Código do item (campo 02 do Registro 0200)"
"C870","3","CFOP","int","True","004*","","N","S","Código fiscal de operação e prestação"
"C870","4","VL_ITEM","float","True","","02","N","S","Valor total dos itens"
"C870","5","VL_DESC","float","False","","02","N","N","Valor da exclusão/desconto comercial dos itens"
"C870","6","CST_PIS","int","True","002*","","N","S","Código da Situação Tributária referente ao PIS/PASEP"
"C870","7","VL_BC_PIS","float","False","","02","N","N","Valor da base de cálculo do PIS/PASEP"
"C870","8","ALIQ_PIS","float","False","008","04","N","N","Alíquota do PIS/PASEP (em percentual)"
"C870","9","VL_PIS","float","False","","02","N","N","Valor do PIS/PASEP"
"C870","10","CST_COFINS","int","True","002*","","N","S","Código da Situação Tributária referente a COFINS"
"C870","11","VL_BC_COFINS","float","False","","02","N","N","Valor da base de cálculo da COFINS"
"C870","12","ALIQ_COFINS","float","False","008","04","N","N","Alíquota da COFINS (em percentual)"
"C870","13","VL_COFINS","float","False","","02","N","N","Valor da COFINS"
"C870","14","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"C880","2","COD_ITEM","char","False","060","","C","N","Código do item (campo 02 do Registro 0200)"
"C880","3","CFOP","int","True","004*","","N","S","Código fiscal de operação e prestação"
"C880","4","VL_ITEM","float","True","","02","N","S","Valor total dos itens"
"C880","5","VL_DESC","float","False","","02","N","N","Valor da exclusão/desconto comercial dos itens"
"C880","6","CST_PIS","int","True","002*","","N","S","Código da Situação Tributária referente ao PIS/PASEP"
"C880","7","QUANT_BC_PIS","float","False","","03","N","N","Base de cálculo em quantidade - PIS/PASEP"
"C880","8","ALIQ_PIS_QUANT","float","False","","04","N","N","Alíquota do PIS/PASEP (em reais)"
"C880","9","VL_PIS","float","False","","02","N","N","Valor do PIS/PASEP"
"C880","10","CST_COFINS","int","True","002*","","N","S","Código da Situação Tributária referente a COFINS"
"C880","11","QUANT_BC_COFINS","float","False","","03","N","N","Base de cálculo em quantidade – COFINS"
"C880","12","ALIQ_COFINS_QUANT","float","False","","04","N","N","Alíquota da COFINS (em reais)"
"C880","13","VL_COFINS","float","False","","02","N","N","Valor da COFINS"
"C880","14","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"C890","2","NUM_PROC","char","True","020","","C","S","Identificação do processo ou ato concessório"
"C890","3","IND_PROC","char","True","001*","","C","S","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 - Outros."
"C990","2","QTD_LIN_C","int","True","","","N","S","Quantidade total de linhas do Bloco C"
"D001","2","IND_MOV","char","True","001","","C","S","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados"
"D010","2","CNPJ","int","True","014*","","N","S","Número de inscrição do estabelecimento no CNPJ."
"D100","2","IND_OPER","char","True","001*","","C","S","Indicador do tipo de operação: 0- Aquisição"
"D100","3","IND_EMIT","char","True","001*","","C","S","Indicador do emitente do documento fiscal: 0- Emissão Própria; 1- Emissão por Terceiros"
"D100","4","COD_PART","char","True","060","","C","S","Código do participante (campo 02 do Registro 0150)."
"D100","5","COD_MOD","char","True","002*","","C","S","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D100","6","COD_SIT","int","True","002*","","N","S","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"D100","7","SER","char","False","004","","C","N","Série do documento fiscal"
"D100","8","SUB","char","False","003","","C","N","Subsérie do documento fiscal"
"D100","9","NUM_DOC","int","True","009","","N","S","Número do documento fiscal"
"D100","10","CHV_CTE","int","False","044*","","N","N","Chave do Conhecimento de Transporte Eletrônico"
"D100","11","DT_DOC","date","True","008*","","N","S","Data de referência/emissão dos documentos fiscais"
"D100","12","DT_A_P","date","False","008*","","N","N","Data da aquisição ou da prestação do serviço"
"D100","13","TP_CT-e","int","False","001*","","N","N","Tipo de Conhecimento de Transporte Eletrônico conforme definido no Manual de Integração do CT-e"
"D100","14","CHV_CTE_REF","int","False","044*","","N","N","Chave do CT-e de referência cujos valores foram complementados (opção “1” do campo anterior) ou cujo débito foi anulado (opção “2” do campo anterior)."
"D100","15","VL_DOC","float","True","","02","N","S","Valor total do documento fiscal"
"D100","16","VL_DESC","float","False","","02","N","N","Valor total do desconto"
"D100","17","IND_FRT","char","True","001*","","C","S","Indicador do tipo do frete: 0- Por conta de terceiros; 1- Por conta do emitente; 2- Por conta do destinatário; 9- Sem cobrança de frete."
"D100","18","VL_SERV","float","True","","02","N","S","Valor total da prestação de serviço"
"D100","19","VL_BC_ICMS","float","False","","02","N","N","Valor da base de cálculo do ICMS"
"D100","20","VL_ICMS","float","False","","02","N","N","Valor do ICMS"
"D100","21","VL_NT","float","False","","02","N","N","Valor não-tributado do ICMS"
"D100","22","COD_INF","char","False","006","","C","N","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)"
"D100","23","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"D101","2","IND_NAT_FRT","char","True","001*","","C","S","Indicador da Natureza do Frete Contratado, referente a: 0 – Operações de vendas, com ônus suportado pelo estabelecimento vendedor; 1 – Operações de vendas, com ônus suportado pelo adquirente; 2 – Operações de compras (bens para revenda, matérias-prima e outros produtos, geradores de crédito); 3 – Operações de compras (bens para revenda,"
"D101","3","VL_ITEM","float","True","","02","N","S","Valor total dos itens"
"D101","4","CST_PIS","int","True","002*","","N","S","Código da Situação Tributária referente ao PIS/PASEP"
"D101","5","NAT_BC_CRED","char","False","002*","","C","N","Código da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7."
"D101","6","VL_BC_PIS","float","False","","02","N","N","Valor da base de cálculo do PIS/PASEP"
"D101","7","ALIQ_PIS","float","False","008","04","N","N","Alíquota do PIS/PASEP (em percentual)"
"D101","8","VL_PIS","float","False","","02","N","N","Valor do PIS/PASEP"
"D101","9","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"D105","2","IND_NAT_FRT","char","True","001*","","C","S","Indicador da Natureza do Frete Contratado, referente a: 0 – Operações de vendas, com ônus suportado pelo estabelecimento vendedor; 1 – Operações de vendas, com ônus suportado pelo adquirente; 2 – Operações de compras (bens para revenda, matérias- prima e outros produtos, geradores de crédito); 3 – Operações de compras (bens para revenda, matérias- prima e outros produtos, não geradores de crédito); 4 – Transferência de produtos acabados entre estabelecimentos da pessoa jurídica 5 – Transferência de produtos em elaboração entre estabelecimentos da pessoa jurídica 9 – Outras."
"D105","3","VL_ITEM","float","True","","02","N","S","Valor total dos itens"
"D105","4","CST_COFINS","int","True","002*","","N","S","Código da Situação Tributária referente a COFINS"
"D105","5","NAT_BC_CRED","char","False","002*","","C","N","Código da base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7"
"D105","6","VL_BC_COFINS","float","False","","02","N","N","Valor da base de cálculo da COFINS"
"D105","7","ALIQ_COFINS","float","False","008","04","N","N","Alíquota da COFINS (em percentual)"
"D105","8","VL_COFINS","float","False","","02","N","N","Valor da COFINS"
"D105","9","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"D111","2","NUM_PROC","char","True","020","","C","S","Identificação do processo ou ato concessório"
"D111","3","IND_PROC","char","True","001*","","C","S","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros."
"D200","2","COD_MOD","char","True","002*","","C","S","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D200","3","COD_SIT","int","True","002*","","N","S","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"D200","4","SER","char","False","004","","C","N","Série do documento fiscal"
"D200","5","SUB","char","False","003","","C","N","Subsérie do documento fiscal"
"D200","6","NUM_DOC_INI","int","True","009","","N","S","Número do documento fiscal inicial emitido no período (mesmo modelo, série e subsérie)."
"D200","7","NUM_DOC_FIN","int","True","009","","N","S","Número do documento fiscal final emitido no período (mesmo modelo, série e subsérie)."
"D200","8","CFOP","int","True","004*","","N","S","Código Fiscal de Operação e Prestação conforme tabela indicada no item 4.2.2"
"D200","9","DT_REF","date","True","008*","","N","S","Data do dia de referência do resumo diário"
"D200","10","VL_DOC","float","True","","02","N","S","Valor total dos documentos fiscais"
"D200","11","VL_DESC","float","False","","02","N","N","Valor total dos descontos"
"D201","2","CST_PIS","int","True","002*","","N","S","Código da Situação Tributária referente ao PIS/PASEP"
"D201","3","VL_ITEM","float","True","","02","N","S","Valor total dos itens"
"D201","4","VL_BC_PIS","float","False","","02","N","N","Valor da base de cálculo do PIS/PASEP"
"D201","5","ALIQ_PIS","float","False","008","04","N","N","Alíquota do PIS/PASEP (em percentual)"
"D201","6","VL_PIS","float","False","","02","N","N","Valor do PIS/PASEP"
"D201","7","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"D205","2","CST_COFINS","int","True","002*","","N","S","Código da Situação Tributária referente a COFINS."
"D205","3","VL_ITEM","float","True","","02","N","S","Valor total dos itens"
"D205","4","VL_BC_COFINS","float","False","","02","N","N","Valor da base de cálculo da COFINS"
"D205","5","ALIQ_COFINS","float","False","008","04","N","N","Alíquota da COFINS (em percentual)"
"D205","6","VL_COFINS","float","False","","02","N","N","Valor da COFINS"
"D205","7","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"D209","2","NUM_PROC","char","True","020","","C","S","Identificação do processo ou ato concessório"
"D209","3","IND_PROC","char","True","001*","","C","S","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros."
"D300","2","COD_MOD","char","True","002*","","C","S","Código do modelo do documento fiscal, conforme a Tabela 4.1.1."
"D300","3","SER","char","False","004","","C","N","Série do documento fiscal"
"D300","4","SUB","int","False","003","","N","N","Subsérie do documento fiscal"
"D300","5","NUM_DOC_INI","int","False","006","","N","N","Número do primeiro documento fiscal emitido no período (mesmo modelo, série e subsérie)"
"D300","6","NUM_DOC_FIN","int","False","006","","N","N","Número do último documento fiscal emitido no período (mesmo modelo, série e subsérie)"
"D300","7","CFOP","int","True","004*","","N","S","Código Fiscal de Operação e Prestação conforme tabela indicada no item 4.2.2"
"D300","8","DT_REF","date","True","008*","","N","S","Data do dia de referência do resumo diário"
"D300","9","VL_DOC","float","True","","02","N","S","Valor total dos documentos fiscais emitidos"
"D300","10","VL_DESC","float","False","","02","N","N","Valor total dos descontos"
"D300","11","CST_PIS","int","True","002*","","N","S","Código da Situação Tributária referente ao PIS/PASEP"
"D300","12","VL_BC_PIS","float","False","","02","N","N","Valor da base de cálculo do PIS/PASEP"
"D300","13","ALIQ_PIS","float","False","008","04","N","N","Alíquota do PIS/PASEP (em percentual)"
"D300","14","VL_PIS","float","False","","02","N","N","Valor do PIS/PASEP"
"D300","15","CST_COFINS","int","True","002*","","N","S","Código da Situação Tributária referente a COFINS"
"D300","16","VL_BC_COFINS","float","False","","02","N","N","Valor da base de cálculo da COFINS"
"D300","17","ALIQ_COFINS","float","False","008","04","N","N","Alíquota da COFINS (em percentual)"
"D300","18","VL_COFINS","float","False","","02","N","N","Valor da COFINS"
"D300","19","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"D309","2","NUM_PROC","char","True","020","","C","S","Identificação do processo ou ato concessório"
"D309","3","IND_PROC","char","True","001*","","C","S","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros."
"D350","2","COD_MOD","char","True","002*","","C","S","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D350","3","ECF_MOD","char","True","020","","C","S","Modelo do equipamento"
"D350","4","ECF_FAB","char","True","021","","C","S","Número de série de fabricação do ECF"
"D350","5","DT_DOC","date","True","008*","","N","S","Data do movimento a que se refere a Redução Z"
"D350","6","CRO","int","True","003","","N","S","Posição do Contador de Reinício de Operação"
"D350","7","CRZ","int","True","006","","N","S","Posição do Contador de Redução Z"
"D350","8","NUM_COO_FIN","int","True","006","","N","S","Número do Contador de Ordem de Operação do último documento emitido no dia. (Número do COO na Redução Z)"
"D350","9","GT_FIN","float","True","","02","N","S","Valor do Grande Total final"
"D350","10","VL_BRT","float","True","","02","N","S","Valor da venda bruta"
"D350","11","CST_PIS","int","True","002*","","N","S","Código da Situação Tributária referente ao PIS/PASEP"
"D350","12","VL_BC_PIS","float","False","","02","N","N","Valor da base de cálculo do PIS/PASEP"
"D350","13","ALIQ_PIS","float","False","008","04","N","N","Alíquota do PIS/PASEP (em percentual)"
"D350","14","QUANT_BC_PIS","float","False","","03","N","N","Quantidade – Base de cálculo PIS/PASEP"
"D350","15","ALIQ_PIS_QUANT","float","False","","04","N","N","Alíquota do PIS/PASEP (em reais)"
"D350","16","VL_PIS","float","False","","02","N","N","Valor do PIS/PASEP"
"D350","17","CST_COFINS","int","True","002*","","N","S","Código da Situação Tributária referente a COFINS"
"D350","18","VL_BC_COFINS","float","False","","02","N","N","Valor da base de cálculo da COFINS"
"D350","19","ALIQ_COFINS","float","False","008","04","N","N","Alíquota da COFINS (em percentual)"
"D350","20","QUANT_BC_COFINS","float","False","","03","N","N","Quantidade – Base de cálculo da COFINS"
"D350","21","ALIQ_COFINS_QUANT","float","False","","04","N","N","Alíquota da COFINS (em reais)"
"D350","22","VL_COFINS","float","False","","02","N","N","Valor da COFINS"
"D350","23","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"D359","2","NUM_PROC","char","True","020","","C","S","Identificação do processo ou ato concessório"
"D359","3","IND_PROC","char","True","001*","","C","S","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros."
"D500","2","IND_OPER","char","True","001*","","C","S","Indicador do tipo de operação: 0- Aquisição"
"D500","3","IND_EMIT","char","True","001*","","C","S","Indicador do emitente do documento fiscal: 0- Emissão própria; 1- Terceiros"
"D500","4","COD_PART","char","True","060","","C","S","Código do participante prestador do serviço (campo 02 do Registro 0150)."
"D500","5","COD_MOD","char","True","002*","","C","S","Código do modelo do documento fiscal, conforme a Tabela 4.1.1."
"D500","6","COD_SIT","int","True","002*","","N","S","Çódigo da situação do documento fiscal, conforme a Tabela 4.1.2."
"D500","7","SER","char","False","004","","C","N","Série do documento fiscal"
"D500","8","SUB","int","False","003","","N","N","Subsérie do documento fiscal"
"D500","9","NUM_DOC","int","True","009","","N","S","Número do documento fiscal"
"D500","10","DT_DOC","date","True","008*","","N","S","Data da emissão do documento fiscal"
"D500","11","DT_A_P","date","True","008*","","N","S","Data da entrada (aquisição)"
"D500","12","VL_DOC","float","True","","02","N","S","Valor total do documento fiscal"
"D500","13","VL_DESC","float","False","","02","N","N","Valor total do desconto"
"D500","14","VL_SERV","float","True","","02","N","S","Valor da prestação de serviços"
"D500","15","VL_SERV_NT","float","False","","02","N","N","Valor total dos serviços não-tributados pelo ICMS"
"D500","16","VL_TERC","float","False","","02","N","N","Valores cobrados em nome de terceiros"
"D500","17","VL_DA","float","False","","02","N","N","Valor de outras despesas indicadas no documento fiscal"
"D500","18","VL_BC_ICMS","float","False","","02","N","N","Valor da base de cálculo do ICMS"
"D500","19","VL_ICMS","float","False","","02","N","N","Valor do ICMS"
"D500","20","COD_INF","char","False","006","","C","N","Código da informação complementar (campo 02 do Registro 0450)"
"D500","21","VL_PIS","float","False","","02","N","N","Valor do PIS/PASEP"
