"register","index","code","desc","spec_type","length","spec_required","type","required","decimal"
"C195","9","COFINS","","N","","N","float","False","03"
"C195","10","NT","Alíquota da COFINS (em reais)","N","","N","float","False","04"
"C195","11","VL_COFINS","Valor da COFINS","N","","N","float","False","02"
"C195","12","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"C198","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"C198","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","S","char","True",""
"C380","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1 (Código 02 – Nota Fiscal de Venda a Consumidor)","C","002*","S","char","True",""
"C380","3","DT_DOC_INI","Data de Emissão Inicial dos Documentos","N","008*","S","date","True",""
"C380","4","DT_DOC_FIN","Data de Emissão Final dos Documentos","N","008*","S","date","True",""
"C380","5","NUM_DOC_INI","Número do documento fiscal inicial","N","006","N","int","False",""
"C380","6","NUM_DOC_FIN","Número do documento fiscal final","N","006","N","int","False",""
"C380","7","VL_DOC","Valor total dos documentos emitidos","N","","S","float","True","02"
"C380","8","VL_DOC_CANC","Valor total dos documentos cancelados","N","","S","float","True","02"
"C381","2","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002*","S","int","True",""
"C381","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","S","char","True",""
"C381","4","VL_ITEM","Valor total dos itens","N","","S","float","True","02"
"C381","5","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","","N","float","False","02"
"C381","6","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"C381","7","QUANT_BC_PIS","Quantidade – Base de cálculo do PIS/PASEP","N","","N","float","False","03"
"C385","2","CST_COFINS","Código da Situação Tributária referente a COFINS.","N","002*","S","int","True",""
"C385","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","S","char","True",""
"C385","4","VL_ITEM","Valor total dos itens","N","","S","float","True","02"
"C385","5","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","N","float","False","02"
"C385","6","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","N","float","False","04"
"C385","7","QUANT_BC_COFINS","Quantidade – Base de cálculo da COFINS","N","","N","float","False","03"
"C385","8","ALIQ_COFINS_QUANT","Alíquota da COFINS (em reais)","N","","N","float","False","04"
"C385","9","VL_COFINS","Valor da COFINS","N","","S","float","True","02"
"C385","10","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"C395","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","S","char","True",""
"C395","3","COD_PART","Código do participante emitente do documento (campo 02 do Registro 0150).","C","060","N","char","False",""
"C395","4","SER","Série do documento fiscal","C","003","S","char","True",""
"C395","5","SUB_SER","Subsérie do documento fiscal","C","003","N","char","False",""
"C395","6","NUM_DOC","Número do documento fiscal","C","006","S","char","True",""
"C395","7","DT_DOC","Data da emissão do documento fiscal","N","008*","S","date","True",""
"C395","8","VL_DOC","Valor total do documento fiscal","N","","S","float","True","02"
"C396","2","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","S","char","True",""
"C396","3","VL_ITEM","Valor total do item (mercadorias ou serviços)","N","","S","float","True","02"
"C396","4","VL_DESC","Valor do desconto comercial do item","N","","N","float","False","02"
"C396","5","NAT_BC_CRED","Código da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7.","C","002*","S","char","True",""
"C396","6","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002*","S","int","True",""
"C396","7","VL_BC_PIS","Valor da base de cálculo do crédito de PIS/PASEP","N","","N","float","False","02"
"C396","8","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"C396","9","VL_PIS","Valor do crédito de PIS/PASEP","N","","N","float","False","02"
"C396","10","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","S","int","True",""
"C396","11","VL_BC_COFINS","Valor da base de cálculo do crédito de COFINS","N","","N","float","False","02"
"C396","12","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","N","float","False","04"
"C396","13","VL_COFINS","Valor do crédito de COFINS","N","","N","float","False","02"
"C396","14","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"C405","2","DT_DOC","Data do movimento a que se refere a Redução Z","N","008*","S","date","True",""
"C405","3","CRO","Posição do Contador de Reinício de Operação","N","003","S","int","True",""
"C405","4","CRZ","Posição do Contador de Redução Z","N","006","S","int","True",""
"C405","5","NUM_COO_FIN","Número do Contador de Ordem de Operação do último documento emitido no dia (Número do COO na Redução Z)","N","006","S","int","True",""
"C405","6","GT_FIN","Valor do Grande Total final","N","","S","float","True","02"
"C405","7","VL_BRT","Valor da venda bruta","N","","S","float","True","02"
"C481","2","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002*","S","int","True",""
"C481","3","VL_ITEM","Valor total dos itens","N","","S","float","True","02"
"C481","4","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","","N","float","False","02"
"C481","5","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"C481","6","QUANT_BC_PIS","Quantidade – Base de cálculo PIS/PASEP","N","","N","float","False","03"
"C485","2","CST_COFINS","Código da Situação Tributária referente a COFINS.","N","002*","S","int","True",""
"C485","3","VL_ITEM","Valor total dos itens","N","","S","float","True","02"
"C485","4","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","N","float","False","02"
"C485","5","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","N","float","False","04"
"C485","6","QUANT_BC_COFINS","Quantidade – Base de cálculo da COFINS","N","","N","float","False","03"
"C485","7","ALIQ_COFINS_QUANT","Alíquota da COFINS (em reais)","N","","N","float","False","04"
"C485","8","VL_COFINS","Valor da COFINS","N","","N","float","False","02"
"C485","9","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","N","char","False",""
"C485","10","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"C489","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"C489","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 - Outros.","C","001*","S","char","True",""
"C490","2","DT_DOC_INI","Data de Emissão Inicial dos Documentos","N","008*","S","date","True",""
"C490","3","DT_DOC_FIN","Data de Emissão Final dos Documentos","N","008*","S","date","True",""
"C490","4","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","S","char","True",""
"C491","2","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","N","char","False",""
"C491","3","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002*","S","int","True",""
"C491","4","CFOP","Código fiscal de operação e prestação","N","004*","N","int","False",""
"C491","5","VL_ITEM","Valor total dos itens","N","","S","float","True","02"
"C491","6","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","","N","float","False","02"
"C491","7","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"C491","8","QUANT_BC_PIS","Quantidade – Base de cálculo PIS/PASEP","N","","N","float","False","03"
"C495","2","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","N","char","False",""
"C495","3","CST_COFINS","Código da Situação Tributária referente a COFINS.","N","002*","S","int","True",""
"C495","4","CFOP","Código fiscal de operação e prestação","N","004*","N","int","False",""
"C495","5","VL_ITEM","Valor total dos itens","N","","S","float","True","02"
"C495","6","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","N","float","False","02"
"C495","7","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","N","float","False","04"
"C499","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"C499","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 - Outros.","C","001*","S","char","True",""
"C500","2","COD_PART","Código do participante do fornecedor (campo 02 do Registro 0150).","C","060","S","char","True",""
"C500","3","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","S","char","True",""
"C500","4","COD_SIT","Código da situação do documento fiscal, conforme a Tabela 4.1.2","N","002*","S","int","True",""
"C500","5","SER","Série do documento fiscal","C","004","N","char","False",""
"C500","6","SUB","Subsérie do documento fiscal","N","003","N","int","False",""
"C500","7","NUM_DOC","Número do documento fiscal","N","009","S","int","True",""
"C500","8","DT_DOC","Data da emissão do documento fiscal","N","008*","S","date","True",""
"C500","9","DT_ENT","Data da entrada","N","008*","N","date","False",""
"C500","10","VL_DOC","Valor total do documento fiscal","N","","S","float","True","02"
"C500","11","VL_ICMS","Valor acumulado do ICMS","N","","N","float","False","02"
"C500","12","COD_INF","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)","C","006","N","char","False",""
"C500","13","VL_PIS","Valor do PIS/PASEP","N","","N","float","False","02"
"C500","14","VL_COFINS","Valor da COFINS","N","","N","float","False","02"
"C501","2","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002*","S","int","True",""
"C501","3","VL_ITEM","Valor total dos itens","N","","S","float","True","02"
"C501","4","NAT_BC_CRED","Código da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7.","C","002*","N","char","False",""
"C501","5","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","","S","float","True","02"
"C501","6","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","S","float","True","04"
"C501","7","VL_PIS","Valor do PIS/PASEP","N","","S","float","True","02"
"C501","8","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"C505","2","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","S","int","True",""
"C505","3","VL_ITEM","Valor total dos itens","N","","S","float","True","02"
"C505","4","NAT_BC_CRED","Código da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7","C","002*","N","char","False",""
"C505","5","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","S","float","True","02"
"C505","6","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","S","float","True","04"
"C505","7","VL_COFINS","Valor da COFINS","N","","S","float","True","02"
"C505","8","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"C509","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"C509","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal;","C","001*","S","char","True",""
"C600","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","S","char","True",""
"C600","3","COD_MUN","Código do município dos pontos de consumo, conforme a tabela IBGE","N","007*","N","int","False",""
"C600","4","SER","Série do documento fiscal","C","004","N","char","False",""
"C600","5","SUB","Subsérie do documento fiscal","N","003","N","int","False",""
"C600","6","COD_CONS","Código de classe de consumo de energia elétrica, conforme a Tabela 4.4.5, ou Código de Consumo de Fornecimento D´água – Tabela 4.4.2 ou Código da classe de consumo de gás canalizado conforme Tabela 4.4.3.","N","002*","N","int","False",""
"C600","7","QTD_CONS","Quantidade de documentos consolidados neste registro","N","","S","int","True",""
"C600","8","QTD_CANC","Quantidade de documentos cancelados","N","","N","int","False",""
"C600","9","DT_DOC","Data dos documentos consolidados","N","008*","S","date","True",""
"C600","10","VL_DOC","Valor total dos documentos","N","","S","float","True","02"
"C600","11","VL_DESC","Valor acumulado dos descontos","N","","N","float","False","02"
"C600","12","CONS","Consumo total acumulado, em kWh (Código 06)","N","","N","int","False",""
"C600","13","VL_FORN","Valor acumulado do fornecimento","N","","N","float","False","02"
"C600","14","VL_SERV_NT","Valor acumulado dos serviços não-tributados pelo ICMS","N","","N","float","False","02"
"C600","15","VL_TERC","Valores cobrados em nome de terceiros","N","","N","float","False","02"
"C600","16","VL_DA","Valor acumulado das despesas acessórias","N","","N","float","False","02"
"C600","17","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS","N","","N","float","False","02"
"C600","18","VL_ICMS","Valor acumulado do ICMS","N","","N","float","False","02"
"C600","19","VL_BC_ICMS_ST","Valor acumulado da base de cálculo do ICMS substituição tributária","N","","N","float","False","02"
"C600","20","VL_ICMS_ST","Valor acumulado do ICMS retido por substituição tributária","N","","N","float","False","02"
"C600","21","VL_PIS","Valor acumulado do PIS/PASEP","N","","S","float","True","02"
"C600","22","VL_COFINS","Valor acumulado da COFINS","N","","S","float","True","02"
"C601","2","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002*","S","int","True",""
"C601","3","VL_ITEM","Valor total dos itens","N","","S","float","True","02"
"C601","4","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","","S","float","True","02"
"C601","5","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","S","float","True","04"
"C601","6","VL_PIS","Valor do PIS/PASEP","N","","S","float","True","02"
"C601","7","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"C605","2","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","S","int","True",""
"C605","3","VL_ITEM","Valor total dos itens","N","","S","float","True","02"
"C605","4","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","S","float","True","02"
"C605","5","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","S","float","True","04"
"C605","6","VL_COFINS","Valor da COFINS","N","","S","float","True","02"
"C605","7","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"C609","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"C609","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","S","char","True",""
"D001","2","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados","C","001","S","char","True",""
"D010","2","CNPJ","Número de inscrição do estabelecimento no CNPJ.","N","014*","S","int","True",""
"D100","2","IND_OPER","Indicador do tipo de operação: 0- Aquisição","C","001*","S","char","True",""
"D100","3","IND_EMIT","Indicador do emitente do documento fiscal: 0- Emissão Própria; 1- Emissão por Terceiros","C","001*","S","char","True",""
"D100","4","COD_PART","Código do participante (campo 02 do Registro 0150).","C","060","S","char","True",""
"D100","5","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","S","char","True",""
"D100","6","COD_SIT","Código da situação do documento fiscal, conforme a Tabela 4.1.2","N","002*","S","int","True",""
"D100","7","SER","Série do documento fiscal","C","004","N","char","False",""
"D100","8","SUB","Subsérie do documento fiscal","C","003","N","char","False",""
"D100","9","NUM_DOC","Número do documento fiscal","N","009","S","int","True",""
"D100","10","CHV_CTE","Chave do Conhecimento de Transporte Eletrônico","N","044*","N","int","False",""
"D100","11","DT_DOC","Data de referência/emissão dos documentos fiscais","N","008*","S","date","True",""
"D100","12","DT_A_P","Data da aquisição ou da prestação do serviço","N","008*","N","date","False",""
"D101","2","IND_NAT_FRT","Indicador da Natureza do Frete Contratado, referente a: 0 – Operações de vendas, com ônus suportado pelo estabelecimento vendedor; 1 – Operações de vendas, com ônus suportado pelo adquirente; 2 – Operações de compras (bens para revenda, matérias- prima e outros produtos, geradores de crédito); 3 – Operações de compras (bens para revenda, matérias- prima e outros produtos, não geradores de crédito); 4 – Transferência de produtos acabados entre estabelecimentos da pessoa jurídica; 5 – Transferência de produtos em elaboração entre estabelecimentos da pessoa jurídica 9 – Outras.","C","001*","S","char","True",""
"D101","3","VL_ITEM","Valor total dos itens","N","","S","float","True","02"
"D101","4","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002*","S","int","True",""
"D101","5","NAT_BC_CRED","Código da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7.","C","002*","N","char","False",""
"D101","6","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","","N","float","False","02"
"D101","7","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"D101","8","VL_PIS","Valor do PIS/PASEP","N","","N","float","False","02"
"D101","9","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"D105","2","IND_NAT_FRT","Indicador da Natureza do Frete Contratado, referente a: 0 – Operações de vendas, com ônus suportado pelo estabelecimento vendedor; 1 – Operações de vendas, com ônus suportado pelo adquirente; 2 – Operações de compras (bens para revenda, matérias- prima e outros produtos, geradores de crédito); 3 – Operações de compras (bens para revenda, matérias- prima e outros produtos, não geradores de crédito); 4 – Transferência de produtos acabados entre estabelecimentos da pessoa jurídica 5 – Transferência de produtos em elaboração entre estabelecimentos da pessoa jurídica 9 – Outras.","C","001*","S","char","True",""
"D105","3","VL_ITEM","Valor total dos itens","N","","S","float","True","02"
"D105","4","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","S","int","True",""
"D105","5","NAT_BC_CRED","Código da base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7","C","002*","N","char","False",""
"D105","6","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","N","float","False","02"
"D105","7","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","N","float","False","04"
"D105","8","VL_COFINS","Valor da COFINS","N","","N","float","False","02"
"D105","9","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"D111","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"D111","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","S","char","True",""
"D200","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","S","char","True",""
"D200","3","COD_SIT","Código da situação do documento fiscal, conforme a Tabela 4.1.2","N","002*","S","int","True",""
"D200","4","SER","Série do documento fiscal","C","004","N","char","False",""
"D200","5","SUB","Subsérie do documento fiscal","C","003","N","char","False",""
"D200","6","NUM_DOC_INI","Número do documento fiscal inicial emitido no período (mesmo modelo, série e subsérie).","N","009","S","int","True",""
"D200","7","NUM_DOC_FIN","Número do documento fiscal final emitido no período (mesmo modelo, série e subsérie).","N","009","S","int","True",""
"D200","8","CFOP","Código Fiscal de Operação e Prestação conforme tabela indicada no item 4.2.2","N","004*","S","int","True",""
"D200","9","DT_REF","Data do dia de referência do resumo diário","N","008*","S","date","True",""
"D200","10","VL_DOC","Valor total dos documentos fiscais","N","","S","float","True","02"
"D200","11","VL_DESC","Valor total dos descontos","N","","N","float","False","02"
"D201","2","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002*","S","int","True",""
"D201","3","VL_ITEM","Valor total dos itens","N","","S","float","True","02"
"D201","4","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","","N","float","False","02"
"D201","5","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"D201","6","VL_PIS","Valor do PIS/PASEP","N","","N","float","False","02"
"D201","7","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"D205","2","CST_COFINS","Código da Situação Tributária referente a COFINS. N","","002*","S","","True",""
"D205","3","VL_ITEM","Valor total dos itens","N","","S","float","True","02"
"D205","4","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","N","float","False","02"
"D205","5","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","N","float","False","04"
"D205","6","VL_COFINS","Valor da COFINS","N","","N","float","False","02"
"D205","7","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"D209","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"D209","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","S","char","True",""
"D300","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1.","C","002*","S","char","True",""
"D300","3","SER","Série do documento fiscal","C","004","N","char","False",""
"D300","4","SUB","Subsérie do documento fiscal","N","003","N","int","False",""
"D309","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"D309","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","S","char","True",""
"D350","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","S","char","True",""
"D350","3","ECF_MOD","Modelo do equipamento","C","020","S","char","True",""
"D350","4","ECF_FAB","Número de série de fabricação do ECF","C","021","S","char","True",""
"D350","5","DT_DOC","Data do movimento a que se refere a Redução Z","N","008*","S","date","True",""
"D350","6","CRO","Posição do Contador de Reinício de Operação","N","003","S","int","True",""
"D350","7","CRZ","Posição do Contador de Redução Z","N","006","S","int","True",""
"D350","8","NUM_COO_FIN","Número do Contador de Ordem de Operação do último documento emitido no dia. (Número do COO na Redução Z)","N","006","S","int","True",""
"D350","9","GT_FIN","Valor do Grande Total final","N","","S","float","True","02"
"D350","10","VL_BRT","Valor da venda bruta","N","","S","float","True","02"
"D350","11","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002*","S","int","True",""
"D350","12","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","","N","float","False","02"
"D350","13","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"D350","14","QUANT_BC_PIS","Quantidade – Base de cálculo PIS/PASEP","N","","N","float","False","03"
"D350","15","ALIQ_PIS_QUANT","Alíquota do PIS/PASEP (em reais)","N","","N","float","False","04"
"D350","16","VL_PIS","Valor do PIS/PASEP","N","","N","float","False","02"
"D350","17","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","S","int","True",""
"D350","18","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","N","float","False","02"
"D350","19","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","N","float","False","04"
"D350","20","QUANT_BC_COFINS","Quantidade – Base de cálculo da COFINS","N","","N","float","False","03"
"D350","21","ALIQ_COFINS_QUANT","Alíquota da COFINS (em reais)","N","","N","float","False","04"
"D350","22","VL_COFINS","Valor da COFINS","N","","N","float","False","02"
"D350","23","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"D359","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"D359","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","S","char","True",""
"D500","2","IND_OPER","Indicador do tipo de operação: 0- Aquisição","C","001*","S","char","True",""
"D500","3","IND_EMIT","Indicador do emitente do documento fiscal: 0- Emissão própria; 1- Terceiros","C","001*","S","char","True",""
"D500","4","COD_PART","Código do participante prestador do serviço (campo 02 do Registro 0150).","C","060","S","char","True",""
"D500","5","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1.","C","002*","S","char","True",""
"D500","6","COD_SIT","Çódigo da situação do documento fiscal, conforme a Tabela 4.1.2.","N","002*","S","int","True",""
"D500","7","SER","Série do documento fiscal","C","004","N","char","False",""
"D500","8","SUB","Subsérie do documento fiscal","N","003","N","int","False",""
"D500","9","NUM_DOC","Número do documento fiscal","N","009","S","int","True",""
"D500","10","DT_DOC","Data da emissão do documento fiscal","N","008*","S","date","True",""
"D500","11","DT_A_P","Data da entrada (aquisição)","N","008*","S","date","True",""
"D500","12","VL_DOC","Valor total do documento fiscal","N","","S","float","True","02"
"D500","13","VL_DESC","Valor total do desconto","N","","N","float","False","02"
"D500","14","VL_SERV","Valor da prestação de serviços","N","","S","float","True","02"
"D500","15","VL_SERV_NT","Valor total dos serviços não-tributados pelo ICMS","N","","N","float","False","02"
"D500","16","VL_TERC","Valores cobrados em nome de terceiros","N","","N","float","False","02"
"D500","17","VL_DA","Valor de outras despesas indicadas no documento fiscal","N","","N","float","False","02"
"D500","18","VL_BC_ICMS","Valor da base de cálculo do ICMS","N","","N","float","False","02"
"D500","19","VL_ICMS","Valor do ICMS","N","","N","float","False","02"
"D500","20","COD_INF","Código da informação complementar (campo 02 do Registro 0450)","C","006","N","char","False",""
"D500","21","VL_PIS","Valor do PIS/PASEP","N","","N","float","False","02"
"D500","22","VL_COFINS","Valor da COFINS","N","","N","float","False","02"
"D501","2","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002*","S","int","True",""
"D501","3","VL_ITEM","Valor Total dos Itens (Serviços)","N","","S","float","True","02"
"D501","4","NAT_BC_CRED","Código da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7.","C","002*","N","char","False",""
"D501","5","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","","N","float","False","02"
"D501","6","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"D501","7","VL_PIS","Valor do PIS/PASEP","N","","N","float","False","02"
"D501","8","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"D505","2","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","S","int","True",""
"D505","3","VL_ITEM","Valor Total dos Itens","N","","S","float","True","02"
"D505","4","NAT_BC_CRED","Código da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7.","C","002*","N","char","False",""
"D505","5","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","N","float","False","02"
"D505","6","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","N","float","False","04"
"D505","7","VL_COFINS","Valor da COFINS","N","","N","float","False","02"
"D505","8","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"D509","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"D509","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","S","char","True",""
"D600","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1.","C","002*","S","char","True",""
"D600","3","COD_MUN","Código do município dos terminais faturados, conforme a tabela IBGE","N","007*","N","int","False",""
"D600","4","SER","Série do documento fiscal","C","004","N","char","False",""
"D600","5","SUB","Subsérie do documento fiscal","N","003","N","int","False",""
"D600","6","IND_REC","Indicador do tipo de receita: 0- Receita própria - serviços prestados; 1- Receita própria - cobrança de débitos; 2- Receita própria - venda de serviço pré-pago – faturamento de períodos anteriores; 3- Receita própria - venda de serviço pré-pago – faturamento no período; 4- Outras receitas próprias de serviços de comunicação e telecomunicação; 5- Receita própria - co-faturamento; 6- Receita própria – serviços a faturar em período futuro; 7– Outras receitas próprias de natureza não-cumulativa; 8 - Outras receitas de terceiros 9 – Outras receitas","N","001*","S","int","True",""
"D600","7","QTD_CONS","Quantidade de documentos consolidados neste registro","N","","S","int","True",""
"D600","8","DT_DOC_INI","Data Inicial dos documentos consolidados no período","N","008*","S","date","True",""
"D601","2","COD_CLASS","Código de classificação do item do serviço de comunicação ou de telecomunicação, conforme a Tabela 4.4.1","N","004*","S","int","True",""
"D601","3","VL_ITEM","Valor acumulado do item","N","","S","float","True","02"
"D601","4","VL_DESC","Valor acumulado dos descontos/exclusões da base de cálculo","N","","N","float","False","02"
"D601","5","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002*","S","int","True",""
"D601","6","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","","N","float","False","02"
"D601","7","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"D601","8","VL_PIS","Valor do PIS/PASEP","N","","N","float","False","02"
"D601","9","COD_CTA","Código da conta contábil debitada/creditada","C","255","N","char","False",""
"D605","2","COD_CLASS","Código de classificação do item do serviço de comunicação ou de telecomunicação, conforme a Tabela 4.4.1","N","004*","S","int","True",""
