"Register","Page","Nº","Campo","Descrição","Tipo","Tamanho","Decimal","Valores Válidos","Obrigatório","Regras de Validação do Campo"
"J100","137","05","DESCR_COD_AGL","Descrição do Código de aglutinação.","C","-","-","-","Sim","-"
"J100","137","06","VL_CTA","Valor total do código de aglutinação no Balanço Patrimonial no exercício informado, ou de período definido em norma específica.","N","019","2","-","Sim","-"
"J100","137","07","IND_DC_BAL","Indicador da situação do saldo informado no campo anterior: D - Devedor; C – Credor.","C","001","-","[“D”,”C”]","Sim","-"
"J100","138","08","VL_CTA_INI","Valor inicial do código de aglutinação no Balanço Patrimonial no exercício informado, ou de período definido em norma específica.","N","019","2","-","Sim","-"
"J100","138","09","IND_DC_BAL_INI","Indicador da situação do saldo inicial informado no campo anterior: D - Devedor; C – Credor.","C","001","-","[“D”,”C”]","Sim","-"
"J150","140","01","REG","Texto fixo contendo “J150”.","C","004","-","“J150”","Sim","-"
"J150","140","02","COD_AGL","Código de aglutinação das contas, atribuído pela pessoa jurídica.","C","-","-","-","Não","[REGRA_COD_AGL_ OBRIGATORIO]"
"J150","140","03","NIVEL_AGL","Nível do Código de aglutinação (mesmo conceito do plano de contas – Registro I050).","N","-","-","-","Sim","-"
"J150","140","04","DESCR_COD_AGL","Descrição do Código de aglutinação.","C","-","-","-","Sim","-"
"J150","140","05","VL_CTA","Valor total do Código de aglutinação na Demonstração dos Resultados no período informado.","N","019","02","-","Sim","-"
"J150","140","06","IND_VL","Indicador da situação do valor informado no campo anterior: D - Despesa ou valor que represente parcela redutora do lucro; R - Receita ou valor que represente incremento do lucro; P - Subtotal ou total positivo; N – Subtotal ou total negativo.","C","001","-","[“D”,”R”, ” P”,”N” ]","Sim","-"
"J150","141","07","VL_CTA_ULT_DRE","Valor do saldo final antes do encerramento constante na Demonstração dos Resultados do último período informado.","N","019","02","-","Não (*) (*) O campo não é obrigatório somente nos casos em que não há ECD do período anterior. Nos demais casos, o campo é obrigatório.","-"
"J150","141","08","IND_VL_ULT_DRE","Indicador da situação do valor informado no campo anterior: D - Despesa ou valor que represente parcela redutora do lucro; R - Receita ou valor que represente incremento do lucro; P - Subtotal ou total positivo; N – Subtotal ou total negativo.","C","001","-","[“D”,”R”, ” P”,”N” ]","Não (*) (*) O campo não é obrigatório somente nos casos em que não há ECD do período anterior. Nos demais casos, o campo é obrigatório.","-"
"J200","143","01","REG","Texto fixo contendo “J200”.","C","004","-","“J200”","Sim","-"
"J200","143","02","COD_HIST_FAT","Código do histórico do fato contábil.","C","-","-","-","Sim",""
"J200","143","03","DESC_FAT","Descrição do fato contábil.","C","-","-","-","Sim",""
"J210","144","01","REG","Texto fixo contendo “J210”.","C","004","-","“J210”","Sim","-"
"J210","144","02","IND_TIP","Indicador do tipo de demonstração: 0 – DLPA – Demonstração de Lucro ou Prejuízos Acumulados 1 – DMPL – Demonstração de Mutações do Patrimônio Líquido","N","001","0","[0,1]","Sim","-"
"J210","144","03","COD_AGL","Código de aglutinação das contas do patrimônio líquido, atribuído pela empresa.","C","-","-","-","Sim","[REGRA_EXISTE_ AGLUTINACAO_ J210]"
"J210","144","04","DESCR_COD_AGL","Descrição do código de aglutinação","C","-","-","-","Sim","-"
"J210","144","05","VL_CTA","Saldo final do código de aglutinação na demonstração do período informado.","N","019","02","-","Sim","[REGRA_VALIDA_ TOTAL_COD_ AGLUTINCAO_J215]"
"J210","144","06","IND_DC_CTA","Indicador da situação do saldo final informado no campo anterior: D – Devedor C – Credor","C","001","-","[“D”,”C”]","Sim","-"
"J210","144","07","VL_CTA_INI","Saldo inicial do","N","019","02","-","Sim","-"
"J210","145","08","IND_DC_CTA_INI","Indicador da situação do saldo inicial informado no campo anterior: D – Devedor C – Credor","C","001","-","[“D”,”C”]","Sim","-"
"J215","147","01","REG","Texto fixo contendo “J215”.","C","004","-","“J215”","Sim","-"
"J215","147","02","COD_HIST_FAT","Código do histórico do fato contábil.","C","-","-","-","Sim","[REGRA_EXISTE_ COD_HIST_FAT]"
"J215","147","03","VL_FAT_CONT","Valor do fato contábil.","N","019","02","-","Sim",""
"J215","147","04","IND_DC_FAT","Indicador de situação do saldo informado no campo anterior: D – Devedor C – Credor P – Subtotal ou total positivo N – Subtotal ou total negativo","C","001","-","[“D”, “C”, “P”, “N”]","Sim",""
"J800","149","01","REG","Texto fixo contendo “J800”.","C","004","-","""J800""","Sim","-"
"J800","149","02","TIPO_DOC","Tipo de documento: 001: Demonstração do Resultado Abrangente do Período 002: Demonstração dos Fluxos de Caixa 003: Demonstração do Valor Adicionado 010: Notas Explicativas 011: Relatório da Administração 012: Parecer dos Auditores 099: Outros","C","003","-","-","Sim","-"
"J800","149","03","DESC_RTF","Descrição do arquivo .rtf.","C","-","-","-","Não","-"
"J800","149","04","HASH_RTF","Hash do arquivo .rtf","C","041","-","-","Não","[REGRA_VALIDA_"
"J800","150","05","ARQ_RTF","Sequência de bytes que representem um único arquivo no formato RTF (Rich Text Format).","C","Não existe limite de tamanho","-","-","Sim","-"
"J800","150","06","IND_FIM_RTF","Indicador de fim do arquivo RTF. Texto fixo contendo “J800FIM”.","C","007","-","""J800FIM""","Sim","-"
"J801","152","01","REG","Texto fixo contendo “J801”.","C","004","-","""J801""","Sim","-"
"J801","152","02","TIPO_DOC","Tipo de documento: 001: Termo de Verificação para Fins Substituição da ECD","C","003","-","-","Sim","-"
"J801","152","03","DESC_RTF","Descrição do arquivo .rtf.","C","-","-","-","Não","-"
"J801","152","04","HASH_RTF","Hash do arquivo .rtf incluído. Observação: O HASH é preenchido automaticamente pelo sistema (não é editável e não pode ser alterado).","C","041","-","-","Não","[REGRA_VALIDA_ HASH_ARQUIVO]"
"J801","152","05","ARQ_RTF","Sequência de bytes que representem um único arquivo no formato RTF (Rich Text Format).","C","Não existe limite de tamanho","-","-","Sim","-"
"J801","152","06","IND_FIM_RTF","Indicador de fim do arquivo RTF. Texto fixo contendo “J801FIM”.","C","007","-","""J801FIM""","Sim","-"
"J900","154","01","REG","Texto fixo contendo “J900”.","C","004","-","“J900”","Sim","-"
"J900","154","02","DNRC_ENCER","Texto fixo contendo “TERMO DE ENCERRAMENTO”.","C","021","-","“TERMO DE ENCERRAMENTO”","Sim","-"
"J900","154","03","NUM_ORD","Número de ordem do instrumento de escrituração.","N","-","-","-","Sim","[REGRA_IGUAL_ NUM_ORD_ REGI030]"
"J900","154","04","NAT_LIVRO","Natureza do livro; finalidade a que se destinou o instrumento.","C","80","-","-","Sim","-"
"J900","154","05","NOME","Nome empresarial.","C","(*)","-","-","Sim","[REGRA_IGUAL_ NOME_REG0000]"
"J900","154","06","QTD_LIN","Quantidade total de linhas do arquivo digital.","N","-","-","-","Sim","[REGRA_IGUAL_ QTD_LIN_ REG9999]"
"J900","154","07","DT_INI_ESCR","Data de início da escrituração.","N","008","-","-","Sim","[REGRA_IGUAL_ DT_INI_REG0000]"
"J900","154","08","DT_FIN_ESCR","Data de término da escrituração.","N","008","-","-","Sim","[REGRA_IGUAL_ DT_FIN_REG0000]"
"J930","159","01","REG","Texto fixo contendo “J930”.","C","004","-","[“J930”]","Sim",""
"J930","159","02","IDENT_NOM","Nome do signatário.","C","-","-","-","Sim",""
"J930","159","03","IDENT_CPF_CNPJ","CPF ou CNPJ","N","14","-","-","Sim","[ [REGRA_VALIDA_CPF] REGRA_VALIDA_CNPJ]"
"J930","159","04","IDENT_QUALIF","Qualificação do assinante, conforme tabela.","C","-","-","-","Sim","[REGRA_TABELA_ ASSINANTE_DESC]"
"J930","159","05","COD_ASSIN","Código de qualificação do assinante, conforme tabela.","C","003","-","-","Sim","[ [ [REGRA_TABELA_ ASSINANTE] REGRA_QUALIF_INV_RESP _LEGAL] REGRA_QUALIF_VALIDA]"
"J930","159","06","IND_CRC","Número de inscrição do contabilista no Conselho Regional de Contabilidade.","C","-","-","-","Não","[REGRA_OBRIGATORIO_ CONTADOR]"
"J930","159","07","EMAIL","Email do signatário.","C","060","-","-","Não","[REGRA_OBRIGATORIO_ CONTADOR]"
"J930","159","08","FONE","Telefone do signatário.","C","014","-","-","Não","[REGRA_OBRIGATORIO_ CONTADOR]"
"J930","160","09","UF_CRC","Indicação da unidade da federação que expediu o CRC.","C","002","-","-","Não","[REGRA_TABELA_UF]"
"J930","160","10","NUM_SEQ_CRC","Número sequencial no seguinte formato: UF/ano/número","C","-","-","-","Não","[REGRA_VALIDA_FORMATO _SEQUENCIAL_CRC]"
"J930","160","11","DT_CRC","Data de validade do CRC do contador.","N","008","-","-","Não",""
"J930","160","12","IND_RESP_LEGAL","Identificação do signatário que será validado como responsável pela assinatura da ECD, conforme atos societários: S – Sim N – Não","C","001","-","[S; N]","Sim",""
"J935","163","01","REG","Texto fixo contendo “J935”.","C","004","-","[“J935”]","Sim","-"
"J935","163","02","NOME_AUDITOR","Nome do auditor independente.","C","-","-","-","Sim","-"
"J935","163","03","COD_CVM_ AUDITOR","Registro do auditor independente na CVM.","C","-","-","-","Sim","-"
"J990","164","01","REG","Texto fixo contendo “J990”.","C","004","-","""J990""","Sim","-"
"J990","164","02","QTD_LIN_J","Quantidade total de linhas do Bloco J.","N","-","-","-","Sim","[REGRA_QTD_LIN_ BLOCOJ]"
"K001","165","01","REG","Texto fixo contendo “K001”.","C","004","-","“K001”","Sim","-"
"K001","165","02","IND_DAD","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados.","N","001","-","[0,1]","Sim","-"
"K030","166","01","REG","Texto fixo contendo “K030”.","C","004","-","“K030”","Sim","-"
"K030","166","02","DT_INI","Data inicial do período consolidado.","N","008","-","-","Sim","-"
"K030","166","03","DT_FIN","Data final do período consolidado.","N","008","-","-","Sim","[ [REGRA_DATA_MAIOR_INICIAL _CONS] REGRA_IGUAL_DT_FIN _REG0000]"
"K100","167","01","REG","Texto fixo contendo “K100”.","C","004","-","“K100”","Sim","-"
"K100","167","02","COD_PAIS","Código do país da empresa, conforme tabela do Banco Central do Brasil.","N","005","-","Tabela externa PAIS_SISCOMEX","Sim","[REGRA_TABELA _PAISES]"
"K100","167","03","EMP_COD","Código de identificação da empresa participante.","N","004","-","-","Sim","-"
"K100","167","04","CNPJ","CNPJ (somente os 8 primeiros dígitos).","N","008","-","-","Não","[REGRA_OBRIGATORIO_ CNPJ_BRASIL]"
"K100","167","05","NOME","Nome empresarial.","C","-","-","-","Sim",""
"K100","167","06","PER_PART","Percentual de participação total do conglomerado na empresa no final do período consolidado: Informar a participação acionária.","N","008","004","-","Sim","[ [REGRA_PERC_MENOR _IGUAL_100] REGRA_MAIOR_QUE _ZERO]"
"K100","167","07","EVENTO","Evento societário ocorrido no período: S - Sim N – Não","C","001","-","[S;N]","Sim","-"
"K100","168","08","PER_CONS","Percentual de consolidação da empresa no final do período consolidado: Informar o percentual do resultado da empresa que foi para a consolidação.","N","008","004","-","Sim","[ [REGRA_PERC_MENOR _IGUAL_100] REGRA_MAIOR_QUE _ZERO]"
"K100","168","09","DATA_INI_EMP","Data inicial do período da escrituração contábil da empresa que foi consolidada.","N","008","-","-","Sim","[REGRA_CONSOLIDADA_ INICIO_DIFERENTE]"
"K100","168","10","DATA_FIN_EMP","Data final do período da escrituração contábil da empresa que foi consolidada","N","008","-","-","Sim","[ [REGRA_DATA_FIN_ EMP_MAIOR] REGRA_CONSOLIDADA_ FINAL_DIFERENTE]"
"K110","170","01","REG","Texto fixo contendo “K110”.","C","004","-","“K110”","Sim","-"
"K110","170","02","EVENTO","Evento societário ocorrido no período: 1 – Aquisição 2 – Alienação 3 – Fusão 4 – Cisão Parcial 5 – Cisão Total 6 – Incorporação 7 – Extinção 8 – Constituição","N","001","-","[1;2;3;4;5;6;7;8]","Sim","-"
"K110","170","03","DT_EVENTO","Data do evento societário.","N","008","-","-","Sim","[REGRA_DATA_PERIODO _K030]"
"K115","172","01","REG","Texto fixo contendo “K115”.","C","004","-","“K115”","Sim","-"
"K115","172","02","EMP_COD_PART","Código da empresa envolvida na operação","N","004","-","-","Sim","[REGRA_EXISTE_EMP_COD_K100]"
"K115","172","03","COND_PART","Condição da empresa relacionada à operação: 1 – Sucessora; 2 – Adquirente; 3 – Alienante.","N","001","-","[1;2;3]","Sim","[REGRA_CONDICAO_COMPATIVEL]"
"K115","172","04","PER_EVT","Percentual da empresa participante envolvida na operação","N","008","004","-","Sim","[REGRA_PERC_MENOR_IGUAL_100]"
"K200","174","01","REG","Texto fixo contendo “K200”.","C","004","-","“K200”","Sim","-"
"K200","174","02","COD_NAT","Código da natureza da conta/grupo de contas, conforme tabela publicada pelo Sped.","C","002","-","-","Sim","[REGRA_TABELA_NATUREZA]"
"K200","174","03","IND_CTA","Indicador do tipo de conta: S - Sintética (grupo de contas); A - Analítica (conta).","C","001","-","[S;A]","Sim","-"
"K200","174","04","NIVEL","Nível da conta","N","-","-","-","Sim","[ [REGRA_MAIOR_QUE_UM] REGRA_ANALITICA_NIVEL_2]"
"K200","174","05","COD_CTA","Código da conta","C","-","-","-","Sim",""
"K200","174","06","COD_CTA_SUP","Código da conta superior","C","-","-","-","Não","[ [ [REGRA_COD_CTA_ SUP_OBRIGATORIO] REGRA_CONTA_SUPERIOR_ NAO_SE_APLICA] REGRA_CTA_CONSOLIDADA_ DE_NIVEL_SUPERIOR_INVALIDA]"
"K200","174","07","CTA","Nome da conta","C","-","-","-","Sim",""
"K210","177","01","REG","Texto fixo contendo “K210”.","C","004","-","“K210”","Sim","-"
"K210","177","02","COD_EMP","Código de identificação da empresa participante","N","004","-","-","Sim","[REGRA_EXISTE_EMP_COD_K100]"
"K210","177","03","COD_CTA_EMP","Código da conta da empresa participante","C","-","-","-","Sim","-"
"K300","178","01","REG","Texto fixo contendo “K300”.","C","004","-","“K300”","Sim","-"
"K300","178","02","COD_CTA","Código da conta consolidada","C","-","-","-","Sim","[REGRA_EXISTE_K200_ANALITICA]"
"K300","178","03","VAL_AG","Valor absoluto aglutinado","N","019","02","-","Sim","-"
"K300","178","04","IND_VAL_AG","Indicador da situação do valor aglutinado: D – Devedor C – Credor","C","001","-","[D;C]","Sim","-"
"K300","178","05","VAL_EL","Valor absoluto das eliminações","N","019","02","-","Sim","[REGRA_SOMATORIO_ VALOR_ELIMINACOES]"
"K300","178","06","IND_VAL_EL","Indicador da situação do valor eliminado: D – Devedor C – Credor","C","001","-","[D;C]","Sim","-"
"K300","178","07","VAL_CS","Valor absoluto consolidado: VAL_CS = VAL_AG – VAL_EL","N","019","02","-","Sim","[REGRA_CALCULO_ VALOR_CONSOLIDADO]"
"K300","178","08","IND_VAL_CS","Indicador da situação do valor consolidado: D – Devedor C – Credor","C","001","-","[D;C]","Sim","-"
"K310","180","01","REG","Texto fixo contendo “K310”.","C","004","-","“K310”","Sim","-"
"K310","180","02","EMP_COD_PARTE","Código da empresa detentora do valor aglutinado que foi eliminado","N","004","-","-","Sim","[REGRA_EXISTE_EMP_COD_K100]"
"K310","180","03","VALOR","Parcela do valor eliminado total","N","019","02","-","Sim",""
"K310","180","04","IND_VALOR","Indicador da situação do valor eliminado: D – Devedor C – Credor","C","001","-","[D;C]","Sim","-"
"K315","182","01","REG","Texto fixo contendo “K315”.","C","004","-","“K315”","Sim","-"
"K315","182","02","EMP_COD_CONTRA","Código da empresa da contrapartida","N","004","-","-","Sim","[ [REGRA_EXISTE_EMP_ COD_K100] REGRA_EMP_COD_CONTRA_ DIFERENTE_EMP_COD_PARTE]"
"K315","182","03","COD_CONTRA","Código da conta consolidada da contrapartida","C","-","-","-","Sim","[ [REGRA_COD_CTA_DIFERENTE_ COD_CONTRA] REGRA_EXISTE_COD _CTA_K300]"
"K315","182","04","VALOR","Parcela da contrapartida do valor eliminado total","N","019","02","-","Sim","[ [REGRA_MAIOR_QUE_ZERO] REGRA_SOMATORIO_ VALOR_CONTRAPARTIDA]"
"K315","182","05","IND_VALOR","Indicador da situação do valor eliminado: D – Devedor C – Credor","C","001","-","[D;C]","Sim","-"
"K990","184","01","REG","Texto fixo contendo “K990”.","C","004","-","""K990""","Sim","-"
"K990","184","02","QTD_LIN_K","Quantidade total de linhas do Bloco K.","N","-","-","-","Sim","[REGRA_QRD_LIN_ BLOCOK]"
"9001","185","01","REG","Texto fixo contendo “9001”.","C","004","-","“9001”","Sim","-"
"9001","185","02","IND_DAD","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados.","N","001","-","[0,1]","Sim","-"
"9900","186","01","REG","Texto fixo contendo “9900”.","C","4","-","“9900”","Sim","-"
"9900","186","02","REG_BLC","Registro que será totalizado no próximo campo.","C","4","-","Somente tipos de registro previstos para a escrituração contábil digital","Sim","-"
"9900","186","03","QTD_REG_BLC","Total de registros do tipo informado no campo anterior.","N","-","-","-","Sim","[REGRA_QTD_REG _BLC]"
"9990","187","01","REG","Texto fixo contendo “9990”.","C","004","-","""9990""","Sim","-"
"9990","187","02","QTD_LIN_9","Quantidade total de linhas do Bloco 9.","N","-","-","-","Sim","[REGRA_QRD_LIN_ BLOCO9]"
"9999","188","01","REG","Texto fixo contendo “9999”.","C","004","-","""9999""","Sim","-"
"9999","188","02","QTD_LIN","Quantidade total de linhas do arquivo digital.","N","-","-","-","Sim","[REGRA_QTD_LIN_ ARQUIVO]"
"9999","190","03","REGRA_REGISTRO_OBRIGATORIO","Verifica se o tipo de registro é obrigatório, conforme obrigatoriedade definida em cada registro. Erro","","","","","",""
"9999","190","04","REGRA_REGISTRO_NAO_SE_APLICA","Verifica se o tipo de registro se aplica à escrituração, conforme definições do leiaute do arquivo. Erro","","","","","",""
