"Register","Page","Nº","Campo","Descrição","Tipo","Tam","Dec","Obrig","Entr","Saídas"
"1980","240","03","G4_01","Entradas (percentual de incentivo)","N","-","02","O","",""
"1980","240","04","G4_02","Entradas não incentivadas de PI","N","-","02","O","",""
"1980","240","05","G4_03","Entradas incentivadas de PI","N","-","02","O","",""
"1980","240","06","G4_04","Saídas (percentual de incentivo)","N","-","02","O","",""
"1980","240","07","G4_05","Saídas não incentivadas de PI","N","-","02","O","",""
"1980","240","08","G4_06","Saídas incentivadas de PI","N","-","02","O","",""
"1980","240","09","G4_07","Saldo devedor do ICMS antes das deduções do incentivo (PI e itens não incentivados)","N","-","02","O","",""
"1980","240","10","G4_08","Crédito presumido nas entradas incentivadas de PI","N","-","02","O","",""
"1980","240","11","G4_09","Crédito presumido nas saídas incentivadas de PI","N","-","02","O","",""
"1980","240","12","G4_10","Dedução de incentivo da Central de Distribuição (entradas/saídas)","N","-","02","O","",""
"1980","240","13","G4_11","Saldo devedor do ICMS após deduções do incentivo","N","-","02","O","",""
"1980","240","14","G4_12","Índice de recolhimento da central de distribuição","N","-","02","O","",""
"0000","24","01","REG","Texto fixo contendo “0000”.","C","004","-","O","",""
"0000","24","02","COD_VER","Código da versão do leiaute conforme a tabela indicada no Ato COTEPE.","N","003*","-","O","",""
"0000","24","03","COD_FIN","Código da finalidade do arquivo: 0 - Remessa do arquivo original; 1 - Remessa do arquivo substituto.","N","001","-","O","",""
"0000","24","04","DT_INI","Data inicial das informações contidas no arquivo.","N","008*","-","O","",""
"0000","24","05","DT_FIN","Data final das informações contidas no arquivo.","N","008*","-","O","",""
"0000","24","06","NOME","Nome empresarial da entidade.","C","100","-","O","",""
"0000","24","07","CNPJ","Número de inscrição da entidade no CNPJ.","N","014*","-","OC","",""
"0000","24","08","CPF","Número de inscrição da entidade no CPF.","N","011*","","OC","",""
"0000","24","09","UF","Sigla da unidade da federação da entidade.","C","002*","-","O","",""
"0000","24","10","IE","Inscrição Estadual da entidade.","C","014","-","O","",""
"0000","24","11","COD_MUN","Código do município do domicílio fiscal da entidade, conforme a tabela IBGE","N","007*","-","O","",""
"0000","24","12","IM","Inscrição Municipal da entidade.","C","-","-","OC","",""
"0000","24","13","SUFRAMA","Inscrição da entidade na SUFRAMA","C","009*","-","OC","",""
"0000","24","14","IND_PERFIL","Perfil de apresentação do arquivo fiscal; A – Perfil A; B – Perfil B.; C – Perfil C.","C","001","-","O","",""
"0000","24","15","IND_ATIV","Indicador de tipo de atividade: 0 – Industrial ou equiparado a industrial; 1 – Outros.","N","001","-","O","",""
"0001","26","01","REG","Texto fixo contendo “0001”.","C","004","-","O","",""
"0001","26","02","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados.","N","001","-","O","",""
"0005","26","01","REG","Texto fixo contendo “0005”","C","004","-","O","",""
"0005","26","02","FANTASIA","Nome de fantasia associado ao nome empresarial.","C","060","-","O","",""
"0005","26","03","CEP","Código de Endereçamento Postal.","N","008*","-","O","",""
"0005","26","04","END","Logradouro e endereço do imóvel.","C","060","-","O","",""
"0005","26","05","NUM","Número do imóvel.","C","010","-","OC","",""
"0005","26","06","COMPL","Dados complementares do endereço.","C","060","-","OC","",""
"0005","26","07","BAIRRO","Bairro em que o imóvel está situado.","C","060","-","O","",""
"0005","26","08","FONE","Número do telefone (DDD+FONE).","C","11","-","OC","",""
"0005","26","09","FAX","Número do fax.","C","11","-","OC","",""
"0005","26","10","EMAIL","Endereço do correio eletrônico.","C","-","-","OC","",""
"0015","26","01","REG","Texto fixo contendo ""0015""","C","004","-","O","",""
"0015","26","02","UF_ST","Sigla da unidade da federação do contribuinte substituído ou unidade de federação do consumidor final não contribuinte - ICMS Destino EC 87/15.","C","002*","-","O","",""
"0015","26","03","IE_ST","Inscrição Estadual do contribuinte substituto na unidade da federação do contribuinte substituído ou unidade de","C","014","-","O","",""
"0100","27","01","REG","Texto fixo contendo “0100”.","C","004","-","O","",""
"0100","27","02","NOME","Nome do contabilista.","C","100","-","O","",""
"0100","27","03","CPF","Número de inscrição do contabilista no CPF.","N","011*","-","O","",""
"0100","27","04","CRC","Número de inscrição do contabilista no Conselho Regional de Contabilidade.","C","015","-","O","",""
"0100","27","05","CNPJ","Número de inscrição do escritório de contabilidade no CNPJ, se houver.","N","014*","-","OC","",""
"0100","27","06","CEP","Código de Endereçamento Postal.","N","008*","-","OC","",""
"0100","27","07","END","Logradouro e endereço do imóvel.","C","060","-","OC","",""
"0100","27","08","NUM","Número do imóvel.","C","010","-","OC","",""
"0100","27","09","COMPL","Dados complementares do endereço.","C","060","-","OC","",""
"0100","27","10","BAIRRO","Bairro em que o imóvel está situado.","C","060","-","OC","",""
"0100","27","11","FONE","Número do telefone (DDD+FONE).","C","11","-","OC","",""
"0100","27","12","FAX","Número do fax.","C","11","-","OC","",""
"0100","27","13","EMAIL","Endereço do correio eletrônico.","C","-","-","O","",""
"0100","27","14","COD_MUN","Código do município, conforme tabela IBGE.","N","007*","-","O","",""
"0150","28","01","REG","Texto fixo contendo “0150”.","C","004","-","O","",""
"0150","28","02","COD_PART","Código de identificação do participante no arquivo.","C","060","-","O","",""
"0150","28","03","NOME","Nome pessoal ou empresarial do participante.","C","100","-","O","",""
"0150","28","04","COD_PAIS","Código do país do participante, conforme a tabela indicada no item 3.2.1","N","005","-","O","",""
"0150","28","05","CNPJ","CNPJ do participante.","N","014*","-","OC","",""
"0150","28","06","CPF","CPF do participante.","N","011*","-","OC","",""
"0150","28","07","IE","Inscrição Estadual do participante.","C","014","-","OC","",""
"0150","28","08","COD_MUN","Código do município, conforme a tabela IBGE","N","007*","-","OC","",""
"0150","28","09","SUFRAMA","Número de inscrição do participante na SUFRAMA.","C","009*","-","OC","",""
"0150","28","10","END","Logradouro e endereço do imóvel","C","060","-","O","",""
"0150","28","11","NUM","Número do imóvel","C","010","-","OC","",""
"0150","28","12","COMPL","Dados complementares do endereço","C","060","-","OC","",""
"0150","28","13","BAIRRO","Bairro em que o imóvel está situado","C","060","-","OC","",""
"0175","29","01","REG","Texto fixo contendo “0175”","C","004","-","O","",""
"0175","29","02","DT_ALT","Data de alteração do cadastro","N","008*","-","O","",""
"0175","29","03","NR_CAMPO","Número do campo alterado (campos 03 a 13, exceto 07)","C","002","-","O","",""
"0175","29","04","CONT_ANT","Conteúdo anterior do campo","C","100","-","O","",""
"0190","30","01","REG","Texto fixo contendo ""0190""","C","004","-","O","",""
"0190","30","02","UNID","Código da unidade de medida","C","006","-","O","",""
"0190","30","03","DESCR","Descrição da unidade de medida","C","-","-","O","",""
"0200","31","01","REG","Texto fixo contendo ""0200""","C","004","-","","O",""
"0200","31","02","COD_ITEM","Código do item","C","060","-","","O",""
"0200","31","03","DESCR_ITEM","Descrição do item","C","-","-","","O",""
"0200","31","04","COD_BARRA","Representação alfanumérico do código de barra do produto, se houver","C","-","-","","OC",""
"0200","31","05","COD_ANT_ITEM","Código anterior do item com relação à última informação apresentada.","C","060","-","","N (informar no 0205)",""
"0200","31","06","UNID_INV","Unidade de medida utilizada na quantificação de estoques.","C","006","-","","O",""
"0200","31","07","TIPO_ITEM","Tipo do item – Atividades Industriais, Comerciais e Serviços: 00 – Mercadoria para Revenda; 01 – Matéria-prima; 02 – Embalagem; 03 – Produto em Processo; 04 – Produto Acabado; 05 – Subproduto; 06 – Produto Intermediário; 07 – Material de Uso e Consumo; 08 – Ativo Imobilizado; 09 – Serviços; 10 – Outros insumos; 99 – Outras","N","2","-","","O",""
"0200","31","08","COD_NCM","Código da Nomenclatura Comum do Mercosul","C","008*","-","","OC",""
"0200","31","09","EX_IPI","Código EX, conforme a TIPI","C","003","-","","OC",""
"0200","31","10","COD_GEN","Código do gênero do item, conforme a Tabela 4.2.1","N","002*","-","","OC",""
"0200","31","11","COD_LST","Código do serviço conforme lista do Anexo I da Lei Complementar Federal nº 116/03.","C","005","","","OC",""
"0200","31","12","ALIQ_ICMS","Alíquota de ICMS aplicável ao item nas operações internas","N","006","02","","OC",""
"0200","31","13","CEST","Código Especificador da Substituição Tributária","N","007*","-","","OC",""
"0205","33","01","REG","Texto fixo contendo ""0205""","C","004","-","O","",""
"0205","33","02","DESCR_ANT_ITEM","Descrição anterior do item","C","-","-","OC","",""
"0205","33","03","DT_INI","Data inicial de utilização da descrição do item","N","008*","-","O","",""
"0205","33","04","DT_FIM","Data final de utilização da descrição do item","N","008*","-","O","",""
"0205","33","05","COD_ANT_ITEM","Código anterior do item com relação à última informação apresentada.","C","060","-","OC","",""
"0206","33","01","REG","Texto fixo contendo ""0206""","C","004","-","O","",""
"0206","33","02","COD_COMB","Código do produto, conforme tabela publicada pela ANP","C","-","-","O","",""
"0220","35","01","REG","Texto fixo contendo ""0220""","C","004","-","O","",""
"0220","35","02","UNID_CONV","Unidade comercial a ser convertida na unidade de estoque, referida no registro 0200.","C","006","-","O","",""
"0220","35","03","FAT_CONV","Fator de conversão: fator utilizado para converter (multiplicar) a unidade a ser convertida na unidade adotada no inventário.","N","-","6","O","",""
"0400","37","01","REG","Texto fixo contendo ""0400""","C","004","-","O","",""
"0400","37","02","COD_NAT","Código da natureza da operação/prestação","C","010","-","O","",""
"0400","37","03","DESCR_NAT","Descrição da natureza da operação/prestação","C","-","-","O","",""
"0450","38","01","REG","Texto fixo contendo ""0450""","C","004","-","O","",""
"0450","38","02","COD_INF","Código da informação complementar do documento fiscal.","C","006","-","O","",""
"0450","38","03","TXT","Texto livre da informação complementar existente no documento fiscal, inclusive espécie de normas legais, poder normativo, número, capitulação, data e demais referências pertinentes com indicação referentes ao tributo.","C","-","-","O","",""
"0460","38","01","REG","Texto fixo contendo ""0460""","C","004","-","O","",""
"0460","38","02","COD_OBS","Código da Observação do lançamento fiscal.","C","006","-","O","",""
"0460","38","03","TXT","Descrição da observação vinculada ao lançamento fiscal","C","-","-","O","",""
"0990","39","01","REG","Texto fixo contendo ""0990""","C","004","-","O","",""
"C001","55","01","REG","Texto fixo contendo ""C001""","C","004","-","O","",""
"C001","55","02","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados","C","001","-","O","",""
"C100","56","01","REG","Texto fixo contendo ""C100""","C","004","-","","O","O"
"C100","56","02","IND_OPER","Indicador do tipo de operação: 0 - Entrada; 1 - Saída","C","001*","-","","O","O"
"C100","56","03","IND_EMIT","Indicador do emitente do documento fiscal: 0- Emissão própria;","C","001*","-","","O","O"
"C100","57","04","COD_PART","Código do participante (campo 02 do Registro 0150): - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas","C","060","-","","O","O"
"C100","57","05","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","-","","O","O"
"C100","57","06","COD_SIT","Código da situação do documento fiscal, conforme a Tabela 4.1.2","N","002*","-","","O","O"
"C100","57","07","SER","Série do documento fiscal","C","003","-","","OC","OC"
"C100","57","08","NUM_DOC","Número do documento fiscal","N","009","-","","O","O"
"C100","57","09","CHV_NFE","Chave da Nota Fiscal Eletrônica","N","044*","-","","OC","OC"
"C100","57","10","DT_DOC","Data da emissão do documento fiscal","N","008*","-","","O","O"
"C100","57","11","DT_E_S","Data da entrada ou da saída","N","008*","-","","O","OC"
"C100","57","12","VL_DOC","Valor total do documento fiscal","N","-","02","","O","O"
"C100","57","13","IND_PGTO","Indicador do tipo de pagamento: 0 - À vista; 1 - A prazo; 9 - Sem pagamento.","C","001*","-","","O","O"
"C100","57","14","VL_DESC","Valor total do desconto","N","-","02","","OC","OC"
"C100","57","15","VL_ABAT_NT","Abatimento não tributado e não comercial Ex. desconto ICMS nas remessas para ZFM.","N","-","02","","OC","OC"
"C100","57","16","VL_MERC","Valor total das mercadorias e serviços","N","-","02","","O","OC"
"C100","57","17","IND_FRT","Indicador do tipo do frete: 0 - Por conta de terceiros; 1 - Por conta do emitente; 2 - Por conta do destinatário; 9 - Sem cobrança de frete.","C","001*","-","","O","O"
"C100","57","18","VL_FRT","Valor do frete indicado no documento fiscal","N","-","02","","OC","OC"
"C100","57","19","VL_SEG","Valor do seguro indicado no documento fiscal","N","-","02","","OC","OC"
"C100","57","20","VL_OUT_DA","Valor de outras despesas acessórias","N","-","02","","OC","OC"
"C100","57","21","VL_BC_ICMS","Valor da base de cálculo do ICMS","N","-","02","","OC","OC"
"C100","57","22","VL_ICMS","Valor do ICMS","N","-","02","","OC","OC"
"C100","57","23","VL_BC_ICMS_ST","Valor da base de cálculo do ICMS substituição","N","-","02","","OC","OC"
"C100","58","24","VL_ICMS_ST","Valor do ICMS retido por substituição tributária","N","-","02","","OC","OC"
"C100","58","25","VL_IPI","Valor total do IPI","N","-","02","","OC","OC"
"C100","58","26","VL_PIS","Valor total do PIS","N","-","02","","OC","OC"
"C100","58","27","VL_COFINS","Valor total da COFINS","N","-","02","","OC","OC"
"C100","58","28","VL_PIS_ST","Valor total do PIS retido por substituição tributária","N","-","02","","OC","OC"
"C100","58","29","VL_COFINS_ST","Valor total da COFINS retido por substituição tributária","N","-","02","","OC","OC"
"C105","62","3","REG","Texto fixo contendo ""C105""","C","004","-","","O","O"
"C110","62","01","REG","Texto fixo contendo ""C110""","C","004","-","","O","O"
"C110","62","02","COD_INF","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)","C","006","-","","O","O"
"C110","62","03","TXT_COMPL","Descrição complementar do código de referência.","C","-","-","","OC","OC"
"C111","63","01","REG","Texto fixo contendo ""C111""","C","004","-","","O","O"
"C111","63","02","NUM_PROC","Identificação do processo ou ato concessório.","C","015","-","","O","O"
"C111","63","03","IND_PROC","Indicador da origem do processo: 0 - SEFAZ; 1 - Justiça Federal; 2 - Justiça Estadual; 3 - SECEX/SRF 9 - Outros.","C","001*","-","","O","O"
"C112","63","01","REG","Texto fixo contendo ""C112""","C","004","-","","O","O"
"C112","63","02","COD_DA","Código do modelo do documento de arrecadação : 0 – Documento estadual de arrecadação 1 – GNRE","C","001*","-","","O","O"
"C112","63","03","UF","Unidade federada beneficiária do recolhimento","C","002*","-","","O","O"
"C112","63","04","NUM_DA","Número do documento de arrecadação","C","-","-","","OC","OC"
"C112","63","05","COD_AUT","Código completo da autenticação bancária","C","-","-","","OC","OC"
"C112","63","06","VL_DA","Valor do total do documento de arrecadação (principal, atualização monetária, juros e multa)","N","-","02","","O","O"
"C112","63","07","DT_VCTO","Data de vencimento do documento de arrecadação","N","008*","-","","O","O"
"C112","63","08","DT_PGTO","Data de pagamento do documento de arrecadação, ou data do vencimento, no caso de ICMS antecipado a recolher.","N","008*","-","","O","O"
"C113","64","01","REG","Texto fixo contendo ""C113""","C","004","-","","O","O"
"C113","64","02","IND_OPER","Indicador do tipo de operação: 0- Entrada/aquisição; 1- Saída/prestação","C","001*","-","","O","O"
"C113","64","03","IND_EMIT","Indicador do emitente do título: 0- Emissão própria; 1- Terceiros","C","001*","-","","O","O"
"C113","64","04","COD_PART","Código do participante emitente (campo 02 do Registro 0150) do documento referenciado.","C","060","-","","O","O"
"C113","64","05","COD_MOD","Código do documento fiscal, conforme a Tabela 4.1.1","C","002*","-","","O","O"
"C113","64","06","SER","Série do documento fiscal","C","004","-","","OC","OC"
"C113","64","07","SUB","Subsérie do documento fiscal","N","003","-","","OC","OC"
"C113","64","08","NUM_DOC","Número do documento fiscal","N","009","-","","O","O"
"C113","64","09","DT_DOC","Data da emissão do documento fiscal.","N","008*","-","","O","O"
"C113","64","10","CHV_DOCe","Chave do Documento Eletrônico","N","044*","-","","OC","OC"
"C114","65","01","REG","Texto fixo contendo ""C114""","C","004","-","","O","O"
"C114","65","02","COD_MOD","Código do modelo do documento fiscal, conforme a tabela indicada no item 4.1.1","C","002*","-","","O","O"
"C114","65","03","ECF_FAB","Número de série de fabricação do ECF","C","021","-","","O","O"
"C114","65","04","ECF_CX","Número do caixa atribuído ao ECF","N","003","-","","O","O"
"C114","65","05","NUM_DOC","Número do documento fiscal","N","009","","","O","O"
"C114","65","06","DT_DOC","Data da emissão do documento fiscal","N","008*","-","","O","O"
"C115","65","01","REG","Texto fixo contendo ""C115""","C","004","-","","Não Apresen- tar","O"
"C115","65","02","IND_CARGA","Indicador do tipo de transporte: 0 – Rodoviário; 1 – Ferroviário; 2 – Rodo-Ferroviário; 3 – Aquaviário; 4 – Dutoviário; 5 – Aéreo; 9 – Outros.","N","001*","-","","","O"
"C115","65","03","CNPJ_COL","Número do CNPJ do contribuinte do local de coleta","N","014*","-","","","OC"
"C115","66","04","IE_COL","Inscrição Estadual do contribuinte do local de coleta","C","014","-","","","OC"
"C115","66","05","CPF_COL","CPF do contribuinte do local de coleta das mercadorias","","N","011*","","",""
"C116","67","01","REG","Texto fixo contendo ""C116""","C","004","-","","O","O"
"C116","67","02","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002","-","","O","O"
"C116","67","03","NR_SAT","Número de Série do equipamento SAT","N","009","-","","O","O"
"C116","67","04","CHV_CFE","Chave do Cupom Fiscal Eletrônico","N","044","-","","O","O"
"C116","67","05","NUM_CFE","Número do cupom fiscal eletrônico","N","006","-","","O","O"
"C116","67","06","DT_DOC","Data da emissão do documento fiscal","N","008","-","","O","O"
"C120","67","01","REG","Texto fixo contendo ""C120""","C","004","-","","O","Não apresentar"
"C120","67","02","COD_DOC_IMP","Documento de importação: 0 – Declaração de Importação; 1 – Declaração Simplificada de Importação.","C","001*","-","","O",""
"C120","67","03","NUM_DOC_IMP","Número do documento de Importação.","C","012","-","","O",""
"C120","67","04","PIS_IMP","Valor pago de PIS na importação","N","-","02","","OC",""
"C120","67","05","COFINS IMP","Valor pago de COFINS na importação","N","","02","","OC",""
"C120","67","06","NUM_ACDRAW","Número do Ato Concessório do regime Drawback","C","020","-","","OC",""
"C130","68","01","REG","Texto fixo contendo ""C130""","C","004","-","","Não apresentar","O"
"C130","68","02","VL_SERV_NT","Valor dos serviços sob não-incidência ou não- tributados pelo ICMS","N","-","02","","","O"
"C130","68","03","VL_BC_ISSQN","Valor da base de cálculo do ISSQN","N","-","02","","","O"
"C130","68","04","VL_ISSQN","Valor do ISSQN","N","-","02","","","OC"
"C130","68","05","VL_BC_IRRF","Valor da base de cálculo do Imposto de Renda Retido na Fonte","N","-","02","","","OC"
"C130","68","06","VL_ IRRF","Valor do Imposto de Renda - Retido na Fonte","N","-","02","","","OC"
"C130","68","07","VL_BC_PREV","Valor da base de cálculo de retenção da Previdência Social","N","-","02","","","OC"
"C130","68","08","VL_ PREV","Valor destacado para retenção da Previdência Social","N","-","02","","","OC"
"C140","68","01","REG","Texto fixo contendo ""C140""","C","004","-","","O","O"
"C140","68","02","IND_EMIT","Indicador do emitente do título: 0- Emissão própria; 1- Terceiros","C","001*","-","","O","O"
"C140","68","03","IND_TIT","Indicador do tipo de título de crédito: 00- Duplicata; 01- Cheque; 02- Promissória; 03- Recibo; 99- Outros (descrever)","C","002*","-","","O","O"
"C140","68","04","DESC_TIT","Descrição complementar do título de crédito","C","-","-","","OC","OC"
"C140","68","05","NUM_TIT","Número ou código identificador do título de crédito","C","-","-","","O","O"
"C140","68","06","QTD_PARC","Quantidade de parcelas a receber/pagar","N","002","-","","O","O"
"C140","68","07","VL_TIT","Valor total dos títulos de créditos","N","-","02","","O","O"
"C141","69","01","REG","Texto fixo contendo ""C141""","C","004","-","","O","O"
"C141","69","02","NUM_PARC","Número da parcela a receber/pagar","N","002","-","","O","O"
"C141","69","03","DT_VCTO","Data de vencimento da parcela","N","008*","-","","O","O"
"C141","69","04","VL_PARC","Valor da parcela a receber/pagar","N","-","02","","O","O"
"C160","69","01","REG","Texto fixo contendo ""C160""","C","004","-","","Não apresentar","O"
"C160","69","02","COD_PART","Código do participante (campo 02 do Registro 0150): - transportador, se houver","C","060","-","","","OC"
"C160","69","03","VEIC_ID","Placa de identificação do veículo automotor","C","007","-","","","OC"
"C160","69","04","QTD_VOL","Quantidade de volumes transportados","N","-","-","","","O"
"C160","69","05","PESO_BRT","Peso bruto dos volumes transportados (em kg)","N","-","02","","","O"
"C160","69","06","PESO_LIQ","Peso líquido dos volumes transportados (em kg)","N","-","02","","","O"
"C160","69","07","UF_ID","Sigla da UF da placa do veículo","C","002","-","","","OC"
"C165","70","01","REG","Texto fixo contendo ""C165”","C","004","-","","Não apresentar","O"
"C165","70","02","COD_PART","Código do participante (campo 02 do Registro 0150): - transportador, se houver","C","060","-","","","OC"
"C165","70","03","VEIC_ID","Placa de identificação do veículo","C","007","-","","","O"
"C165","70","04","COD_AUT","Código da autorização fornecido pela SEFAZ (combustíveis)","C","-","-","","","OC"
"C165","70","05","NR_PASSE","Número do Passe Fiscal","C","-","-","","","OC"
"C165","70","06","HORA","Hora da saída das mercadorias","N","006*","-","","","O"
"C165","70","07","TEMPER","Temperatura em graus Celsius utilizada para quantificação do volume de combustível","N","-","01","","","OC"
"C165","70","08","QTD_VOL","Quantidade de volumes transportados","N","-","-","","","O"
"C165","70","09","PESO_BRT","Peso bruto dos volumes transportados (em kg)","N","-","02","","","O"
"C165","70","10","PESO_LIQ","Peso líquido dos volumes transportados (em kg)","N","-","02","","","O"
"C165","70","11","NOM_MOT","Nome do motorista","C","060","-","","","OC"
"C165","70","12","CPF","CPF do motorista","N","011*","-","","","OC"
"C165","70","13","UF_ID","Sigla da UF da placa do veículo","C","002","-","","","OC"
"C170","71","01","REG","Texto fixo contendo ""C170""","C","004","-","","O","O"
"C170","71","02","NUM_ITEM","Número sequencial do item no documento fiscal","N","003","-","","O","O"
"C170","71","03","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","-","","O","O"
"C170","71","04","DESCR_COMPL","Descrição complementar do item como adotado no documento fiscal","C","-","-","","OC","OC"
"C170","71","05","QTD","Quantidade do item","N","-","05","","O","O"
"C170","71","06","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","-","","O","O"
"C170","71","07","VL_ITEM","Valor total do item (mercadorias ou serviços)","N","-","02","","O","O"
"C170","71","08","VL_DESC","Valor do desconto comercial","N","-","02","","OC","OC"
"C170","71","09","IND_MOV","Movimentação física do ITEM/PRODUTO: 0. SIM 1. NÃO","C","001*","-","","O","O"
"C170","71","10","CST_ICMS","Código da Situação Tributária referente ao ICMS, conforme a Tabela indicada no item 4.3.1","N","003*","-","","O","O"
"C170","71","11","CFOP","Código Fiscal de Operação e Prestação","N","004*","-","","O","O"
"C170","71","12","COD_NAT","Código da natureza da operação (campo 02 do Registro 0400)","C","010","-","","OC","OC"
"C170","71","13","VL_BC_ICMS","Valor da base de cálculo do ICMS","N","-","02","","OC","OC"
"C170","71","14","ALIQ_ICMS","Alíquota do ICMS","N","006","02","","OC","OC"
"C170","71","15","VL_ICMS","Valor do ICMS creditado/debitado","N","-","02","","OC","OC"
"C170","71","16","VL_BC_ICMS_ST","Valor da base de cálculo referente à substituição tributária","N","-","02","","OC","OC"
"C170","71","17","ALIQ_ST","Alíquota do ICMS da substituição tributária na unidade da federação de destino","N","-","02","","OC","OC"
"C170","71","18","VL_ICMS_ST","Valor do ICMS referente à substituição tributária","N","-","02","","OC","OC"
"C170","71","19","IND_APUR","Indicador de período de apuração do IPI: 0 - Mensal; 1 - Decendial","C","001*","-","","OC","OC"
"C170","71","20","CST_IPI","Código da Situação Tributária referente ao IPI, conforme a Tabela indicada no item 4.3.2.","C","002*","-","","OC","OC"
"C170","71","21","COD_ENQ","Código de enquadramento legal do IPI, conforme tabela indicada no item 4.5.3.","C","003*","-","","OC","OC"
"C170","71","22","VL_BC_IPI","Valor da base de cálculo do IPI","N","-","02","","OC","OC"
"C170","71","23","ALIQ_IPI","Alíquota do IPI","N","006","02","","OC","OC"
"C170","71","24","VL_IPI","Valor do IPI creditado/debitado","N","-","02","","OC","OC"
"C170","71","25","CST_PIS","Código da Situação Tributária referente ao PIS.","N","002*","-","","OC","OC"
"C170","71","26","VL_BC_PIS","Valor da base de cálculo do PIS","N","-","","","02","OC"
"C170","71","27","ALIQ_PIS","Alíquota do PIS (em percentual)","N","008","04","","OC","OC"
"C170","71","28","QUANT_BC_PIS","Quantidade – Base de cálculo PIS","N","-","","","03","OC"
"C170","71","29","ALIQ_PIS","Alíquota do PIS (em reais)","N","-","","","04","OC"
"C170","71","30","VL_PIS","Valor do PIS","N","-","02","","OC","OC"
"C170","71","31","CST_COFINS","Código da Situação Tributária referente ao COFINS.","N","002*","-","","OC","OC"
"C170","71","32","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","-","","","02","OC"
"C170","71","33","ALIQ_COFINS","Alíquota do COFINS (em percentual)","N","008","04","","OC","OC"
"C170","71","34","QUANT_BC_COFINS","Quantidade – Base de cálculo COFINS","N","-","","","03","OC"
"C170","71","35","ALIQ_COFINS","Alíquota da COFINS (em reais)","N","-","","","04","OC"
"C170","71","36","VL_COFINS","Valor da COFINS","N","-","02","","OC","OC"
"C170","71","37","COD_CTA","Código da conta analítica contábil debitada/creditada","C","-","-","","OC","OC"
"C170","71","38","VL_ABAT_NT","Valor do abatimento não tributado e não comercial","N","-","02","","OC","OC"
"C171","76","01","REG","Texto fixo contendo ""C171""","C","004","-","","O","não apresentar"
"C171","76","02","NUM_TANQUE","Tanque onde foi armazenado o combustível","C","003","-","","O",""
"C171","76","03","QTDE","Quantidade ou volume armazenado","N","-","03","","O",""
"C172","76","01","REG","Texto fixo contendo ""C172""","C","004","-","","Não apresentar","O"
"C172","76","02","VL_BC_ISSQN","Valor da base de cálculo do ISSQN","N","-","02","","","O"
"C172","76","03","ALIQ_ISSQN","Alíquota do ISSQN","N","006","02","","","O"
"C172","76","04","VL_ISSQN","Valor do ISSQN","N","-","02","","","O"
"C173","77","01","REG","Texto fixo contendo ""C173""","C","004","-","","O","O"
"C173","77","02","LOTE_MED","Número do lote de fabricação do medicamento","C","-","-","","O","O"
"C173","77","03","QTD_ITEM","Quantidade de item por lote","N","-","003","","O","O"
"C173","77","04","DT_FAB","Data de fabricação do medicamento","N","008*","-","","O","O"
"C173","77","05","DT_VAL","Data de expiração da validade do medicamento","N","008*","-","","O","O"
"C173","77","06","IND_MED","Indicador de tipo de referência da base de cálculo do ICMS (ST) do produto farmacêutico: 0- Base de cálculo referente ao preço tabelado ou preço máximo sugerido; 1- Base cálculo – Margem de valor agregado; 2- Base de cálculo referente à Lista Negativa; 3- Base de cálculo referente à Lista Positiva; 4- Base de cálculo referente à Lista Neutra","C","001*","-","","O","O"
"C173","77","07","TP_PROD","Tipo de produto: 0- Similar; 1- Genérico; 2- Ético ou de marca;","C","1*","-","","O","O"
"C173","77","08","VL_TAB_MAX","Valor do preço tabelado ou valor do preço máximo","N","-","02","","O","O"
"C174","77","01","REG","Texto fixo contendo ""C174""","C","004","-","","Não apresentar","O"
"C174","77","02","IND_ARM","Indicador do tipo da arma de fogo:","C","001*","-","","","O"
"C174","78","03","NUM_ARM","Numeração de série de fabricação da arma","C","-","-","","","O"
"C174","78","04","DESCR_COMPL","Descrição da arma, compreendendo: número do cano, calibre, marca, capacidade de cartuchos, tipo de funcionamento, quantidade de canos, comprimento, tipo de alma, quantidade e sentido das raias e demais elementos que permitam sua perfeita identificação","C","-","-","","","O"
"C175","78","01","REG","Texto fixo contendo ""C175""","C","004","-","","O","O"
"C175","78","02","IND_VEIC_OPER","Indicador do tipo de operação com veículo: 0- Venda para concessionária; 1- Faturamento direto; 2- Venda direta; 3- Venda da concessionária; 9- Outros","C","001*","-","","O","O"
"C175","78","03","CNPJ","CNPJ da Concessionária","N","014*","-","","OC","OC"
"C175","78","04","UF","Sigla da unidade da federação da Concessionária","C","002*","-","","OC","OC"
"C175","78","05","CHASSI_VEIC","Chassi do veículo","C","017","-","","O","O"
"C176","79","01","REG","Texto fixo contendo ""C176”","C","004","-","","Não aprese ntar","O"
