"Register","Page","Nº","Campo","Descrição","Tipo","Tamanho","Decimal","Valores Válidos","Obrigatório","Regras de Validação do Campo"
"I157","130","04","VL_SLD_INI","Valor do saldo inicial do período.","N","019","02","-","Sim","-"
"I157","130","05","IND_DC_INI","Indicador da situação do saldo inicial: D - Devedor; C - Credor.","C","001","-","[“D”,”C”]","Não","[REGRA_IND_DC_ INI_OBRIGATORIO]"
"I157","131","06","VL_SLD_INI_MF","Valor do saldo inicial do período em moeda funcional, convertido para reais.","N","019","02","-","",""
"I157","131","07","IND_DC_INI_MF","Indicador da situação do saldo inicial em moeda funcional: D - Devedor; C - Credor.","C","001","-","[“D”,”C”]","",""
"I200","132","01","REG","Texto fixo contendo “I200”.","C","004","-","“I200”","Sim","-"
"I200","132","02","NUM_LCTO","Número ou Código de identificação único do lançamento contábil.","C","-","-","-","Sim","[REGRA_REGISTRO_ DUPLICADO]"
"I200","132","03","DT_LCTO","Data do lançamento.","N","008","-","-","Sim","[ [REGRA_DATA_INTERVALO_ DO_ARQUIVO] REGRA_DATA_ANTIGA]"
"I200","132","04","VL_LCTO","Valor do lançamento.","N","019","02","-","Sim","[ [ [REGRA_VALIDACAO_VL_ LCTO_DEB] REGRA_VALIDACAO_VL_ LCTO_CRED] REGRA_VALIDACAO_VL_ LCTO_ESC_AUXILIAR]"
"I200","132","05","IND_LCTO","Indicador do tipo de lançamento: N - Lançamento normal (todos os lançamentos, exceto os de encerramento das contas de resultado); E - Lançamento de encerramento de contas de resultado. X – Lançamento extemporâneo.","C","001","-","[“N”, “E”]","Sim","-"
"I200","133","06","DT_LCTO_EXT","O Data de ocorrência dos fatos objeto do lançamento extemporâneo. bservação: Caso não seja possível precisar a data a que se refiram os fatos do lançamento extemporâneo, informar a data de encerramento do exercício em que ocorreram esses fatos.","N","008","-","-","Não","[ [ [ [REGRA_DT_LCTO_EXT_ OBRIGATORIA] REGRA_DT_LCTO_EXT_ INDEVIDA] REGRA_DT_ANTIGA] REGRA_DT_LCTO_EXT_INV]"
"I200","133","07","VL_LCTO_MF","Valor do lançamento em moeda funcional, convertido para reais.","N","019","02","-","",""
"I250","137","01","REG","Texto fixo contendo “I250”.","C","004","-","“I250”","Sim","-"
"I250","137","02","COD_CTA","Código da conta analítica debitada/creditada.","C","-","-","-","Sim","[ [REGRA_CONTA_PARA_ LANCAMENTO] REGRA_LANC_EXT_ CONTA_RESULTADO]"
"I250","137","03","COD_CCUS","Código do centro de custos.","C","-","-","-","Não","[REGRA_CCUS_NO_ CENTRO_CUSTOS]"
"I250","137","04","VL_DC","Valor da partida.","N","019","02","-","Sim","-"
"I250","137","05","IND_DC","Indicador da natureza da partida: D - Débito; C - Crédito.","C","001","-","[“D”,”C”]","Sim","-"
"I250","137","06","NUM_ARQ","Número, Código ou caminho de localização dos documentos arquivados.","C","-","-","-","Não","-"
"I250","138","07","COD_HIST_PAD","Código do histórico padronizado, conforme tabela I075.","C","-","-","-","Não","[REGRA_COD_HIS_PAD_ NO_HISTORICO_PADRAO]"
"I250","138","08","HIST","O Histórico completo da partida ou histórico complementar. bservação: Caso o lançamento seja do tipo “X” – lançamento extemporâneo - em qualquer das formas de retificação, o histórico do lançamento extemporâneo deve especificar o motivo da correção, a data e o número do lançamento de origem (item 32 do ITG 2000 (R1)).","C","65535","-","-","Não","-"
"I250","138","09","COD_PART","Código de identificação do participante na partida conforme tabela 0150 (preencher somente quando identificado o tipo de participação no registro 0180).","C","-","-","-","Não","[REGRA_CODIGO_ PARTICIPANTE]"
"I250","139","10","VL_DC_MF","Valor da partida em moeda funcional, convertido para reais.","N","019","02","-","",""
"I250","139","11","IND_DC_MF","Indicador da natureza da partida em moeda funcional: D - Débito; C - Crédito.","C","001","-","[“D”,”C”]","",""
"I300","142","01","REG","Texto fixo contendo “I300”.","C","4","-","""I300""","Sim","-"
"I300","142","02","DT_BCTE","Data do balancete.","N","8","-","-","Sim","[REGRA_DATA_INTERVALO_ DO_ARQUIVO]"
"I310","143","01","REG","Texto fixo contendo “I310”.","C","4","-","""I310""","Sim","-"
"I310","143","02","COD_CTA","Código da conta analítica debitada/creditada.","C","-","-","-","Sim","[REGRA_CONTA_PARA_ LANCAMENTO]"
"I310","143","03","COD_CCUS","Código do centro de custos.","C","-","-","-","Não","[REGRA_CCUS_NO_ CENTRO_CUSTOS]"
"I310","143","04","VAL_DEBD","Total dos débitos do dia.","N","019","02","-","Sim","-"
"I310","143","05","VAL_CREDD","Total dos créditos do dia.","N","019","02","-","Sim","-"
"I310","143","06","VAL_DEB_MF","Total dos débitos do dia em moeda funcional, convertido para reais.","N","019","02","-","",""
"I310","143","07","VAL_CRED_MF","Total dos créditos do dia em moeda funcional, convertido para reais.","N","019","02","-","",""
"I350","145","01","REG","Texto fixo contendo “I350”.","C","004","-","""I350""","Sim","-"
"I350","145","02","DT_RES","Data da apuração do resultado.","N","008","-","-","Sim","[REGRA_DATA_ INTERVALO_DO_ARQUIVO]"
"I355","147","01","REG","Texto fixo contendo “I355”.","C","004","-","""I355""","Sim","-"
"I355","147","02","COD_CTA","Código da conta analítica de resultado.","C","-","-","-","Sim","[ [REGRA_CONTA_ RESULTADO] REGRA_CONTA_PARA_ LANCAMENTO]"
"I355","147","03","COD_CCUS","Código do centro de custos.","C","-","-","-","Não","[REGRA_CCUS_NO_ CENTRO_CUSTOS]"
"I355","147","04","VL_CTA","Valor do saldo final antes do lançamento de encerramento.","N","019","02","-","Sim","-"
"I355","147","05","IND_DC","Indicador da situação do saldo final: D - Devedor; C - Credor.","C","001","-","[“D”,”C”]","Sim","-"
"I355","148","06","VL_CTA_MF","Valor do saldo final antes do lançamento de encerramento em moeda funcional, convertido para reais.","N","019","02","-","",""
"I355","148","07","IND_DC_MF","Indicador da situação do saldo final em moeda funcional: D - Devedor; C - Credor.","C","001","-","[“D”,”C”]","",""
"I500","150","01","REG","Texto fixo contendo “I500”.","C","004","-","""I500""","Sim","-"
"I500","150","02","TAM_FONTE","Tamanho da fonte.","N","002","-","-","Sim","[REGRA_TAM_FONTE]"
"I510","151","01","REG","Texto fixo contendo “I510”.","C","004","-","""I510""","Sim","-"
"I510","151","02","NM_CAMPO","Nome do campo, sem espaços em branco ou caractere especial.","C","016","-","-","Sim","-"
"I510","151","03","DESC_CAMPO","Descrição do campo (utilizada na visualização do Livro Auxiliar)","C","050","-","-","Sim","-"
"I510","151","04","TIPO_CAMPO","Tipo do campo: “N” – Numérico; “C” – Caractere.","C","001","-","[N, C]","Sim","-"
"I510","151","05","TAM_CAMPO","Tamanho do campo.","N","003","-","-","Sim","-"
"I510","151","06","DEC_CAMPO","Quantidade de casas decimais para campos tipo “N”.","N","002","-","-","Não","-"
"I510","151","07","COL_CAMPO","Largura da coluna no relatório (em quantidade de caracteres).","N","003","-","-","Sim",""
"I550","153","01","REG","Texto fixo contendo “I550”.","C","004","-","""I550""","Sim","-"
"I555","156","01","REG","Texto fixo contendo “I555”.","C","004","-","""I555""","Sim","-"
"I990","158","01","REG","Texto fixo contendo “I990”.","C","004","-","""I990""","Sim","-"
"I990","158","02","QTD_LIN_I","Quantidade total de linhas do Bloco I.","N","-","-","-","Sim","[REGRA_QTD_LIN_BLOCOI]"
"J001","159","01","REG","Texto fixo contendo “J001”.","C","004","-","“J001”","Sim","-"
"J001","159","02","IND_DAD","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados.","N","001","-","[0,1]","Sim","-"
"J005","160","01","REG","Texto fixo contendo “J005”.","C","004","-","“J005”","Sim","-"
"J005","160","02","DT_INI","O Data inicial das demonstrações contábeis. bservação: A data inicial das demonstrações deve ser a data posterior ao último encerramento do exercício, mesmo que essa data não esteja no período da ECD transmitida. Exemplo: Data do Último Encerramento do Exercício: 31/12/2021 Data Inicial das Demonstrações Contábeis: 01/01/2022","N","008","-","-","Sim","[ [ [REGRA_DATA_INI_ MAIOR] REGRA_DT_INI_MAIOR_ DT_FIN] REGRA_DATA_ANTIGA]"
"J005","160","03","DT_FIN","Data final das demonstrações contábeis.","N","008","-","-","Sim","[ [REGRA_DATA_INI_ MAIOR] REGRA_DATA_ANTIGA]"
"J005","161","04","ID_DEM","Identificação das demonstrações: 1 – demonstrações contábeis da pessoa jurídica a que se refere a escrituração (inclusive Matrix/Filiais); 2 – demonstrações consolidadas ou de outras pessoas jurídicas.","N","001","-","[1,2]","Sim",""
"J005","161","05","CAB_DEM","Cabeçalho das demonstrações.","C","65535","-","-","Não","[REGRA_CAB_DEM_ OBRIGATORIO]"
"J100","163","01","REG","Texto fixo contendo “J100”.","C","004","-","“J100”","Sim","-"
"J100","163","02","COD_AGL","O Código de aglutinação atribuído pela pessoa jurídica. bservação: Caso o indicador de código de aglutinação seja totalizador (T), o código de aglutinação deve ser informado, mas não deve estar cadastrado no registro I052 – os códigos de aglutinação informados no registro I052 são somente","C","-","-","-","Sim","[REGRA_COD_AGL_ IGUAL_COD_AGL_ SUPERIOR]"
"J100","164","03","IND_COD_AGL","Indicador do tipo de código de aglutinação das linhas: T – Totalizador (nível que totaliza um ou mais níveis inferiores da demonstração financeira) D – Detalhe (nível mais detalhado da demonstração financeira)","C","001","-","[“T”,“D”]","Sim","-"
"J100","164","04","NIVEL_AGL","Nível do Código de aglutinação (mesmo conceito do plano de contas – Registro I050).","N","-","-","-","Sim","[ [REGRA_MAIOR_QUE _ZERO] REGRA_VALIDA_ NIVEL_AGL]"
"J100","164","05","COD_AGL_SUP","Código de aglutinação sintético/grupo de código de aglutinação de nível superior.","C","-","-","-","Não","[ [ [REGRA_COD_AGL_ SUP_OBRIGATORIO] REGRA_COD_AGL_DE _NIVEL_SUPERIOR_ INVALIDO] REGRA_COD_AGL_NAO _SE_APLICA]"
"J100","164","06","IND_GRP_BAL","Indicador de grupo do balanço: A – Ativo; P – Passivo e Patrimônio Líquido.","C","001","-","[“A”,”P”]","Sim","-"
"J100","164","07","DESCR_COD_AGL","Descrição do Código de aglutinação.","C","-","-","-","Sim","-"
"J100","164","08","VL_CTA_INI","Valor inicial do código de aglutinação no Balanço Patrimonial no exercício informado, ou de período definido em norma específica.","N","019","2","-","Sim","-"
"J100","165","09","IND_DC_CTA_INI","Indicador da situação do saldo inicial informado no campo anterior: D - Devedor; C – Credor.","C","001","-","[“D”,”C”]","Sim","-"
"J100","165","10","VL_CTA_FIN","Valor final do código de aglutinação no Balanço Patrimonial no exercício informado, ou de período definido em norma específica.","N","019","2","-","Sim","-"
"J100","165","11","IND_DC_CTA_FIN","Indicador da situação do saldo final informado no campo anterior: D - Devedor; C – Credor.","C","001","-","[“D”,”C”]","Sim","-"
"J100","165","12","NOTA_EXP_REF","Referência a numeração das notas explicativas relativas às demonstrações contábeis.","C","12","-","-","Não","-"
"J150","169","01","REG","Texto fixo contendo “J150”.","C","004","-","“J150”","Sim","-"
"J150","169","02","NU_ORDEM","O Número de ordem da linha na visualização da demonstração. rdem de apresentação da linha na visualização do registro J150.","N","019","-","-","Sim","-"
"J150","169","03","COD_AGL","O Código de aglutinação das linhas, atribuído pela pessoa jurídica. bservação: Caso o indicador de código de aglutinação seja totalizador (T), o código de aglutinação deve ser informado, mas não deve estar cadastrado no","C","-","-","-","Não","[REGRA_COD_AGL_ IGUAL_COD_AGL_ SUPERIOR]"
"J150","170","04","IND_COD_AGL","Indicador do tipo de código de aglutinação das linhas: T – Totalizador (nível que totaliza um ou mais níveis inferiores da demonstração financeira) D – Detalhe (nível mais detalhado da demonstração financeira)","C","001","-","[“T”,“D”]","Sim","-"
"J150","170","05","NIVEL_AGL","Nível do Código de aglutinação (mesmo conceito do plano de contas – Registro I050).","N","-","-","-","Sim","[ [REGRA_MAIOR_QUE _ZERO] REGRA_VALIDA_ NIVEL_AGL]"
"J150","170","06","COD_AGL_SUP","Código de aglutinação sintético/grupo de código de aglutinação de nível superior.","C","-","-","-","Não","[ [ [REGRA_COD_AGL_ SUP_OBRIGATORIO] REGRA_COD_AGL_DE _NIVEL_SUPERIOR_ INVALIDO] REGRA_COD_AGL_NAO _SE_APLICA]"
"J150","170","07","DESCR_COD_AGL","Descrição do Código de aglutinação.","C","-","-","-","Sim","-"
"J150","170","08","VL_CTA_INI_","Valor do saldo final da linha no período imediatamente anterior (saldo final da DRE anterior).","N","019","02","-","Não","-"
"J150","170","09","IND_DC_CTA_INI","Indicador da situação do valor final da linha no período imediatamente anterior: D – Devedor; C – Credor.","C","001","-","[“D”,“C”]","Não","-"
"J150","171","10","VL_CTA_FIN","Valor final da linha antes do encerramento do exercício.","N","019","02","-","Sim","-"
"J150","171","11","IND_DC_CTA_FIN","Indicador da situação do valor final da linha antes do encerramento do exercício: D – Devedor; C – Credor.","C","001","-","[“D”,“C”]","Sim","-"
"J150","171","12","IND_GRP_DRE","D R Indicador de grupo da DRE: – Linha totalizadora ou de detalhe da demonstração que, por sua natureza de despesa, represente redução do lucro. – Linha totalizadora ou de detalhe da demonstração que, por sua natureza de receita, represente incremento do lucro.","C","001","-","[“D”,”R”]","Sim","-"
"J150","171","13","NOTA_EXP_REF","Referência a numeração das notas explicativas relativas às demonstrações contábeis.","C","12","-","-","Não","-"
"J210","175","01","REG","Texto fixo contendo “J210”.","C","004","-","“J210”","Sim","-"
"J210","175","02","IND_TIP","Indicador do tipo de demonstração: 0 – DLPA – Demonstração de Lucro ou Prejuízos Acumulados 1 – DMPL – Demonstração de Mutações do Patrimônio Líquido","N","001","0","[0,1]","Sim","-"
"J210","175","03","COD_AGL","Código de aglutinação das contas analíticas do patrimônio líquido, atribuído pela empresa.","C","-","-","-","Sim","[REGRA_EXISTE_ AGLUTINACAO_ J210]"
"J210","175","04","DESCR_COD_AGL","Descrição do código de aglutinação","C","-","-","-","Sim","-"
"J210","175","05","VL_CTA_INI","Saldo inicial do código de aglutinação na demonstração do período informado.","N","019","02","-","Sim","-"
"J210","175","06","IND_DC_CTA_INI","Indicador da situação do saldo inicial informado no campo anterior: D – Devedor C – Credor","C","001","-","[“D”,”C”]","Sim","-"
"J210","176","07","VL_CTA_FIN","Saldo final do código de aglutinação na demonstração do período informado.","N","019","02","-","Sim","[REGRA_VALIDA_ TOTAL_COD_ AGLUTINACAO_ J215]"
"J210","176","08","IND_DC_CTA_FIN","Indicador da situação do saldo final informado no campo anterior: D – Devedor C – Credor","C","001","-","[“D”,”C”]","Sim","-"
"J210","176","09","NOTAS_EXP_REF","Referência à numeração das notas explicativas relativas às demonstrações contábeis.","C","12","-","-","Não","-"
"J215","178","01","REG","Texto fixo contendo “J215”.","C","004","-","“J215”","Sim","-"
"J215","178","02","COD_HIST_FAT","Código do histórico do fato contábil.","C","-","-","-","Sim","-"
"J215","178","03","DESC_FAT","Descrição do Fato Contábil","C","-","-","-","Sim","-"
"J215","178","04","VL_FAT_CONT","Valor do fato contábil.","N","019","02","-","Sim","-"
"J215","178","05","IND_DC_FAT","Indicador de situação do saldo informado no campo anterior: D – Devedor C – Credor P – Subtotal ou total positivo N – Subtotal ou total negativo","C","001","-","[“D”, “C”, “P”, “N”]","Sim","-"
"J800","179","01","REG","Texto fixo contendo “J800”.","C","004","-","""J800""","Sim","-"
"J800","179","02","TIPO_DOC","Tipo de documento: 001: Demonstração do Resultado Abrangente do Período 002: Demonstração dos Fluxos de Caixa 003: Demonstração do Valor Adicionado 010: Notas Explicativas 011: Relatório da Administração 012: Parecer dos Auditores 099: Outros","C","003","-","-","Sim","-"
"J800","179","03","DESC_RTF","Descrição do arquivo .rtf.","C","-","-","-","Não","-"
"J800","180","04","HASH_RTF","Hash do arquivo .rtf incluído. Observação: O HASH é preenchido automaticamente pelo sistema (não é editável e não pode ser alterado).","C","041","-","-","Não","[REGRA_VALIDA_ HASH_ARQUIVO]"
"J800","180","05","ARQ_RTF","Sequência de bytes que representem um único arquivo no formato RTF (Rich Text Format).","C","Não existe limite de tamanho","-","-","Sim","-"
"J800","180","06","IND_FIM_RTF","Indicador de fim do arquivo RTF. Texto fixo contendo “J800FIM”.","C","007","-","""J800FIM""","Sim","-"
"J801","181","01","REG","Texto fixo contendo “J801”.","C","004","-","""J801""","Sim","-"
"J801","182","02","TIPO_DOC","Tipo de documento: 001: Termo de Verificação para Fins Substituição da ECD","C","003","-","-","Sim","-"
"J801","182","03","DESC_RTF","Descrição do arquivo .rtf.","C","-","-","-","Não","-"
"J801","182","04","COD_MOT_SUBS","O Código do motivo da substituição: 001 – Mudanças de saldos das contas que não podem ser realizadas por meio de lançamentos extemporâneos 002 – Alteração de assinatura 003 – Alteração de demonstrações contábeis 004 – Alteração da forma de escrituração contábil 005 – Alteração do número do livro 099 – Outros bservação: O código a ser adotado deve ser aquele cujo motivo é o preponderante na substituição da ECD.","C","010","-","[“001”; “002”; “003”; “004”; “005”; “099”]","Sim","-"
"J801","182","05","HASH_RTF","Hash do arquivo .rtf incluído. Observação: O HASH é preenchido automaticamente pelo sistema (não é editável e não pode ser alterado).","C","041","-","-","Não","[REGRA_VALIDA_ HASH_ARQUIVO]"
"J801","182","06","ARQ_RTF","Sequência de bytes que representem um único arquivo no formato RTF (Rich Text Format).","C","Não existe limite de tamanho","-","-","Sim","-"
"J801","182","07","IND_FIM_RTF","Indicador de fim do arquivo RTF. Texto fixo contendo “J801FIM”.","C","007","-","""J801FIM""","Sim","-"
"J900","184","01","REG","Texto fixo contendo “J900”.","C","004","-","“J900”","Sim","-"
"J900","184","02","DNRC_ENCER","Texto fixo contendo “TERMO DE ENCERRAMENTO”.","C","021","-","“TERMO DE ENCERRAMENTO”","Sim","-"
"J900","184","03","NUM_ORD","Número de ordem do instrumento de escrituração.","N","-","-","-","Sim","[REGRA_IGUAL_ NUM_ORD_ REGI030]"
"J900","184","04","NAT_LIVRO","Natureza do livro; finalidade a que se destinou o instrumento.","C","80","-","-","Sim","[REGRA_VALIDA _CONTEUDO_ NAT_LIVR]"
"J900","184","05","NOME","Nome empresarial.","C","(*)","-","-","Sim","[REGRA_IGUAL_ NOME_REG0000]"
"J900","184","06","QTD_LIN","Quantidade total de linhas do arquivo digital.","N","-","-","-","Sim","[REGRA_IGUAL_ QTD_LIN_ REG9999]"
"J900","184","07","DT_INI_ESCR","Data de início da escrituração.","N","008","-","-","Sim","[REGRA_IGUAL_ DT_INI_REG0000]"
"J900","184","08","DT_FIN_ESCR","Data de término da escrituração.","N","008","-","-","Sim","[REGRA_IGUAL_ DT_FIN_REG0000]"
"J930","188","01","REG","Texto fixo contendo “J930”.","C","004","-","[“J930”]","Sim",""
"J930","188","02","IDENT_NOM","Nome do signatário.","C","-","-","-","Sim",""
"J930","188","03","IDENT_CPF_CNPJ","CPF ou CNPJ","N","CPF (11) CNPJ(14)","-","-","Sim","[ [REGRA_VALIDA_CPF] REGRA_VALIDA_CNPJ]"
"J930","188","04","IDENT_QUALIF","Qualificação do assinante, conforme tabela.","C","-","-","-","Sim","[REGRA_TABELA_ ASSINANTE_DESC]"
"J930","188","05","COD_ASSIN","Código de qualificação do assinante, conforme tabela.","C","003","-","-","Sim","[REGRA_QUALIF_INV_RESP _LEGAL]"
"J930","188","06","IND_CRC","Número de inscrição do contabilista no Conselho Regional de Contabilidade.","C","-","-","-","Não","[REGRA_OBRIGATORIO_ CONTADOR]"
"J930","188","07","EMAIL","Email do signatário.","C","060","-","-","Não","[REGRA_OBRIGATORIO_ CONTADOR]"
"J930","189","08","FONE","Telefone do signatário.","C","014","-","-","Não","[REGRA_OBRIGATORIO_ CONTADOR]"
"J930","189","09","UF_CRC","Indicação da unidade da federação que expediu o CRC.","C","002","-","-","Não","[ [ [REGRA_TABELA_UF] REGRA_OBRIGATORIO_ CONTADOR] REGRA_AVISO_ASSIN_CNPJ]"
"J930","189","10","NUM_SEQ_CRC","Número da Certidão de Regularidade Profissional do Contador no seguinte formato: UF/ano/número","C","-","-","-","Não","[ [ [REGRA_VALIDA_FORMATO _SEQUENCIAL_CRC] REGRA_ADVERTENCIA_ CONTADOR] REGRA_AVISO_ASSIN_CNPJ]"
"J930","189","11","DT_CRC","Data de validade da Certidão de Regularidade Profissional do Contador","N","008","-","-","Não","[ [REGRA_ADVERTENCIA_ CONTADOR] REGRA_AVISO_ASSIN_CNPJ]"
"J930","189","12","IND_RESP_LEGAL","Identificação do signatário que será validado como responsável pela assinatura da ECD, conforme atos societários: S – Sim N – Não","C","001","-","[S; N]","Sim",""
"J932","192","01","REG","Texto fixo contendo “J932”.","C","004","-","[“J932”]","Sim",""
"J932","192","02","IDENT_NOM_T","Nome do signatário do termo de verificação.","C","-","-","-","Sim",""
"J932","192","03","IDENT_CPF_CNPJ_T","CPF ou CNPJ do assinante do termo de verificação.","N","CPF (11) CNPJ(14)","-","-","Sim","[ [REGRA_VALIDA_CPF] REGRA_VALIDA_CNPJ]"
"J932","192","04","IDENT_QUALIF_T","Qualificação do assinante do termo de verificação, conforme tabela.","C","-","-","-","Sim","[REGRA_TABELA_ ASSINANTE_DESC]"
"J932","192","05","COD_ASSIN_T","Código de qualificação do assinante do termo de verificação, conforme tabela.","C","003","-","-","Sim","[REGRA_QUALIF_INVALIDA _ASS_TERMO]"
"J932","192","06","IND_CRC_T","Número de inscrição do contabilista no Conselho","C","-","-","-","Não","[REGRA_OBRIGATORIO_ ASS_TERMO]"
"J932","193","07","EMAIL_T","Email do signatário.","C","060","-","-","Não","[REGRA_OBRIGATORIO_ ASS_TERMO]"
"J932","193","08","FONE_T","Telefone do signatário.","C","014","-","-","Não","[REGRA_OBRIGATORIO_ ASS_TERMO]"
"J932","193","09","UF_CRC_T","Indicação da unidade da federação que expediu o CRC.","C","002","-","-","Não","[ [REGRA_TABELA_UF] REGRA_OBRIGATORIO_ ASS_TERMO]"
"J932","193","10","NUM_SEQ_CRC_T","Número da Certidão de Regularidade Profissional do Contador no seguinte formato: UF/ano/número","C","-","-","-","Não","[ [REGRA_VALIDA_FORMATO _SEQUENCIAL_CRC] REGRA_ADV_ASS_ CONTADOR_TERMO]"
"J932","193","11","DT_CRC_T","Data de validade da Certidão de Regularidade Profissional do Contador","N","008","-","-","Não","[REGRA_ADV_ASS_ CONTADOR_TERMO]"
"J935","195","01","REG","Texto fixo contendo “J935”.","C","004","-","[“J935”]","Sim","-"
"J935","195","02","NI_CPF_CNPJ","CPF do auditor independente/CNPJ da pessoa jurídica de auditoria independente.","C","CPF (11) CNPJ (14)","-","-","Sim","[REGRA_VALIDA_CNJP] [REGRA_VALIDA_CPF]"
"J935","195","03","NOME_AUDITOR _FIRMA","Nome do auditor independente ou pessoa jurídica de auditoria independente.","C","-","-","-","Sim","-"
"J935","195","04","COD_CVM_ AUDITOR","Registro do auditor independente na CVM.","C","-","-","-","Não","[REGRA_COD_CVM_AUD _OBRIGATORIO]"
"J990","196","01","REG","Texto fixo contendo “J990”.","C","004","-","""J990""","Sim","-"
"J990","196","02","QTD_LIN_J","Quantidade total de linhas do Bloco J.","N","-","-","-","Sim","[REGRA_QTD_LIN_ BLOCOJ]"
"K001","197","01","REG","Texto fixo contendo “K001”.","C","004","-","“K001”","Sim","-"
"K001","197","02","IND_DAD","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados.","N","001","-","[0,1]","Sim","-"
"K030","198","01","REG","Texto fixo contendo “K030”.","C","004","-","“K030”","Sim","-"
"K030","198","02","DT_INI","Data inicial do período consolidado.","N","008","-","-","Sim","-"
"K030","198","03","DT_FIN","Data final do período consolidado.","N","008","-","-","Sim","[ [ [REGRA_DATA_MAIOR_INICIAL _CONS] REGRA_IGUAL_DT_FIN _REG0000] REGRA_PERIODO_CONS]"
"K100","200","01","REG","Texto fixo contendo “K100”.","C","004","-","“K100”","Sim","-"
"K100","200","02","COD_PAIS","Código do país da empresa, conforme tabela do Banco Central do Brasil.","N","005","-","Tabela externa PAIS_SISCOMEX","Sim","[REGRA_TABELA _PAISES]"
"K100","200","03","EMP_COD","Código de identificação da empresa participante.","N","004","-","-","Sim","-"
"K100","200","04","CNPJ","CNPJ (somente os 8 primeiros dígitos).","N","008","-","-","Não","[REGRA_OBRIGATORIO_ CNPJ_BRASIL]"
"K100","200","05","NOME","Nome empresarial.","C","-","-","-","Sim",""
"K100","200","06","PER_PART","Percentual de participação total do conglomerado na empresa no final do período consolidado. Observação: Neste campo, deve ser informado o percentual de participação acionária da empresa titular da ECD.","N","008","004","-","Sim","[ [REGRA_PERC_MENOR _IGUAL_100] REGRA_MAIOR_IGUAL_ _ZERO]"
"K100","201","07","EVENTO","Evento societário ocorrido no período: S - Sim N – Não","C","001","-","[S;N]","Sim","-"
"K100","201","08","PER_CONS","Percentual de consolidação da empresa no final do período consolidado: Informar o percentual do resultado da empresa que foi para a consolidação.","N","008","004","-","Sim","[ [REGRA_PERC_MENOR _IGUAL_100] REGRA_MAIOR_IGUAL _ZERO]"
"K100","201","09","DATA_INI_EMP","Data inicial do período da escrituração contábil da empresa que foi consolidada.","N","008","-","-","Sim","[ [REGRA_CONSOLIDADA_ INICIO_DIFERENTE] REGRA_ANO_IGUAL_ _ANTERIOR_K030]"
"K100","201","10","DATA_FIN_EMP","Data final do período da escrituração contábil da empresa que foi consolidada","N","008","-","-","Sim","[ [ [ [REGRA_DATA_FIN_ MAIOR_IGUAL] REGRA_CONSOLIDADA_ FINAL_DIFERENTE] REGRA_PERIODO_CONS] REGRA_ANO_IGUAL_ _ANTERIOR_K030]"
"K110","204","01","REG","Texto fixo contendo “K110”.","C","004","-","“K110”","Sim","-"
"K110","204","02","EVENTO","Evento societário ocorrido no período: 1 – Aquisição 2 – Alienação 3 – Fusão 4 – Cisão Parcial 5 – Cisão Total 6 – Incorporação 7 – Extinção 8 – Constituição","N","001","-","[1;2;3;4;5;6;7;8]","Sim","-"
"K110","204","03","DT_EVENTO","Data do evento societário.","N","008","-","-","Sim","[REGRA_ANO_IGUAL_ ANTERIOR_POSTERIOR_ K030]"
"K115","206","01","REG","Texto fixo contendo “K115”.","C","004","-","“K115”","Sim","-"
"K115","206","02","EMP_COD_PART","Código da empresa envolvida na operação","N","004","-","-","Sim","[REGRA_EXISTE_EMP_COD_ K100]"
"K115","206","03","COND_PART","Condição da empresa relacionada à operação: 1 – Sucessora; 2 – Adquirente; 3 – Alienante.","N","001","-","[1;2;3]","Sim","[REGRA_CONDICAO_COMPA TIVEL]"
"K115","206","04","PER_EVT","Percentual da empresa participante envolvida na operação","N","008","004","-","Sim","[REGRA_PERC_MENOR_IGUA L_100]"
"K200","208","01","REG","Texto fixo contendo “K200”.","C","004","-","“K200”","Sim","-"
"K200","208","02","COD_NAT","Código da natureza da conta/grupo de contas, conforme tabela publicada pelo Sped.","C","002","-","-","Sim","[REGRA_TABELA_NATUREZ A]"
"K200","208","03","IND_CTA","Indicador do tipo de conta: S - Sintética (grupo de contas); A - Analítica (conta).","C","001","-","[S;A]","Sim","-"
"K200","208","04","NIVEL","Nível da conta","N","-","-","-","Sim","[ [REGRA_MAIOR_QUE_UM] REGRA_ANALITICA_NIVEL_ 2]"
"K200","208","05","COD_CTA","Código da conta","C","-","-","-","Sim",""
"K200","208","06","COD_CTA_SUP","Código da conta superior","C","-","-","-","Não","[ [ [REGRA_COD_CTA_ SUP_OBRIGATORIO] REGRA_CONTA_SUPERIOR_ NAO_SE_APLICA] REGRA_CTA_CONSOLIDAD A_ DE_NIVEL_SUPERIOR_INVA LIDA]"
"K200","208","07","CTA","Nome da conta","C","-","-","-","Sim",""
"K210","211","01","REG","Texto fixo contendo “K210”.","C","004","-","“K210”","Sim","-"
"K210","211","02","COD_EMP","Código de identificação da empresa participante","N","004","-","-","Sim","[REGRA_EXISTE_EMP_COD_K100]"
"K210","211","03","COD_CTA_EMP","Código da conta da empresa participante","C","-","-","-","Sim",""
"K300","212","01","REG","Texto fixo contendo “K300”.","C","004","-","“K300”","Sim","-"
