"Register","Page","Nº","Campo","Descrição","Tipo","Tamanho","Decimal","Valores Válidos","Obrigatório"
"K935","146","6","VL_SLD_FIN_ESP","Valor do saldo final recuperado da ECD para o período fiscal. Este campo será calculado automaticamente pelo PGE da ECF durante a validação do arquivo da ECF.","N","19","2","-","N"
"K935","146","7","IND_VL_SLD_FIN_ESP","Indicador de situação do saldo final esperado: D – Devedor; e C – Credor. Este campo será calculado automaticamente pelo PGE da ECF durante a validação do arquivo da ECF.","C","1","-","[“D”; “C”]","N"
"K935","147","8","SLD_FIN_PRE","Saldo final preenchido no registro K355.","N","19","2","-","N"
"K935","147","9","IND_SLD_FIN_PRE","Indicador de situação do saldo final preenchido no registro K355: D – Devedor; e C – Credor.","C","1","-","[“D”; “C”]","N"
"K935","147","10","JUSTIFICATIVA","Justificativa da divergência entre o(s) valor(es) calculado(s) pelo PGE da ECF e o(s) valor(es) preenchido(s).","C","500","-","-","S"
"K990","148","2","QTD_LIN","Quantidade total de registros do Bloco K.","N","-","-","-","Sim"
"L001","206","2","IND_DAD","Indicador de movimento: 0 – Bloco com dados informados. 1 – Bloco sem dados informados.","N","1","-","[0;1]","Sim"
"L030","207","2","DT_INI","Data do Início do Período","N","8","-","-","Sim"
"L030","207","3","DT_FIN","Data do Fim do período","N","8","-","-","Sim"
"L030","208","4","PER_APUR","Período de apuração [para 0010.FORMA_APUR = “A”]: A00 – Receita Bruta/ Balanço de Suspensão e Redução Anual A01 – Balanço de Suspensão e Redução até Janeiro A02 – Balanço de Suspensão e Redução até Fevereiro A03 – Balanço de Suspensão e Redução até Março A04 – Balanço de Suspensão e Redução até Abril A05 – Balanço de Suspensão e Redução até Maio A06 – Balanço de Suspensão e Redução até Junho A07 – Balanço de Suspensão e Redução até Julho A08 – Balanço de Suspensão e Redução até Agosto A09 – Balanço de Suspensão e Redução até Setembro A10 – Balanço de Suspensão e Redução até Outubro A11 – Balanço de Suspensão e Redução até Novembro A12 – Balanço de Suspensão e Redução até Dezembro Indicador do período de referência [para 0010.FORMA_APUR = “T” OU (0010.FORMA_APUR = “A” E 0010.FORMA_TRIB = “2”)]: T01 – 1º Trimestre T02 – 2º Trimestre T03 – 3º Trimestre T04 – 4º Trimestre Regra: O período deve estar compreendido entre a data início e data fim da escrituração. Regra: SE 0010.FORMA_APUR = “A” - Deve existir um registro A00. - Deve existir um registro [A01..A012] para cada mês marcado no 0010.MES_BAL_RED [1..12] como “B” SE 0010.FORMA_APUR = “T” - Deve existir um registro [T01..T04] para cada trimestre marcado no 0010.FORMA_TRIB_PER[1..4] como “R”","C","3","-","[A00; A01; A02; A03; A04; A05; A06; A07; A08; A09; A10; A11; A12; T01; T02; T03; T04]","Sim"
"L100","210","2","CODIGO","Código da Conta Referencial (Analíticas e Sintéticas), conforme tabela dinâmica do Sped (Disponibilizada no item II deste registro e no programa da ECF, no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas).","C","50","-","-","Sim"
"L100","210","3","DESCRICAO","Descrição da Conta Referencial.","C","-","-","-","Não"
"L100","210","4","TIPO","Indicador do Tipo de Conta: S – Sintética A – Analítica","C","1","-","[S; A]","Sim"
"L100","210","5","NIVEL","Nível da Conta.","N","3","-","-","Não"
"L100","210","6","COD_NAT","Natureza da Conta, conforme tabela do Sped (Disponibilizada no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas).","C","2","-","-","Não"
"L100","210","7","COD_CTA_SUP","Código da Conta Sintética de Nível Imediatamente Superior.","C","-","-","-","Não"
"L100","210","8","VAL_CTA_REF_INI","Saldo Inicial da Conta Referencial.","N","19","2","-","Sim"
"L100","210","9","IND_VAL_CTA_REF_INI","Indicador da Situação do Saldo Inicial: D – Devedor C – Credor","C","1","-","[D; C]","Sim"
"L100","210","10","VAL_CTA_REF_DEB","Valor Total dos Débitos: Somatório dos valores mapeados.","N","19","2","-","Sim"
"L100","211","11","VAL_CTA_REF_CRED","Valor Total dos Créditos: Somatório dos valores mapeados.","N","19","2","-","Sim"
"L100","211","12","VAL_CTA_REF_FIN","Saldo Final da Conta Referencial","C","19","2","-","Sim"
"L100","211","13","IND_ VAL_CTA_REF_FIN","Indicador da Situação do Saldo Final: D – Devedor C – Credor","C","1","-","[D; C]","Sim"
"L200","214","2","IND_AVAL_ESTOQ","Método de Avaliação do Estoque Final: 1 – Custo Médio Ponderado 2 – PEPS (Primeiro que entra, primeiro que sai) 3 – Arbitramento - art. 296, Inc. I e II, do RIR/99 4 – Custo Específico 5 – Valor Realizável Líquido 6 – Inventário Periódico 7 – Outros 8 – Não há (Exemplo: Empresas Prestadoras de Serviços)","C","1","-","[1; 2; 3; 4; 5; 6; 7; 8]","Sim"
"L210","215","2","CODIGO","Código da Conta de Custos (Analítica), conforme tabela dinâmica do Sped.","C","-","-","","Sim"
"L210","215","3","DESCRICAO","Descrição da Conta de Custos.","C","-","-","","Não"
"L210","215","4","VALOR","Saldo Final da Conta de Custos Antes do Encerramento.","NS","19","2","","Não"
"L300","217","2","CODIGO","Código da Conta Referencial (Analíticas e Sintéticas), conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF, no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas).","C","50","-","-","Sim"
"L300","217","3","DESCRICAO","Descrição da Conta Referencial.","C","-","-","-","Não"
"L300","217","4","TIPO","Indicador do Tipo de Conta: S – Sintética A – Analítica","C","1","-","[S; A]","Sim"
"L300","217","5","NIVEL","Nível da Conta.","N","3","-","-","Não"
"L300","217","6","COD_NAT","Natureza da Conta: 04 – Contas de Resultado","C","2","-","[04]","Não"
"L300","217","7","COD_CTA_SUP","Código da Conta Sintética de Nível Imediatamente Superior.","C","-","-","-","Não"
"L300","217","8","VALOR","Saldo Final da Conta Referencial.","N","19","2","-","Sim"
"L300","217","9","IND_ VALOR","Indicador do Sinal do Saldo Final: C – Credor D – Devedor","C","1","-","[D; C]","Sim"
"L990","220","2","QTD_LIN","Quantidade total de registros do Bloco L.","N","-","-","-","Sim"
"M001","221","2","IND_DAD","Indicador de movimento: 0 – Bloco com dados informados. 1 – Bloco sem dados informados.","N","1","-","[0;1]","Sim"
"M010","222","2","COD_CTA_B","Código Unívoco Atribuído pela Pessoa Jurídica à Conta no e-Lalur","C","-","-","-","Sim"
"M010","222","3","DESC_CTA_LAL","Descrição da Conta.","C","-","-","-","Sim"
"M010","222","4","DT_AP_LAL","Data Final: Data final do período de apuração em que a conta foi criada.","C","8","-","-","Sim"
"M010","222","5","COD_PB_RFB","O Código da tabela padrão da Parte B. Vide planilha PARTEB_PADRAO do arquivo “Tabelas_Dinamicas_ECF_Leiaute_6_AC2019_SIT_ESP_2020.xlsx” a partir do linkhttp://sped.rfb.gov.br/pasta/show/1644. s relacionamentos possíveis das contas padrão da Parte B do e-Lalur e do e-Lacs com as linhas da Parte A constam da planilha PARTEB_PARTEA do mesmo arquivo.","C","6","-","-","Sim"
"M010","222","6","DT_LIM_LAL","Data Limite: Data limite para a exclusão, adição ou compensação do valor controlado, se houver.","C","8","-","-","Não"
"M010","222","7","COD_TRIBUTO","Indicador do Tributo da Adição/Exclusão: I – Imposto de Renda Pessoa Jurídica C – Contribuição Social sobre o Lucro Líquido;","C","1","-","[I; C]","Sim"
"M010","222","8","VL_SALDO_INI","Saldo Inicial: Saldo no período inicial desta escrituração. Se M010.DT_AP_LAL for no período da escrituração, então o valor deve ser zero","N","19","2","-","Sim"
"M010","223","9","IND_VL_SALDO_INI","Indicador do Saldo Inicial: D – Para prejuízos ou valores que reduzam o lucro real ou a base de cálculo da contribuição social em períodos subsequentes. C – Para valores que aumentem o lucro real ou a base de cálculo da contribuição social em períodos subsequentes.","C","1","-","[D; C]","Sim"
"M010","223","10","CNPJ_SIT_ESP","E CNPJ da outra pessoa jurídica relacionada com evento originário da conta. xemplos: 1- Identificar a investida no caso de valores (ganhos/perdas no novo AVJ) da participação societária anterior, nos caso de aquisições em estágios. 2- Identificar a investida no caso de amortização de mais-valia e menos-valia. 3- Identificar a investida no caso de impairment de goodwill, mais-valia e menos-valia. 4- Identificar a investida no caso de ganho por compra vantajosa. 5- Identificar a investida no caso registro do ágio gerado na aquisição de participação societária ocorrida até 31/12/2009. 6 - Identificar a investida no caso de ágio gerado pela sistemática de transição disciplinada no art. 65, Lei Nº 12.973/14. 7 - Identificar a pessoa jurídica antecessora no caso de conta incorporada devido a evento societário.","N","14","-","-","Não"
"M030","226","2","DT_INI","Data do Início do Período","N","8","-","-","Sim"
"M030","226","3","DT_FIN","Data do Fim do período","N","8","-","-","Sim"
"M030","227","4","PER_APUR","I S Período de apuração [para 0010.FORMA_APUR = “A”]: A00 – Receita Bruta/ Balanço de Suspensão e Redução Anual A01 – Balanço de Suspensão e Redução até Janeiro A02 – Balanço de Suspensão e Redução até Fevereiro A03 – Balanço de Suspensão e Redução até Março A04 – Balanço de Suspensão e Redução até Abril A05 – Balanço de Suspensão e Redução até Maio A06 – Balanço de Suspensão e Redução até Junho A07 – Balanço de Suspensão e Redução até Julho A08 – Balanço de Suspensão e Redução até Agosto A09 – Balanço de Suspensão e Redução até Setembro A10 – Balanço de Suspensão e Redução até Outubro A11 – Balanço de Suspensão e Redução até Novembro A12 – Balanço de Suspensão e Redução até Dezembro ndicador do período de referência [para 0010.FORMA_APUR = “T” OU (0010.FORMA_APUR = “A” E 0010.FORMA_TRIB = “2”)]: T01 – 1º Trimestre T02 – 2º Trimestre T03 – 3º Trimestre T04 – 4º Trimestre Regra: O período deve estar compreendido entre a data início e data fim da escrituração. Regra: SE 0010.FORMA_APUR = “A” - Deve existir um registro A00. - Deve existir um registro [A01..A012] para cada mês marcado no 0010.MES_BAL_RED [1..12] como “B” E 0010.FORMA_APUR = “T” - Deve existir um registro [T01..T04] para cada trimestre marcado no 0010.FORMA_TRIB_PER[1..4] como “R”","C","3","-","[A00; A01; A02; A03; A04; A05; A06; A07; A08; A09; A10; A11; A12; T01; T02; T03; T04]","Sim"
"M300","229","2","CODIGO","Código do Lançamento no e-Lalur, conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas).","C","-","-","","Sim"
"M300","230","3","DESCRICAO","Descrição do Tipo de Lançamento no e-Lalur, conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas).","C","-","-","","Não"
"M300","230","4","TIPO_LANCAMENTO","O Indicador do Tipo de Lançamento: A- Adição E - Exclusão. P - Compensação de Prejuízo L - Lucro bservação: O tipo “R” (Rótulo) é para linhas de títulos, que aparecem na interface do programa. Portanto, não deve ser utilizado neste campo.","C","1","-","[A; E; P; L]","Não"
"M300","230","5","IND_RELACAO","Indicador de Relacionamento do Lançamento da Parte A: 1 - Com Conta da Parte B 2 - Com Conta Contábil 3 – Com Conta da parte B e Conta Contábil 4 - Sem Relacionamento Observação: O valor do lançamento do tipo 3 pode considerar o saldo contas da parte B ou somatório dos saldos das contas da parte B com os saldos das contas contábeis. Para isso, o valor do lançamento correto na parte A deve ser preenchido pela empresa.","N","1","-","[1; 2; 3; 4]","Não"
"M300","230","6","VALOR","Valor do Lançamento no e-Lalur","NS","19","2","-","Não"
"M300","230","7","HIST_LAN_LAL","Histórico do Lançamento no e-Lalur","C","500","-","-","Não"
"M305","235","2","COD_CTA_B","Código da Conta na Parte B: Código unívoco atribuído pelo contribuinte à conta no e-Lalur no registro M010.","C","-","-","[M010.COD_CTA_B]","Sim"
"M305","235","3","VL_CTA","O Valor Total dos Lançamentos: Valor total dos lançamentos adicionados ou excluídos da conta. bservação: Valor deve ser menor ou igual ao saldo disponível do mesmo período de apuração da conta na parte B do registro M410.","N","19","2","-","Sim"
"M305","235","4","IND_ VL_CTA","Indicador do Valor Total dos Lançamentos: D – Para prejuízos ou valores que reduzam o lucro real em períodos subsequentes. C – Para valores que aumentam o lucro real em períodos subsequentes.","C","1","-","[D; C]","Sim"
"M310","237","2","COD_CTA","Código da Conta Contábil (Plano de Contas da Pessoa Jurídica): Código da conta ou subconta contábil onde está registrado o valor a ser adicionado ou excluído, quando possível sua identificação (deve existir no J050).","C","-","-","[J050.COD_CTA]","Sim"
"M310","237","3","COD_CCUS","Código do Centro de Custos (deve existir no J100).","C","-","-","[J100_COD_CCUS]","Não"
"M310","237","4","VL_CTA","Valor da Conta Utilizado no Lançamento da Parte A.","N","19","2","-","Sim"
"M310","237","5","IND_VL_CTA","Indicador do Valor do Lançamento: D – Devedor. C – Credor.","C","1","-","[D; C]","Sim"
"M312","239","2","NUM_LCTO","Número do Lançamento Descrito na ECD (Escrituração Contábil Digital) no campo 2 (NUM_LCTO) registro “I200 – Lançamento Contábil”.","C","50","-","-","Sim"
"M315","240","2","IND_PROC","Tipo do Processo: 1 - Judicial 2 – Administrativo","C","1","-","[1; 2]","Sim"
"M315","240","3","NUM_PROC","Número do Processo.","C","20","-","-","Sim"
"M350","241","2","CODIGO","Código do Lançamento no e-Lalur, conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas).","C","-","-","","Sim"
"M350","242","3","DESCRICAO","Descrição do Tipo de Lançamento no e-Lalur, conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas).","C","-","-","","Não"
"M350","242","4","TIPO_LANCAMENTO","O Indicador do Tipo de Lançamento: A- Adição E - Exclusão. P - Compensação de Prejuízo L - Lucro bservação: O tipo “R” (Rótulo) é para linhas de títulos, que aparecem na interface do programa. Portanto, não deve ser utilizado neste campo.","C","1","-","[A; E; P; L]","Não"
"M350","242","5","IND_RELACAO","Indicador de Relacionamento do Lançamento da Parte A: 1 - Com Conta da Parte B 2 - Com Conta Contábil 3 – Com Conta da parte B e Conta Contábil 4 - Sem Relacionamento Observação: O valor do lançamento do tipo 3 pode considerar o saldo contas da parte B ou somatório dos saldos das contas da parte B com os saldos das contas contábeis. Para isso, o valor do lançamento correto na parte A deve ser preenchido pela empresa.","N","1","-","[1; 2; 3; 4]","Não"
"M350","242","6","VALOR","Valor do Lançamento no e-Lalur","NS","19","2","-","Não"
"M350","242","7","HIST_LAN_LAL","Histórico do Lançamento no e-Lalur","C","500","-","-","Não"
"M355","247","2","COD_CTA_B","Código da Conta na Parte B: Código unívoco atribuído pelo contribuinte à conta no e-Lacs no registro M010.","C","-","-","[M010.COD_CTA_B]","Sim"
"M355","247","3","VL_CTA","O Valor Total dos Lançamentos: Valor total dos lançamentos adicionados ou excluídos da conta. bservação: Valor deve ser menor ou igual ao saldo disponível do mesmo período de apuração da conta na parte B do registro M410.","N","19","2","-","Sim"
"M355","247","4","IND_ VL_CTA","Indicador do Valor Total dos Lançamentos: D – Para prejuízos ou valores que reduzam o lucro real em períodos subsequentes. C – Para valores que aumentam o lucro real em períodos subsequentes.","C","1","-","[D; C]","Sim"
"M360","249","2","COD_CTA","Código da Conta Contábil (Plano de Contas da Pessoa Jurídica): Código da conta ou subconta contábil onde está registrado o valor a ser adicionado ou excluído, quando possível sua identificação (deve existir no J050).","C","-","-","[J050.COD_CTA]","Sim"
"M360","249","3","COD_CCUS","Código do Centro de Custos (deve existir no J100).","C","-","-","[J100_COD_CCUS]","Não"
"M360","249","4","VL_CTA","Valor da Conta Utilizado no Lançamento da Parte A.","N","19","2","-","Sim"
"M360","249","5","IND_VL_CTA","Indicador do Valor do Lançamento: D – Devedor. C – Credor.","C","1","-","[D; C]","Sim"
"M362","251","2","NUM_LCTO","Número do Lançamento Descrito na ECD (Escrituração Contábil Digital) no campo 2 (NUM_LCTO) registro “I200 – Lançamento Contábil”.","C","50","-","-","Sim"
"M365","252","2","IND_PROC","Tipo do Processo: 1 - Judicial 2 – Administrativo","C","1","-","[1; 2]","Sim"
"M365","252","3","NUM_PROC","Número do Processo.","C","20","-","-","Sim"
"M410","253","2","COD_CTA_B","Código da Conta do Lançamento (conta da Parte B)","C","-","-","-","Não"
"M410","253","3","COD_TRIBUTO","Código do Tributo: I – Imposto de Renda C – Contribuição Social sobre o Lucro Líquido","C","1","-","[I; C]","Sim"
"M410","253","4","VAL_LAN_LALB_PB","Valor do Lançamento.","N","19","2","-","Sim"
"M410","253","5","IND_VAL_LAN_LALB_PB","Indicador do Lançamento: CR – Crédito DB – Débito PF - Prejuízo do exercício. BC - Base de cálculo negativa da CSLL. Observação: O indicador PF refere-se ao prejuízo apurado no exercício em curso.","C","-","-","[CR; DB; PF; BC]","Sim"
"M410","253","6","COD_CTA_B_CTP","Código Unívoco da Contrapartida (conta da Parte B), caso seja necessária a transferência de saldo de uma conta na parte B para outra conta na parte B. Não preencher quando: IND_VAL_LAN_LA_LB_PB for igual a “PF” ou “BC”.","C","-","-","-","Não"
"M410","253","7","HIST_LAN_LALB","Histórico do Lançamento.","C","-","-","-","Sim"
"M410","253","8","IND_LAN_ANT","Lançamento para Realização de Valores Cuja Tributação Tenha Sido Diferida: S – Sim N – Não Observação: Marca-se “Sim” neste campo quando o contribuinte, em período anterior, realizou valores controlados na parte B do e-Lalur/e-Lacs e deve reajustar os saldos das contas em início de período de apuração tributado pelo lucro real.","C","1","","[S; N]","Sim"
"M415","255","2","IND_PROC","Tipo do Processo: 1 - Judicial 2 – Administrativo","C","1","-","[1; 2]","Sim"
"M415","255","3","NUM_PROC","Número do Processo.","C","20","-","-","Sim"
"M500","256","2","COD_CTA_B","Código Unívoco Atribuído Pelo Contribuinte à Conta no e-Lalur e no e-Lacs (deve existir no M010.COD_CTA_B)","C","-","-","[M010.COD_CTA_B]","Sim"
"M500","256","3","COD_TRIBUTO","Código do Tributo: I – Imposto de Renda C – Contribuição Social Sobre o Lucro Líquido","C","1","-","[I; C]","Sim"
"M500","256","4","SD_INI_LAL","Saldo Inicial da Conta no Período de Apuração.","N","19","2","-","Sim"
"M500","256","5","IND_ SD_INI_LAL","Indicador de Saldo Inicial: D – Para prejuízos ou valores que serão excluídos do lucro real ou da base de cálculo da contribuição social em períodos subsequentes. C – Para valores que serão adicionados ao lucro real ou à base de cálculo da contribuição social em períodos subsequentes.","C","1","-","[C; D]","Sim"
"M500","256","6","VL_LCTO_PARTE_A","Somatório dos Lançamentos da Parte B com Reflexo na Parte A no Período.","N","19","2","-","Sim"
"M500","256","7","IND_ VL_LCTO_PARTE_A","Indicador do Somatório dos Lançamentos da Parte B com Reflexo na Parte A no período: C – Para prejuízos ou valores que serão excluídos do lucro real ou da base de cálculo da contribuição social em períodos subsequentes. D – Para valores que serão adicionados ao lucro real ou à base de cálculo da contribuição social em períodos subsequentes.","C","1","-","[C; D]","Sim"
"M500","257","8","VL_LCTO_PARTE B","Somatório dos Lançamentos da Parte B Sem Reflexo na Parte A no Período (entre contas da parte B).","N","19","2","-","Sim"
"M500","257","9","IND_ VL_LCTO_PARTE B","Indicador Somatório dos Lançamentos da Parte B Sem Reflexo na Parte A no Período (entre contas da parte B): C – Para prejuízos ou valores que serão excluídos do lucro real ou da base de cálculo da contribuição social em períodos subsequentes. D – Para valores que serão adicionados ao lucro real ou à base de cálculo da contribuição social em períodos subsequentes.","C","1","-","[C; D]","Sim"
"M500","257","10","SD_FIM_LAL","Saldo Final da Conta no Período de Apuração.","N","19","2","-","Sim"
"M500","257","11","IND_ SD_FIM_LAL","Indicador de Saldo Final: D – Para prejuízos ou valores que serão excluídos do lucro real ou da base de cálculo da contribuição social em períodos subsequentes. C – Para valores que serão adicionados ao lucro real ou à base de cálculo da contribuição social em períodos subsequentes.","C","1","-","[C; D]","Sim"
"M510","258","2","COD_PB_RFB","Código da Conta Padrão da Parte B (deve existir no M010.COD_PB_RFB).","C","-","-","[M010.COD_CTA_B]","Sim"
"M510","258","3","DESCRICAO_PB_RFB","Descrição da Conta Padrão da Parte B","C","-","-","-","Sim"
"M510","258","4","COD_TRIBUTO","Código do Tributo: I – Imposto de Renda C – Contribuição Social Sobre o Lucro Líquido","C","1","-","[I; C]","Sim"
"M510","258","5","SD_INI_LAL","Saldo Inicial da Conta no Período de Apuração.","N","19","2","-","Sim"
"M510","258","6","IND_ SD_INI_LAL","Indicador de Saldo Inicial: D – Para prejuízos ou valores que serão excluídos do lucro real ou da base de cálculo da contribuição social em períodos subsequentes. C – Para valores que serão adicionados ao lucro real ou à base de cálculo da contribuição social em períodos subsequentes.","C","1","-","[C; D]","Sim"
"M510","258","7","VL_LCTO_PARTE_A","Somatório dos Lançamentos da Parte B com Reflexo na Parte A no Período.","N","19","2","-","Sim"
"M510","259","8","IND_ VL_LCTO_PARTE_A","Indicador do Somatório dos Lançamentos da Parte B com Reflexo na Parte A no período: C – Para prejuízos ou valores que serão excluídos do lucro real ou da base de cálculo da contribuição social em períodos subsequentes. D – Para valores que serão adicionados ao lucro real ou à base de cálculo da contribuição social em períodos subsequentes.","C","1","-","[C; D]","Sim"
"M510","259","9","VL_LCTO_PARTE B","Somatório dos Lançamentos da Parte B Sem Reflexo na Parte A no Período (entre contas da parte B).","N","19","2","-","Sim"
"M510","259","10","IND_ VL_LCTO_PARTE B","Indicador Somatório dos Lançamentos da Parte B Sem Reflexo na Parte A no Período (entre contas da parte B): C – Para prejuízos ou valores que serão excluídos do lucro real ou da base de cálculo da contribuição social em períodos subsequentes. D – Para valores que serão adicionados ao lucro real ou à base de cálculo da contribuição social em períodos subsequentes.","C","1","-","[C; D]","Sim"
"M510","259","11","SD_FIM_LAL","Saldo Final da Conta no Período de Apuração.","N","19","2","-","Sim"
"M510","259","12","IND_ SD_FIM_LAL","Indicador de Saldo Final: D – Para prejuízos ou valores que serão excluídos do lucro real ou da base de cálculo da contribuição social em períodos subsequentes. C – Para valores que serão adicionados ao lucro real ou à base de cálculo da contribuição social em períodos subsequentes.","C","1","-","[C; D]","Sim"
"N001","261","2","IND_DAD","Indicador de movimento: 0 – Bloco com dados informados. 1 – Bloco sem dados informados.","N","1","-","[0;1]","Sim"
"N030","262","2","DT_INI","Data do Início do Período","N","8","-","-","Sim"
"N030","262","3","DT_FIN","Data do Fim do período","N","8","-","-","Sim"
"N030","263","4","PER_APUR","I S Período de apuração [para 0010.FORMA_APUR = “A”]: A00 – Receita Bruta/ Balanço de Suspensão e Redução Anual A01 – Balanço de Suspensão e Redução até Janeiro A02 – Balanço de Suspensão e Redução até Fevereiro A03 – Balanço de Suspensão e Redução até Março A04 – Balanço de Suspensão e Redução até Abril A05 – Balanço de Suspensão e Redução até Maio A06 – Balanço de Suspensão e Redução até Junho A07 – Balanço de Suspensão e Redução até Julho A08 – Balanço de Suspensão e Redução até Agosto A09 – Balanço de Suspensão e Redução até Setembro A10 – Balanço de Suspensão e Redução até Outubro A11 – Balanço de Suspensão e Redução até Novembro A12 – Balanço de Suspensão e Redução até Dezembro ndicador do período de referência [para 0010.FORMA_APUR = “T” OU (0010.FORMA_APUR = “A” E 0010.FORMA_TRIB = “2”)]: T01 – 1º Trimestre T02 – 2º Trimestre T03 – 3º Trimestre T04 – 4º Trimestre Regra: O período deve estar compreendido entre a data início e data fim da escrituração. Regra: SE 0010.FORMA_APUR = “A” - Deve existir um registro A00. - Deve existir um registro [A01..A012] para cada mês marcado no 0010.MES_BAL_RED [1..12] como “B” ou ""E"". E 0010.FORMA_APUR = “T” - Deve existir um registro [T01..T04] para cada trimestre marcado no 0010.FORMA_TRIB_PER[1..4] como “R”","C","3","-","[A00; A01; A02; A03; A04; A05; A06; A07; A08; A09; A10; A11; A12; T01; T02; T03; T04]","Sim"
"N500","265","2","CODIGO","Código, conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas).","C","-","-","-","Sim"
"N500","265","3","DESCRICAO","Descrição, conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas).","C","-","-","-","Não"
"N500","265","4","VALOR","Valor","NS","19","2","-","Não"
"N600","268","2","CODIGO","Código, conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas).","C","-","-","-","Sim"
"N600","268","3","DESCRICAO","Descrição, conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas).","C","-","-","-","Não"
"N600","268","4","VALOR","Valor","NS","19","2","-","Não"
"N610","272","2","CODIGO","Código, conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas).","C","-","-","-","Sim"
"N610","272","3","DESCRICAO","Descrição, conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas).","C","-","-","-","Não"
"N610","272","4","VALOR","Valor","NS","19","2","-","Não"
"N615","276","2","BASE_CALC","B Base de Cálculo: Base de cálculo dos incentivos fiscais: Para fins de determinação da base de cálculo dos incentivos, deve-se observar a forma de apuração do imposto de renda da pessoa jurídica, as deduções permitidas. a) Regra Geral: O valor desta linha, quando a apuração do imposto de renda for com base no lucro real trimestral e no lucro real apurado em 31 de dezembro do ano-calendário (ajuste anual) será calculado pela seguinte fórmula: ASE_CALC = A - (B + C + D + E + F + G + H + I + J + L + M+ N + O + P), onde: A = Imposto de Renda devido à alíquota de 15% (Linha N630/3) B = Atividades Culturais e Artísticas (Linha N630/6) (art. 18, e §§ 1º e 3º, e art. 25 e 26 da Lei nº 8.313, de 1991, com as alterações do art. 1º, da Lei nº 9.874, de 1999, do art. 53 da MP nº 2.228, de 2001) C = Operações de Aquisição de Vale-Cultura (Linha N630/7) (Lei nº 12.761/2012, art. 10) D = Programa de Alimentação ao Trabalhador (Linha N630/8) E = Desenvolvimento Tecnológico Industrial/Agropecuário (Linha N630/9) F = Atividade Audiovisual (Linha N630/10) G = Fundo dos Direitos da Criança e do Adolescente (Linha N630/11) H = Fundos Nacional, Estaduais ou Municipais do Idoso (Linha N630/12) (Lei nº 12.213, de 2010, art. 3º). I = Atividades de Caráter Desportivo (Linha N630/13) J = Programa Nacional de Apoio à Atenção Oncológica - PRONON (Linha N630/14) - (Lei nº 12.715/2012, arts. 1º e 4º) L = Programa Nacional de Apoio à Atenção da Saúde da Pessoa com Deficiência - PRONAS/PCD (Linha N630/15) (Lei nº 12.715, de 2012, arts. 3º e 4º) M= Valor da Remuneração da Prorrogação da Licença-Maternidade (Linha N630/16) (Lei nº 11.770, de 2008, art. 5º) N = 3,33 x Redução por Reinvestimento (Linha N630/18) O = Imposto devido no Brasil à alíquota de 15% incidente sobre lucros, rendimentos e ganhos de capital oriundos do exterior (Linha N630/19) P = Imposto de renda sobre a diferença entre o Custo Orçado e o Custo Efetivo (Linha N630/27)","N","19","2","-","Sim"
"N615","277","3","PER_INCEN_ FINOR","Percentual do Incentivo FINOR (até 6%).","N","8","4","-","Sim"
"N615","277","4","VL_LIQ_INCEN_ FINOR","Valor Líquido do Incentivo FINOR.","NS","19","2","-","Sim"
"N615","277","5","PER_INCEN_ FINAM","Percentual do Incentivo FINAM (até 6%).","N","8","4","-","Sim"
"N615","277","6","VL_LIQ_INCEN_ FINAM","Valor Líquido do Incentivo FINAM.","NS","19","2","-","Sim"
"N615","277","7","VL_TOTAL","Total dos Incentivos.","NS","19","2","-","Sim"
