"register","index","code","type","required","values","length","xsd_type","decimal","spec_type","spec_values","spec_required","desc"
"K155","2","COD_CTA","char","True","","","","","C","","Sim","Código da Conta Analítica Patrimonial."
"K155","3","COD_CCUS","char","False","","","","","C","","Não","Código do Centro de Custos."
"K155","4","VL_SLD_INI","float","True","","19","","2","N","","Sim","Valor do Saldo Inicial do Período."
"K155","5","IND_VL_SLD_INI","char","True","['D', 'C']","1","","","C","[D; C]","Sim","Indicador da Situação do Saldo Inicial: D – Devedor C – Credor"
"K155","6","VL_DEB","float","True","","19","","2","N","","Sim","Valor Total dos Débitos no Período."
"K155","7","VL_CRED","float","True","","19","","2","N","","Sim","Valor Total dos Créditos no Período."
"K155","8","VL_SLD_FIN","float","True","","19","","2","N","","Sim","Valor do Saldo Final do Período."
"K155","9","IND_VL_SLD_FIN","char","True","['D', 'C']","1","","","C","[D; C]","Sim","Indicador da Situação do Saldo Final: D – Devedor C – Credor"
"K156","2","COD_CTA_REF","char","True","","","","","C","","Sim","Código da Conta no Plano de Contas Referencial, conforme tabela do Sped. (Disponibilizada no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas)."
"K156","3","VL_SLD_INI","float","True","","19","","2","N","","Sim","Valor do Saldo Inicial do Período."
"K156","4","IND_VL_SLD_INI","char","True","['D', 'C']","1","","","C","[D; C]","Sim","Indicador da Situação do Saldo Inicial: D – Devedor C – Credor"
"K156","5","VL_DEB","float","True","","19","","2","N","","Sim","Valor Total dos Débitos no Período."
"K156","6","VL_CRED","float","True","","19","","2","N","","Sim","Valor Total dos Créditos no Período."
"K156","7","VL_SLD_FIN","float","True","","19","","2","N","","Sim","Valor do Saldo Final do Período."
"K156","8","IND_VL_SLD_FIN","char","True","['D', 'C']","1","","","C","[D; C]","Sim","Indicador da Situação do Saldo Final: D – Devedor C – Credor"
"K355","2","COD_CTA","char","True","","","","","C","","Sim","Código da Conta Analítica de Resultado."
"K355","3","COD_CCUS","char","False","","","","","C","","Não","Código do Centro de Custos."
"K355","4","VL_SLD_FIN","float","True","","19","","2","N","","Sim","Valor do Saldo Final Antes do Lançamento de Encerramento."
"K355","5","IND_VL_SLD_FIN","char","True","['D', 'C']","1","","","C","[D; C]","Sim","Indicador da Situação do Saldo Final: D – Devedor. C – Credor."
"K356","2","COD_CTA_REF","char","True","","","","","C","","Sim","Código da Conta no Plano de Contas Referencial, conforme tabela do Sped. (Disponibilizada no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas)."
"K356","3","VL_SLD_FIN","float","True","","19","","2","N","","Sim","Valor do Saldo Final Antes do Lançamento de Encerramento."
"K356","4","IND_VL_SLD_FIN","char","True","","1","","","C","","Sim","Indicador da Situação do Saldo Final: D – Devedor C – Credor"
"K915","2","PER_APUR","char","True","['A00', 'A01', 'A02', 'A03', 'A04', 'A05', 'A06', 'A07', 'A08', 'A09', 'A10', 'A11', 'A12', 'T01', 'T02', 'T03', 'T04']","3","","","C","[A00; A01; A02; A03; A04; A05; A06; A07; A08; A09; A10; A11; A12; T01; T02; T03; T04]","Sim","Período de Apuração [para 0010.FORMA_APUR = “A” ou (0010.FORMA_APUR_I = “A” OU 0010.APUR_CSLL = “A” E 0010.TIP_ESC_PRE = “C”)]: A00 – Anual A01 – Rec. Bruta de janeiro /Balanço suspensão redução até janeiro A02 – Rec. Bruta de fevereiro /Balanço suspensão redução até fevereiro A03 – Rec. Bruta de março /Balanço suspensão redução até março A04 – Rec. Bruta de abril /Balanço suspensão redução até abril A05 – Rec. Bruta de maio /Balanço suspensão redução até maio A06 – Rec. Bruta de junho /Balanço suspensão redução até junho A07 – Rec. Bruta de julho /Balanço suspensão redução até julho A08 – Rec. Bruta de agosto /Balanço suspensão redução até agosto A09 – Rec. Bruta de setembro /Balanço suspensão redução até setembro A10 – Rec. Bruta de outubro/Balanço suspensão redução até outubro A11 – Rec. Bruta de novembro /Balanço suspensão redução até novembro A12 – Rec. Bruta de dezembro/Balanço suspensão redução até dezembro"
"K915","3","COD_CTA","char","True","","","","","C","","Sim","Código da conta contábil."
"K915","4","COD_CCUS","char","False","","","","","C","","Não","Código do centro de custos."
"K915","5","ID_REGRA","char","True","","","","","C","","Sim","Identificação da regra que foi descumprida. O sistema deverá preencher com as seguintes regras: REGRA_COMPATIBILIDADE_K155_E155: (Verifica se os valores utilizados no registro K155 são iguais aos valores calculados do registro E155.) ou REGRA_COMPATIBILIDADE_E155_K155: Verifica se os campos do registro E155 com algum valor maior que zero, são referenciados no registro K155 para o mesmo período de apuração."
"K915","6","VL_SLD_INI_ESP","float","False","","19","","2","N","","N","Valor do saldo inicial recuperado da ECD para o período fiscal. Este campo será calculado automaticamente pelo PGE da ECF durante a validação do arquivo da ECF."
"K915","7","IND_VL_SLD_INI_ESP","char","False","['D', 'C']","1","","","C","[“D”; “C”]","N","Indicador de situação do saldo inicial esperado: D – Devedor; e C – Credor. Este campo será calculado automaticamente pelo PGE da ECF durante a validação do arquivo da ECF."
"K915","8","VL_DEB_ESP","float","False","","19","","2","N","","N","Valor total de débitos recuperado da ECD para o período fiscal. Este campo será calculado automaticamente pelo PGE da ECF durante a validação do arquivo da ECF."
"K915","9","VL_CRED_ESP","float","False","","19","","2","N","","N","Valor total de créditos recuperado da ECD para o período fiscal. Este campo será calculado automaticamente pelo PGE da ECF durante a validação do arquivo da ECF."
"K915","10","VL_SLD_FIN_ESP","float","False","","19","","2","N","","N","Valor do saldo final recuperado da ECD para o período fiscal. Este campo será calculado automaticamente pelo PGE da ECF durante a validação do arquivo da ECF."
"K915","11","IND_VL_SLD_FIN_ESP","char","False","['D', 'C']","1","","","C","[“D”; “C”]","N","Indicador de situação do saldo final esperado: D – Devedor; e C – Credor. Este campo será calculado automaticamente pelo PGE da ECF durante a validação do arquivo da ECF."
"K915","12","SLD_INI_PRE","float","False","","19","","2","N","","N","Saldo inicial preenchido no registro K155."
"K915","13","IND_SLD_INI_PRE","char","False","['D', 'C']","1","","","C","[“D”; “C”]","N","Indicador de situação do saldo inicial preenchido no registro K155: D – Devedor; e C – Credor."
"K915","14","VL_DEB_PRE","float","False","","19","","2","N","","N","Valor total dos débitos preenchido no registro K155."
"K915","15","VL_CRED_PRE","float","False","","19","","2","N","","N","Valor total dos créditos preenchido no registro K155."
"K915","16","SLD_FIN_PRE","float","False","","19","","2","N","","N","Saldo final preenchido no registro K155."
"K915","17","IND_SLD_FIN_PRE","char","False","['D', 'C']","1","","","C","[“D”; “C”]","N","Indicador de situação do saldo final preenchido no registro K155: D – Devedor; e C – Credor."
"K915","18","JUSTIFICATIVA","char","True","","500","","","C","","S","Justificativa da divergência entre o(s) valor(es) calculado(s) pelo PGE da ECF e o(s) valor(es) preenchido(s)."
"K935","2","PER_APUR","char","True","['A00', 'A01', 'A02', 'A03', 'A04', 'A05', 'A06', 'A07', 'A08', 'A09', 'A10', 'A11', 'A12', 'T01', 'T02', 'T03', 'T04']","3","","","C","[A00; A01; A02; A03; A04; A05; A06; A07; A08; A09; A10; A11; A12; T01; T02; T03; T04]","Sim","Período de Apuração [para 0010.FORMA_APUR = “A” ou (0010.FORMA_APUR_I = “A” OU 0010.APUR_CSLL = “A” E 0010.TIP_ESC_PRE = “C”)]: A00 – Anual A01 – Rec. Bruta de janeiro /Balanço suspensão redução até janeiro A02 – Rec. Bruta de fevereiro /Balanço suspensão redução até fevereiro A03 – Rec. Bruta de março /Balanço suspensão redução até março A04 – Rec. Bruta de abril /Balanço suspensão redução até abril A05 – Rec. Bruta de maio /Balanço suspensão redução até maio A06 – Rec. Bruta de junho /Balanço suspensão redução até junho A07 – Rec. Bruta de julho /Balanço suspensão redução até julho A08 – Rec. Bruta de agosto /Balanço suspensão redução até agosto A09 – Rec. Bruta de setembro /Balanço suspensão redução até setembro A10 – Rec. Bruta de outubro/Balanço suspensão redução até outubro A11 – Rec. Bruta de novembro /Balanço suspensão redução até novembro A12 – Rec. Bruta de dezembro/Balanço suspensão redução até dezembro"
"K935","3","COD_CTA","char","True","","","","","C","","Sim","Código da conta contábil."
"K935","4","COD_CCUS","char","False","","","","","C","","Não","Código do centro de custos."
"K935","5","ID_REGRA","char","True","","","","","C","","Sim","R Identificação da regra que foi descumprida. O sistema deverá preencher com as seguintes regras: EGRA_COMPATIBILIDADE_K355_E355: Verifica se os valores utilizados no registro K355 são iguais aos valores calculados do registro E355. ou REGRA_COMPATIBILIDADE_E355_K355: Verifica se os campos do registro E355 com algum valor maior que zero, são referenciados no registro K355 para o mesmo período de apuração."
"K935","6","VL_SLD_FIN_ESP","float","False","","19","","2","N","","N","Valor do saldo final recuperado da ECD para o período fiscal. Este campo será calculado automaticamente pelo PGE da ECF durante a validação do arquivo da ECF."
"K935","7","IND_VL_SLD_FIN_ESP","char","False","['D', 'C']","1","","","C","[“D”; “C”]","N","Indicador de situação do saldo final esperado: D – Devedor; e C – Credor. Este campo será calculado automaticamente pelo PGE da ECF durante a validação do arquivo da ECF."
"K935","8","SLD_FIN_PRE","float","False","","19","","2","N","","N","Saldo final preenchido no registro K355."
"K935","9","IND_SLD_FIN_PRE","char","False","['D', 'C']","1","","","C","[“D”; “C”]","N","Indicador de situação do saldo final preenchido no registro K355: D – Devedor; e C – Credor."
"K935","10","JUSTIFICATIVA","char","True","","500","","","C","","S","Justificativa da divergência entre o(s) valor(es) calculado(s) pelo PGE da ECF e o(s) valor(es) preenchido(s)."
"K990","2","QTD_LIN","int","True","","","","","N","","Sim","Quantidade total de registros do Bloco K."
"L001","2","IND_DAD","char","True","['0', '1']","1","numeric_code","","N","[0;1]","Sim","Indicador de movimento: 0 – Bloco com dados informados. 1 – Bloco sem dados informados."
"L030","2","DT_INI","date","True","","8","","","N","","Sim","Data do Início do Período"
"L030","3","DT_FIN","date","True","","8","","","N","","Sim","Data do Fim do período"
"L030","4","PER_APUR","char","True","['A00', 'A01', 'A02', 'A03', 'A04', 'A05', 'A06', 'A07', 'A08', 'A09', 'A10', 'A11', 'A12', 'T01', 'T02', 'T03', 'T04']","3","","","C","[A00; A01; A02; A03; A04; A05; A06; A07; A08; A09; A10; A11; A12; T01; T02; T03; T04]","Sim","Período de apuração [para 0010.FORMA_APUR = “A”]: A00 – Receita Bruta/ Balanço de Suspensão e Redução Anual A01 – Balanço de Suspensão e Redução até Janeiro A02 – Balanço de Suspensão e Redução até Fevereiro A03 – Balanço de Suspensão e Redução até Março A04 – Balanço de Suspensão e Redução até Abril A05 – Balanço de Suspensão e Redução até Maio A06 – Balanço de Suspensão e Redução até Junho A07 – Balanço de Suspensão e Redução até Julho A08 – Balanço de Suspensão e Redução até Agosto A09 – Balanço de Suspensão e Redução até Setembro A10 – Balanço de Suspensão e Redução até Outubro A11 – Balanço de Suspensão e Redução até Novembro A12 – Balanço de Suspensão e Redução até Dezembro Indicador do período de referência [para 0010.FORMA_APUR = “T” OU (0010.FORMA_APUR = “A” E 0010.FORMA_TRIB = “2”)]: T01 – 1º Trimestre T02 – 2º Trimestre T03 – 3º Trimestre T04 – 4º Trimestre Regra: O período deve estar compreendido entre a data início e data fim da escrituração. Regra: SE 0010.FORMA_APUR = “A” - Deve existir um registro A00. - Deve existir um registro [A01..A012] para cada mês marcado no 0010.MES_BAL_RED [1..12] como “B” SE 0010.FORMA_APUR = “T” - Deve existir um registro [T01..T04] para cada trimestre marcado no 0010.FORMA_TRIB_PER[1..4] como “R”"
"L100","2","CODIGO","char","True","","50","","","C","","Sim","Código da Conta Referencial (Analíticas e Sintéticas), conforme tabela dinâmica do Sped (Disponibilizada no item II deste registro e no programa da ECF, no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas)."
"L100","3","DESCRICAO","char","False","","","","","C","","Não","Descrição da Conta Referencial."
"L100","4","TIPO","char","True","['S', 'A']","1","","","C","[S; A]","Sim","Indicador do Tipo de Conta: S – Sintética A – Analítica"
"L100","5","NIVEL","char","False","","3","numeric_code","","N","","Não","Nível da Conta."
"L100","6","COD_NAT","char","False","","2","","","C","","Não","Natureza da Conta, conforme tabela do Sped (Disponibilizada no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas)."
"L100","7","COD_CTA_SUP","char","False","","","","","C","","Não","Código da Conta Sintética de Nível Imediatamente Superior."
"L100","8","VAL_CTA_REF_INI","float","True","","19","","2","N","","Sim","Saldo Inicial da Conta Referencial."
"L100","9","IND_VAL_CTA_REF_INI","char","True","['D', 'C']","1","","","C","[D; C]","Sim","Indicador da Situação do Saldo Inicial: D – Devedor C – Credor"
"L100","10","VAL_CTA_REF_DEB","float","True","","19","","2","N","","Sim","Valor Total dos Débitos: Somatório dos valores mapeados."
"L100","11","VAL_CTA_REF_CRED","float","True","","19","","2","N","","Sim","Valor Total dos Créditos: Somatório dos valores mapeados."
"L100","12","VAL_CTA_REF_FIN","char","True","","19","","2","C","","Sim","Saldo Final da Conta Referencial"
"L100","13","IND_VAL_CTA_REF_FIN","char","True","['D', 'C']","1","","","C","[D; C]","Sim","Indicador da Situação do Saldo Final: D – Devedor C – Credor"
"L200","2","IND_AVAL_ESTOQ","char","True","['1', '2', '3', '4', '5', '6', '7', '8']","1","","","C","[1; 2; 3; 4; 5; 6; 7; 8]","Sim","Método de Avaliação do Estoque Final: 1 – Custo Médio Ponderado 2 – PEPS (Primeiro que entra, primeiro que sai) 3 – Arbitramento - art. 308, Inc. I e II, do RIR/2018 4 – Custo Específico 5 – Valor Realizável Líquido 6 – Inventário Periódico 7 – Outros 8 – Não há (Exemplo: Empresas Prestadoras de Serviços)"
"L210","2","CODIGO","char","True","","","","","C","","Sim","Código da Conta de Custos (Analítica), conforme tabela dinâmica do Sped."
"L210","3","DESCRICAO","char","False","","","","","C","","Não","Descrição da Conta de Custos."
"L210","4","VALOR","char","False","","","","","C","","Não","Saldo Final da Conta de Custos Antes do Encerramento."
"L300","2","CODIGO","char","True","","50","","","C","","Sim","Código da Conta Referencial (Analíticas e Sintéticas), conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF, no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas)."
"L300","3","DESCRICAO","char","False","","","","","C","","Não","Descrição da Conta Referencial."
"L300","4","TIPO","char","True","['S', 'A']","1","","","C","[S; A]","Sim","Indicador do Tipo de Conta: S – Sintética A – Analítica"
"L300","5","NIVEL","char","False","","3","numeric_code","","N","","Não","Nível da Conta."
"L300","6","COD_NAT","char","False","","2","","","C","[04]","Não","Natureza da Conta: 04 – Contas de Resultado"
"L300","7","COD_CTA_SUP","char","False","","","","","C","","Não","Código da Conta Sintética de Nível Imediatamente Superior."
"L300","8","VALOR","float","True","","19","","2","N","","Sim","Saldo Final da Conta Referencial."
"L300","9","IND_VALOR","char","True","['D', 'C']","1","","","C","[D; C]","Sim","Indicador do Sinal do Saldo Final: C – Credor D – Devedor"
"L990","2","QTD_LIN","int","True","","","","","N","","Sim","Quantidade total de registros do Bloco L."
"M001","2","IND_DAD","char","True","['0', '1']","1","numeric_code","","N","[0;1]","Sim","Indicador de movimento: 0 – Bloco com dados informados. 1 – Bloco sem dados informados."
"M010","2","COD_CTA_B","char","True","","","","","C","","Sim","Código Unívoco Atribuído pela Pessoa Jurídica à Conta no e-Lalur"
"M010","3","DESC_CTA_LAL","char","True","","","","","C","","Sim","Descrição da Conta."
"M010","4","DT_AP_LAL","date","True","","8","","","C","","Sim","Data Final: Data final do período de apuração em que a conta foi criada."
"M010","5","COD_PB_RFB","char","True","","6","","","C","","Sim","O Código da tabela padrão da Parte B. Vide planilha PARTEB_PADRAO do arquivo “Tabelas_Dinamicas_ECF_Leiaute_11_AC2024_SIT_ESP_2025.xlsx” a partir do link http://sped.rfb.gov.br/pasta/show/1644. s relacionamentos possíveis das contas padrão da Parte B do e-Lalur e do e-Lacs com as linhas da Parte A constam da planilha PARTEB_PARTEA do mesmo arquivo."
"M010","6","DT_LIM_LAL","date","False","","8","","","C","","Não","Data Limite: Data limite para a exclusão, adição ou compensação do valor controlado, se houver."
"M010","7","COD_TRIBUTO","char","True","['I', 'C']","1","","","C","[I; C]","Sim","Indicador do Tributo da Adição/Exclusão: I – Imposto de Renda Pessoa Jurídica C – Contribuição Social sobre o Lucro Líquido;"
"M010","8","VL_SALDO_INI","float","True","","19","","2","N","","Sim","Saldo Inicial: Saldo no período inicial desta escrituração. Se M010.DT_AP_LAL for no período da escrituração, então o valor deve ser zero"
"M010","9","IND_VL_SALDO_INI","char","True","['D', 'C']","1","","","C","[D; C]","Sim","Indicador do Saldo Inicial: D – Para prejuízos ou valores que reduzam o lucro real ou a base de cálculo da contribuição social em períodos subsequentes. C – Para valores que aumentem o lucro real ou a base de cálculo da contribuição social em períodos subsequentes."
"M010","10","CNPJ_SIT_ESP","char","False","","14","numeric_code","","N","","Não","E CNPJ da outra pessoa jurídica relacionada com evento originário da conta. xemplos: 1- Identificar a investida no caso de valores (ganhos/perdas no novo AVJ) da participação societária anterior, nos caso de aquisições em estágios. 2- Identificar a investida no caso de amortização de mais-valia e menos-valia. 3- Identificar a investida no caso de impairment de goodwill, mais-valia e menos-valia. 4- Identificar a investida no caso de ganho por compra vantajosa. 5- Identificar a investida no caso registro do ágio gerado na aquisição de participação societária ocorrida até 31/12/2009. 6 - Identificar a investida no caso de ágio gerado pela sistemática de transição disciplinada no art. 65, Lei Nº 12.973/14. 7 - Identificar a pessoa jurídica antecessora no caso de conta incorporada devido a evento societário."
"M030","2","DT_INI","date","True","","8","","","N","","Sim","Data do Início do Período"
"M030","3","DT_FIN","date","True","","8","","","N","","Sim","Data do Fim do período"
"M030","4","PER_APUR","char","True","['A00', 'A01', 'A02', 'A03', 'A04', 'A05', 'A06', 'A07', 'A08', 'A09', 'A10', 'A11', 'A12', 'T01', 'T02', 'T03', 'T04']","3","","","C","[A00; A01; A02; A03; A04; A05; A06; A07; A08; A09; A10; A11; A12; T01; T02; T03; T04]","Sim","I S Período de apuração [para 0010.FORMA_APUR = “A”]: A00 – Receita Bruta/ Balanço de Suspensão e Redução Anual A01 – Balanço de Suspensão e Redução até Janeiro A02 – Balanço de Suspensão e Redução até Fevereiro A03 – Balanço de Suspensão e Redução até Março A04 – Balanço de Suspensão e Redução até Abril A05 – Balanço de Suspensão e Redução até Maio A06 – Balanço de Suspensão e Redução até Junho A07 – Balanço de Suspensão e Redução até Julho A08 – Balanço de Suspensão e Redução até Agosto A09 – Balanço de Suspensão e Redução até Setembro A10 – Balanço de Suspensão e Redução até Outubro A11 – Balanço de Suspensão e Redução até Novembro A12 – Balanço de Suspensão e Redução até Dezembro ndicador do período de referência [para 0010.FORMA_APUR = “T” OU (0010.FORMA_APUR = “A” E 0010.FORMA_TRIB = “2”)]: T01 – 1º Trimestre T02 – 2º Trimestre T03 – 3º Trimestre T04 – 4º Trimestre Regra: O período deve estar compreendido entre a data início e data fim da escrituração. Regra: SE 0010.FORMA_APUR = “A” - Deve existir um registro A00. - Deve existir um registro [A01..A012] para cada mês marcado no 0010.MES_BAL_RED [1..12] como “B” E 0010.FORMA_APUR = “T” - Deve existir um registro [T01..T04] para cada trimestre marcado no 0010.FORMA_TRIB_PER[1..4] como “R”"
"M300","2","CODIGO","char","True","","","","","C","","Sim","Código do Lançamento no e-Lalur, conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas)."
"M300","3","DESCRICAO","char","False","","","","","C","","Não","Descrição do Tipo de Lançamento no e-Lalur, conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas)."
"M300","4","TIPO_LANCAMENTO","char","False","['A', 'E', 'P', 'L']","1","","","C","[A; E; P; L]","Não","O Indicador do Tipo de Lançamento: A- Adição E - Exclusão. P - Compensação de Prejuízo L - Lucro bservação: O tipo “R” (Rótulo) é para linhas de títulos, que aparecem na interface do programa. Portanto, não deve ser utilizado neste campo."
"M300","5","IND_RELACAO","char","False","['1', '2', '3', '4']","1","numeric_code","","N","[1; 2; 3; 4]","Não","Indicador de Relacionamento do Lançamento da Parte A: 1 - Com Conta da Parte B 2 - Com Conta Contábil 3 – Com Conta da parte B e Conta Contábil 4 - Sem Relacionamento Observação: O valor do lançamento do tipo 3 pode considerar o saldo contas da parte B ou somatório dos saldos das contas da parte B com os saldos das contas contábeis. Para isso, o valor do lançamento correto na parte A deve ser preenchido pela empresa."
"M300","6","VALOR","char","False","","19","","2","NS","","Não","Valor do Lançamento no e-Lalur"
"M300","7","HIST_LAN_LAL","char","False","","500","","","C","","Não","Histórico do Lançamento no e-Lalur"
"M305","2","COD_CTA_B","char","True","","","","","C","[M010.COD_CTA_B]","Sim","Código da Conta na Parte B: Código unívoco atribuído pelo contribuinte à conta no e-Lalur no registro M010."
"M305","3","VL_CTA","float","True","","19","","2","N","","Sim","O Valor Total dos Lançamentos: Valor total dos lançamentos adicionados ou excluídos da conta. bservação: Valor deve ser menor ou igual ao saldo disponível do mesmo período de apuração da conta na parte B do registro M410."
"M305","4","IND_VL_CTA","char","True","['D', 'C']","1","","","C","[D; C]","Sim","Indicador do Valor Total dos Lançamentos: D – Para prejuízos ou valores que reduzam o lucro real em períodos subsequentes. C – Para valores que aumentam o lucro real em períodos subsequentes."
"M310","2","COD_CTA","char","True","","","","","C","[J050.COD_CTA]","Sim","Código da Conta Contábil (Plano de Contas da Pessoa Jurídica): Código da conta ou subconta contábil onde está registrado o valor a ser adicionado ou excluído, quando possível sua identificação (deve existir no J050)."
"M310","3","COD_CCUS","char","False","","","","","C","[J100_COD_CCUS]","Não","Código do Centro de Custos (deve existir no J100)."
"M310","4","VL_CTA","float","True","","19","","2","N","","Sim","Valor da Conta Utilizado no Lançamento da Parte A."
"M310","5","IND_VL_CTA","char","True","['D', 'C']","1","","","C","[D; C]","Sim","Indicador do Valor do Lançamento: D – Devedor. C – Credor."
"M312","2","NUM_LCTO","char","True","","50","","","C","","Sim","Número do Lançamento Descrito na ECD (Escrituração Contábil Digital) no campo 2 (NUM_LCTO) registro “I200 – Lançamento Contábil”."
"M315","2","IND_PROC","char","True","['1', '2']","1","","","C","[1; 2]","Sim","Tipo do Processo: 1 - Judicial 2 – Administrativo"
"M315","3","NUM_PROC","char","True","","20","","","C","","Sim","Número do Processo."
"M350","2","CODIGO","char","True","","","","","C","","Sim","Código do Lançamento no e-Lalur, conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas)."
"M350","3","DESCRICAO","char","False","","","","","C","","Não","Descrição do Tipo de Lançamento no e-Lalur, conforme tabela dinâmica do Sped (Disponibilizada no item III deste registro e no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas)."
"M350","4","TIPO_LANCAMENTO","char","False","['A', 'E', 'P', 'L']","1","","","C","[A; E; P; L]","Não","O Indicador do Tipo de Lançamento: A- Adição E - Exclusão. P - Compensação de Prejuízo L - Lucro bservação: O tipo “R” (Rótulo) é para linhas de títulos, que aparecem na interface do programa. Portanto, não deve ser utilizado neste campo."
"M350","5","IND_RELACAO","char","False","['1', '2', '3', '4']","1","numeric_code","","N","[1; 2; 3; 4]","Não","Indicador de Relacionamento do Lançamento da Parte A: 1 - Com Conta da Parte B 2 - Com Conta Contábil 3 – Com Conta da parte B e Conta Contábil 4 - Sem Relacionamento Observação: O valor do lançamento do tipo 3 pode considerar o saldo contas da parte B ou somatório dos saldos das contas da parte B com os saldos das contas contábeis. Para isso, o valor do lançamento correto na parte A deve ser preenchido pela empresa."
"M350","6","VALOR","char","False","","19","","2","NS","","Não","Valor do Lançamento no e-Lalur"
"M350","7","HIST_LAN_LAL","char","False","","500","","","C","","Não","Histórico do Lançamento no e-Lalur"
"M355","2","COD_CTA_B","char","True","","","","","C","[M010.COD_CTA_B]","Sim","Código da Conta na Parte B: Código unívoco atribuído pelo contribuinte à conta no e-Lacs no registro M010."
"M355","3","VL_CTA","float","True","","19","","2","N","","Sim","O Valor Total dos Lançamentos: Valor total dos lançamentos adicionados ou excluídos da conta. bservação: Valor deve ser menor ou igual ao saldo disponível do mesmo período de apuração da conta na parte B do registro M410."
"M355","4","IND_VL_CTA","char","True","['D', 'C']","1","","","C","[D; C]","Sim","Indicador do Valor Total dos Lançamentos: D – Para prejuízos ou valores que reduzam o lucro real em períodos subsequentes. C – Para valores que aumentam o lucro real em períodos subsequentes."
"M360","2","COD_CTA","char","True","","","","","C","[J050.COD_CTA]","Sim","Código da Conta Contábil (Plano de Contas da Pessoa Jurídica): Código da conta ou subconta contábil onde está registrado o valor a ser adicionado ou excluído, quando possível sua identificação (deve existir no J050)."
"M360","3","COD_CCUS","char","False","","","","","C","[J100_COD_CCUS]","Não","Código do Centro de Custos (deve existir no J100)."
"M360","4","VL_CTA","float","True","","19","","2","N","","Sim","Valor da Conta Utilizado no Lançamento da Parte A."
"M360","5","IND_VL_CTA","char","True","['D', 'C']","1","","","C","[D; C]","Sim","Indicador do Valor do Lançamento: D – Devedor. C – Credor."
"M362","2","NUM_LCTO","char","True","","50","","","C","","Sim","Número do Lançamento Descrito na ECD (Escrituração Contábil Digital) no campo 2 (NUM_LCTO) registro “I200 – Lançamento Contábil”."
"M365","2","IND_PROC","char","True","['1', '2']","1","","","C","[1; 2]","Sim","Tipo do Processo: 1 - Judicial 2 – Administrativo"
"M365","3","NUM_PROC","char","True","","20","","","C","","Sim","Número do Processo."
"M410","2","COD_CTA_B","char","False","","","","","C","","Não","Código da Conta do Lançamento (conta da Parte B)"
"M410","3","COD_TRIBUTO","char","True","['I', 'C']","1","","","C","[I; C]","Sim","Código do Tributo: I – Imposto de Renda C – Contribuição Social sobre o Lucro Líquido"
"M410","4","VAL_LAN_LALB_PB","float","True","","19","","2","N","","Sim","Valor do Lançamento."
"M410","5","IND_VAL_LAN_LALB_PB","char","True","['CR', 'DB', 'PF', 'BC']","","","","C","[CR; DB; PF; BC]","Sim","Indicador do Lançamento: CR – Crédito DB – Débito PF - Prejuízo do exercício. BC - Base de cálculo negativa da CSLL. Observação: O indicador PF refere-se ao prejuízo apurado no exercício em curso."
"M410","6","COD_CTA_B_CTP","char","False","","","","","C","","Não","Código Unívoco da Contrapartida (conta da Parte B), caso seja necessária a transferência de saldo de uma conta na parte B para outra conta na parte B. Não preencher quando: IND_VAL_LAN_LA_LB_PB for igual a “PF” ou “BC”."
"M410","7","HIST_LAN_LALB","char","True","","","","","C","","Sim","Histórico do Lançamento."
"M410","8","IND_LAN_ANT","char","True","['S', 'N']","1","","","C","[S; N]","Sim","Lançamento para Realização de Valores Cuja Tributação Tenha Sido Diferida: S – Sim N – Não Observação: Marca-se “Sim” neste campo quando o contribuinte, em período anterior, realizou valores controlados na parte B do e-Lalur/e-Lacs e deve reajustar os saldos das contas em início de período de apuração tributado pelo lucro real."
"M415","2","IND_PROC","char","True","['1', '2']","1","","","C","[1; 2]","Sim","Tipo do Processo: 1 - Judicial 2 – Administrativo"
"M415","3","NUM_PROC","char","True","","20","","","C","","Sim","Número do Processo."
"M500","2","COD_CTA_B","char","True","","","","","C","[M010.COD_CTA_B]","Sim","Código Unívoco Atribuído Pelo Contribuinte à Conta no e-Lalur e no e-Lacs (deve existir no M010.COD_CTA_B)"
"M500","3","COD_TRIBUTO","char","True","['I', 'C']","1","","","C","[I; C]","Sim","Código do Tributo: I – Imposto de Renda C – Contribuição Social Sobre o Lucro Líquido"
"M500","4","SD_INI_LAL","float","True","","19","","2","N","","Sim","Saldo Inicial da Conta no Período de Apuração."
