"register","index","code","type","required","in_required","out_required","conditional_required","conditional_in_required","conditional_out_required","length","decimal","spec_type","spec_required","spec_in","spec_out","desc"
"C321","3","QTD","float","","","True","","","","","03","N","","","O","Quantidade acumulada do item"
"C321","4","UNID","char","","","True","","","","006","","C","","","O","Unidade do item (Campo 02 do registro 0190)"
"C321","5","VL_ITEM","float","","","True","","","","","02","N","","","O","Valor acumulado do item"
"C321","6","VL_DESC","float","","","","","","True","","02","N","","","OC","Valor do desconto acumulado"
"C321","7","VL_BC_ICMS","float","","","","","","True","","02","N","","","OC","Valor acumulado da base de cálculo do ICMS"
"C321","8","VL_ICMS","float","","","","","","True","","02","N","","","OC","Valor acumulado do ICMS debitado"
"C321","9","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor acumulado do PIS"
"C321","10","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor acumulado da COFINS"
"C350","2","SER","char","","","","","","True","003","","C","","","OC","Série do documento fiscal"
"C350","3","SUB_SER","char","","","","","","True","003","","C","","","OC","Subsérie do documento fiscal"
"C350","4","NUM_DOC","int","","","True","","","","006","","N","","","O","Número do documento fiscal"
"C350","5","DT_DOC","date","","","True","","","","008","","N","","","O","Data da emissão do documento fiscal"
"C350","6","CNPJ_CPF","int","","","","","","True","014","","N","","","OC","CNPJ ou CPF do destinatário"
"C350","7","VL_MERC","float","","","True","","","","","02","N","","","O","Valor das mercadorias constantes no documento fiscal"
"C350","8","VL_DOC","float","","","True","","","","","02","N","","","O","Valor total do documento fiscal"
"C350","9","VL_DESC","float","","","","","","True","","02","N","","","OC","Valor total do desconto"
"C350","10","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor total do PIS"
"C350","11","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor total da COFINS"
"C350","12","COD_CTA","char","","","","","","True","","","C","","","OC","Código da conta analítica contábil debitada/creditada"
"C370","2","NUM_ITEM","int","","","True","","","","003","","N","","","O","Número sequencial do item no documento fiscal"
"C370","3","COD_ITEM","char","","","True","","","","060","","C","","","O","Código do Item (campo 02 do registro 0200)"
"C370","4","QTD","float","","","True","","","","","3","N","","","O","Quantidade do item"
"C370","5","UNID","char","","","True","","","","006","","C","","","O","Unidade do item (campo 02 do registro 0190)"
"C370","6","VL_ITEM","float","","","True","","","","","2","N","","","O","Valor total do item"
"C370","7","VL_DESC","float","","","","","","True","","2","N","","","OC","Valor total do desconto no item"
"C390","2","CST_ICMS","int","","","True","","","","003*","","N","","","O","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1"
"C390","3","CFOP","int","","","True","","","","004*","","N","","","O","Código Fiscal de Operação e Prestação"
"C390","4","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"C390","5","VL_OPR","float","","","True","","","","","02","N","","","O","Valor total acumulado das operações correspondentes à combinação de CST_ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos."
"C390","6","VL_BC_ICMS","float","","","","","","True","","02","N","","","OC","Valor acumulado da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS."
"C390","7","VL_ICMS","float","","","","","","True","","02","N","","","OC","Valor acumulado do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"C390","8","VL_RED_BC","float","","","","","","True","","02","N","","","OC","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS."
"C390","9","COD_OBS","char","","","","","","True","006","","C","","","OC","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"C400","2","COD_MOD","char","","","True","","","","002*","","C","","","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C400","3","ECF_MOD","char","","","True","","","","020","","C","","","O","Modelo do equipamento"
"C400","4","ECF_FAB","char","","","True","","","","021","","C","","","O","Número de série de fabricação do ECF"
"C400","5","ECF_CX","int","","","True","","","","003","","N","","","O","Número do caixa atribuído ao ECF"
"C405","2","DT_DOC","date","","","True","","","","008*","","N","","","O","Data do movimento a que se refere a Redução Z"
"C405","3","CRO","int","","","True","","","","003","","N","","","O","Posição do Contador de Reinício de Operação"
"C405","4","CRZ","int","","","True","","","","006","","N","","","O","Posição do Contador de Redução Z"
"C405","5","NUM_COO_FIN","int","","","True","","","","009","","N","","","O","Número do Contador de Ordem de Operação do último documento emitido no dia. (Número do COO na Redução Z)"
"C405","6","GT_FIN","float","","","True","","","","","02","N","","","O","Valor do Grande Total final"
"C405","7","VL_BRT","float","","","True","","","","","02","N","","","O","Valor da venda bruta"
"C410","2","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor total do PIS"
"C410","3","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor total da COFINS"
"C420","2","COD_TOT_PAR","char","","","True","","","","007","","C","","","O","Código do totalizador, conforme Tabela 4.4.6"
"C420","3","VLR_ACUM_TOT","float","","","True","","","","","02","N","","","O","Valor acumulado no totalizador, relativo à respectiva Redução Z."
"C420","4","NR_TOT","int","","","","","","True","002","","N","","","OC","Número do totalizador quando ocorrer mais de uma situação com a mesma carga tributária efetiva."
"C420","5","DESCR_NR_TOT","char","","","","","","True","","","C","","","OC","Descrição da situação tributária relativa ao totalizador parcial, quando houver mais de um com a mesma carga tributária efetiva."
"C425","2","COD_ITEM","char","","","True","","","","060","","C","","","O","Código do item (campo 02 do Registro 0200)"
"C425","3","QTD","float","","","True","","","","","03","N","","","O","Quantidade acumulada do item"
"C425","4","UNID","char","","","True","","","","006","","C","","","O","Unidade do item (Campo 02 do registro 0190)"
"C425","5","VL_ITEM","float","","","True","","","","","02","N","","","O","Valor acumulado do item"
"C425","6","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor do PIS"
"C425","7","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor da COFINS"
"C460","2","COD_MOD","char","","","True","","","","002*","","C","","","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C460","3","COD_SIT","int","","","True","","","","002*","","N","","","O","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"C460","4","NUM_DOC","int","","","True","","","","009","","N","","","O","Número do documento fiscal (COO)"
"C460","5","DT_DOC","date","","","True","","","","008*","","N","","","O","Data da emissão do documento fiscal"
"C460","6","VL_DOC","float","","","True","","","","","02","N","","","O","Valor total do documento fiscal"
"C460","7","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor do PIS"
"C460","8","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor da COFINS"
"C460","9","CPF_CNPJ","int","","","","","","True","014","","N","","","OC","CPF ou CNPJ do adquirente"
"C460","10","NOM_ADQ","char","","","","","","True","060","","C","","","OC","Nome do adquirente"
"C465","2","CHV_CFE","int","","","True","","","","044","","N","","","O","Chave do Cupom Fiscal Eletrônico"
"C465","3","NUM_CCF","int","","","True","","","","009","","N","","","O","Número do Contador de Cupom Fiscal"
"C470","2","COD_ITEM","char","","","True","","","","060","","C","","","O","Código do item (campo 02 do Registro 0200)"
"C470","3","QTD","float","","","True","","","","","03","N","","","O","Quantidade do item"
"C470","4","QTD_CANC","float","","","","","","True","","03","N","","","OC","Quantidade cancelada, no caso de cancelamento parcial de item"
"C470","5","UNID","char","","","True","","","","006","","C","","","O","Unidade do item (Campo 02 do registro 0190)"
"C470","6","VL_ITEM","float","","","True","","","","","02","N","","","O","Valor total do item"
"C470","7","CST_ICMS","int","","","True","","","","003*","","N","","","O","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1."
"C470","8","CFOP","int","","","True","","","","004*","","N","","","O","Código Fiscal de Operação e Prestação"
"C470","9","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS – Carga tributária efetiva em percentual"
"C470","10","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor do PIS"
"C470","11","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor da COFINS"
"C490","2","CST_ICMS","int","","","True","","","","003*","","N","","","O","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1"
"C490","3","CFOP","int","","","True","","","","004*","","N","","","O","Código Fiscal de Operação e Prestação"
"C490","4","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"C490","5","VL_OPR","float","","","True","","","","","02","N","","","O","Valor da operação correspondente à combinação de CST_ICMS, CFOP, e alíquota do ICMS, incluídas as despesas acessórias e acréscimos"
"C490","6","VL_BC_ICMS","float","","","True","","","","","02","N","","","O","Valor acumulado da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS."
"C490","7","VL_ICMS","float","","","True","","","","","02","N","","","O","Valor acumulado do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"C490","8","COD_OBS","char","","","","","","True","006","","C","","","OC","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"C495","2","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"C495","3","COD_ITEM","char","","","True","","","","060","","C","","","O","Código do item (campo 02 do Registro 0200)"
"C495","4","QTD","float","","","True","","","","","03","N","","","O","Quantidade acumulada do item"
"C495","5","QTD_CANC","float","","","","","","True","","03","N","","","OC","Quantidade cancelada acumulada, no caso de cancelamento parcial de item"
"C495","6","UNID","char","","","True","","","","006","","C","","","O","Unidade do item (Campo 02 do registro 0190)"
"C495","7","VL_ITEM","float","","","True","","","","","02","N","","","O","Valor acumulado do item"
"C495","8","VL_DESC","float","","","","","","True","","02","N","","","OC","Valor acumulado dos descontos"
"C495","9","VL_CANC","float","","","","","","True","","02","N","","","OC","Valor acumulado dos cancelamentos"
"C495","10","VL_ACMO","float","","","","","","True","","02","N","","","OC","Valor acumulado dos acréscimos"
"C495","11","VL_BC_ICMS","float","","","","","","True","","02","N","","","OC","Valor acumulado da base de cálculo do ICMS"
"C495","12","VL_ICMS","float","","","","","","True","","02","N","","","OC","Valor acumulado do ICMS"
"C495","13","VL_ISEN","float","","","","","","True","","02","N","","","OC","Valor das saídas isentas do ICMS"
"C495","14","VL_NT","float","","","","","","True","","02","N","","","OC","Valor das saídas sob não-incidência ou não- tributadas pelo ICMS"
"C495","15","VL_ICMS_ST","float","","","","","","True","","02","N","","","OC","Valor das saídas de mercadorias adquiridas com substituição tributária do ICMS"
"C500","2","IND_OPER","char","","True","True","","","","001*","","C","","O","O","Indicador do tipo de operação: 0- Entrada; 1- Saída"
"C500","3","IND_EMIT","char","","True","True","","","","001*","","C","","O","O","Indicador do emitente do documento fiscal: 0- Emissão própria; 1- Terceiros"
"C500","4","COD_PART","char","","True","True","","","","060","","C","","O","O","Código do participante (campo 02 do Registro 0150): - do adquirente, no caso das saídas; - do fornecedor no caso de entradas"
"C500","5","COD_MOD","char","","True","True","","","","002*","","C","","O","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C500","6","COD_SIT","int","","True","True","","","","002*","","N","","O","O","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"C500","7","SER","char","","","","","True","True","004","","C","","OC","OC","Série do documento fiscal"
"C500","8","SUB","int","","","","","True","True","003","","N","","OC","OC","Subsérie do documento fiscal"
"C500","9","COD_CONS","char","","","True","","True","","002*","","C","","OC","O","- Código de classe de consumo de energia elétrica ou gás: 01 - Comercial 02 - Consumo Próprio 03 - Iluminação Pública 04 - Industrial 05 - Poder Público 06 - Residencial 07 - Rural 08 -Serviço Público. - Código de classe de consumo de Fornecimento D´água – Tabela 4.4.2."
"C500","10","NUM_DOC","int","","True","True","","","","009","","N","","O","O","Número do documento fiscal"
"C500","11","DT_DOC","date","","True","True","","","","008*","","N","","O","O","Data da emissão do documento fiscal"
"C500","12","DT_E_S","date","","True","True","","","","008*","","N","","O","O","Data da entrada ou da saída"
"C500","13","VL_DOC","float","","True","True","","","","","02","N","","O","O","Valor total do documento fiscal"
"C500","14","VL_DESC","float","","","","","True","True","","02","N","","OC","OC","Valor total do desconto"
"C500","15","VL_FORN","float","","True","True","","","","","02","N","","O","O","Valor total fornecido/consumido"
"C500","16","VL_SERV_NT","float","","","","","True","True","","02","N","","OC","OC","Valor total dos serviços não-tributados pelo ICMS"
"C500","17","VL_TERC","float","","","","","True","True","","02","N","","OC","OC","Valor total cobrado em nome de terceiros"
"C500","18","VL_DA","float","","","","","True","True","","02","N","","OC","OC","Valor total de despesas acessórias indicadas no documento fiscal"
"C500","19","VL_BC_ICMS","float","","","","","True","True","","02","N","","OC","OC","Valor acumulado da base de cálculo do ICMS"
"C500","20","VL_ICMS","float","","","","","True","True","","02","N","","OC","OC","Valor acumulado do ICMS"
"C500","21","VL_BC_ICMS_ST","float","","","","","True","True","","02","N","","OC","OC","Valor acumulado da base de cálculo do ICMS substituição tributária"
"C500","22","VL_ICMS_ST","float","","","","","True","True","","02","N","","OC","OC","Valor acumulado do ICMS retido por substituição tributária"
"C500","23","COD_INF","char","","","","","True","True","006","","C","","OC","OC","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)"
"C500","24","VL_PIS","float","","","","","True","True","","02","N","","OC","OC","Valor do PIS"
"C500","25","VL_COFINS","float","","","","","True","True","","02","N","","OC","OC","Valor da COFINS"
"C500","26","TP_LIGACAO","int","","","","","True","True","001*","","N","","OC","OC","Código de tipo de Ligação 1 - Monofásico 2 - Bifásico 3 - Trifásico"
"C500","27","COD_GRUPO_TENSAO","char","","","","","True","True","002*","","C","","OC","OC","Código de grupo de tensão: 01 - A1 - Alta Tensão (230kV ou mais) 02 - A2 - Alta Tensão (88 a 138kV) 03 - A3 - Alta Tensão (69kV) 04 - A3a - Alta Tensão (30kV a 44kV) 05 - A4 - Alta Tensão (2,3kV a 25kV) 06 - AS - Alta Tensão Subterrâneo 06 07 - B1 - Residencial 07 08 - B1 - Residencial Baixa Renda 08 09 - B2 - Rural 09 10 - B2 - Cooperativa de Eletrificação Rural 11 - B2 - Serviço Público de Irrigação 12 - B3 - Demais Classes 13 - B4a - Iluminação Pública - rede de distribuição 14 - B4b - Iluminação Pública - bulbo de lâmpada"
"C510","2","NUM_ITEM","int","","","True","","","","003","","N","","","O","Número sequencial do item no documento fiscal"
"C510","3","COD_ITEM","char","","","True","","","","060","","C","","","O","Código do item (campo 02 do Registro 0200)"
"C510","4","COD_CLASS","int","","","","","","True","004*","","N","","","OC","Código de classificação do item de energia elétrica, conforme a Tabela 4.4.1"
"C510","5","QTD","float","","","","","","True","","03","N","","","OC","Quantidade do item"
"C510","6","UNID","char","","","","","","True","006","","C","","","OC","Unidade do item (Campo 02 do registro 0190)"
"C510","7","VL_ITEM","float","","","True","","","","","02","N","","","O","Valor do item"
"C510","8","VL_DESC","float","","","","","","True","","02","N","","","OC","Valor total do desconto"
"C510","9","CST_ICMS","int","","","True","","","","003*","","N","","","O","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1"
"C510","10","CFOP","int","","","True","","","","004*","","N","","","O","Código Fiscal de Operação e Prestação"
"C510","11","VL_BC_ICMS","float","","","","","","True","","02","N","","","OC","Valor da base de cálculo do ICMS"
"C510","12","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"C510","13","VL_ICMS","float","","","","","","True","","02","N","","","OC","Valor do ICMS creditado/debitado"
"C510","14","VL_BC_ICMS_ST","float","","","","","","True","","02","N","","","OC","Valor da base de cálculo referente à substituição tributária"
"C510","15","ALIQ_ST","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS da substituição tributária na unidade da federação de destino"
"C510","16","VL_ICMS_ST","float","","","","","","True","","02","N","","","OC","Valor do ICMS referente à substituição tributária"
"C510","17","IND_REC","char","","","True","","","","001*","","C","","","O","Indicador do tipo de receita: 0- Receita própria; 1- Receita de terceiros"
"C510","18","COD_PART","char","","","","","","True","060","","C","","","OC","Código do participante receptor da receita, terceiro da operação (campo 02 do Registro 0150)"
"C510","19","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor do PIS"
"C510","20","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor da COFINS"
"C510","21","COD_CTA","char","","","","","","True","","","C","","","OC","Código da conta analítica contábil debitada/creditada"
"C590","2","CST_ICMS","int","","True","True","","","","003*","","N","","O","O","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1."
"C590","3","CFOP","int","","True","True","","","","004*","","N","","O","O","Código Fiscal de Operação e Prestação do agrupamento de itens"
"C590","4","ALIQ_ICMS","float","","","","","True","True","006","02","N","","OC","OC","Alíquota do ICMS"
"C590","5","VL_OPR","float","","True","True","","","","","02","N","","O","O","Valor da operação correspondente à combinação de CST_ICMS, CFOP, e alíquota do ICMS."
"C590","6","VL_BC_ICMS","float","","","True","","True","","","02","N","","OC","O","Parcela correspondente ao ""Valor da base de cálculo do ICMS"" referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"C590","7","VL_ICMS","float","","","True","","True","","","02","N","","OC","O","Parcela correspondente ao ""Valor do ICMS"" referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"C590","8","VL_BC_ICMS_ST","float","","","True","","True","","","02","N","","OC","O","Parcela correspondente ao ""Valor da base de cálculo do ICMS"" da substituição tributária referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"C590","9","VL_ICMS_ST","float","","","True","","True","","","02","N","","OC","O","Parcela correspondente ao valor creditado/debitado do ICMS da substituição tributária, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS."
"C590","10","VL_RED_BC","float","","","True","","True","","","02","N","","OC","O","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"C590","11","COD_OBS","char","","","","","True","True","006","","C","","OC","OC","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"C600","2","COD_MOD","char","","","True","","","","002*","","C","","","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C600","3","COD_MUN","int","","","True","","","","007*","","N","","","O","Código do município dos pontos de consumo, conforme a tabela IBGE"
"C600","4","SER","char","","","","","","True","004","","C","","","OC","Série do documento fiscal"
"C600","5","SUB","int","","","","","","True","003","","N","","","OC","Subsérie do documento fiscal"
"C600","6","COD_CONS","char","","","True","","","","002*","","C","","","O","- Código de classe de consumo de energia elétrica ou gás: 01 - Comercial 02 - Consumo Próprio 03 - Iluminação Pública 04 - Industrial 05 - Poder Público 06 - Residencial 07 - Rural 08 -Serviço Público. - Código de classe de consumo de Fornecimento D´água – Tabela 4.4.2."
"C600","7","QTD_CONS","int","","","True","","","","","","N","","","O","Quantidade de documentos consolidados neste registro"
"C600","8","QTD_CANC","int","","","","","","True","","","N","","","OC","Quantidade de documentos cancelados"
"C600","9","DT_DOC","date","","","True","","","","008*","","N","","","O","Data dos documentos consolidados"
"C600","10","VL_DOC","float","","","True","","","","","02","N","","","O","Valor total dos documentos"
"C600","11","VL_DESC","float","","","","","","True","","02","N","","","OC","Valor acumulado dos descontos"
"C600","12","CONS","int","","","","","","True","","","N","","","OC","Consumo total acumulado, em kWh (Código 06)"
"C600","13","VL_FORN","float","","","","","","True","","02","N","","","OC","Valor acumulado do fornecimento"
"C600","14","VL_SERV_NT","float","","","","","","True","","02","N","","","OC","Valor acumulado dos serviços não-tributados pelo ICMS"
"C600","15","VL_TERC","float","","","","","","True","","02","N","","","OC","Valores cobrados em nome de terceiros"
"C600","16","VL_DA","float","","","","","","True","","02","N","","","OC","Valor acumulado das despesas acessórias"
"C600","17","VL_BC_ICMS","float","","","","","","True","","02","N","","","OC","Valor acumulado da base de cálculo do ICMS"
"C600","18","VL_ICMS","float","","","","","","True","","02","N","","","OC","Valor acumulado do ICMS"
"C600","19","VL_BC_ICMS_ST","float","","","","","","True","","02","N","","","OC","Valor acumulado da base de cálculo do ICMS substituição tributária"
"C600","20","VL_ICMS_ST","float","","","","","","True","","02","N","","","OC","Valor acumulado do ICMS retido por substituição tributária"
"C600","21","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor acumulado do PIS"
"C600","22","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor acumulado COFINS"
"C601","2","NUM_DOC_CANC","int","","","True","","","","009","","N","","","O","Número do documento fiscal cancelado"
"C610","2","COD_CLASS","int","","","","","","True","004*","","N","","","OC","Código de classificação do item de energia elétrica, conforme Tabela 4.4.1"
"C610","3","COD_ITEM","char","","","True","","","","060","","C","","","O","Código do item (campo 02 do Registro 0200)"
"C610","4","QTD","float","","","True","","","","","03","N","","","O","Quantidade acumulada do item"
"C610","5","UNID","char","","","True","","","","006","","C","","","O","Unidade do item (Campo 02 do registro 0190)"
"C610","6","VL_ITEM","float","","","True","","","","","02","N","","","O","Valor acumulado do item"
"C610","7","VL_DESC","float","","","","","","True","","02","N","","","OC","Valor acumulado dos descontos"
"C610","8","CST_ICMS","int","","","True","","","","003*","","N","","","O","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1"
"C610","9","CFOP","int","","","True","","","","004*","","N","","","O","Código Fiscal de Operação e Prestação conforme tabela indicada no item 4.2.2."
"C610","10","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"C610","11","VL_BC_ICMS","float","","","","","","True","","02","N","","","OC","Valor acumulado da base de cálculo do ICMS"
"C610","12","VL_ICMS","float","","","","","","True","","02","N","","","OC","Valor acumulado do ICMS debitado"
"C610","13","VL_BC_ICMS_ST","float","","","","","","True","","02","N","","","OC","Valor da base de cálculo do ICMS substituição tributária"
"C610","14","VL_ICMS_ST","float","","","","","","True","","02","N","","","OC","Valor do ICMS retido por substituição tributária"
"C610","15","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor do PIS"
"C610","16","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor da COFINS"
"C610","17","COD_CTA","char","","","","","","True","","","C","","","OC","Código da conta analítica contábil debitada/creditada"
"C690","2","CST_ICMS","int","","","True","","","","003*","","N","","apresentar","O","Código da Situação Tributária, conforme a tabela indicada no item 4.3.1"
"C690","3","CFOP","int","","","True","","","","004*","","N","","","O","Código Fiscal de Operação e Prestação, conforme a tabela indicada no item 4.2.2"
"C690","4","ALIQ_ICMS","float","","","","","","True","006","2","N","","","OC","Alíquota do ICMS"
"C690","5","VL_OPR","float","","","True","","","","","2","N","","","O","Valor da operação correspondente à combinação de CST_ICMS, CFOP, e alíquota do ICMS."
"C690","6","VL_BC_ICMS","float","","","True","","","","","2","N","","","O","Parcela correspondente ao ""Valor da base de cálculo do ICMS"" referente à combinação CST_ICMS, CFOP e alíquota do ICMS"
"C690","7","VL_ICMS","float","","","True","","","","","2","N","","","O","Parcela correspondente ao ""Valor do ICMS"" referente à combinação CST_ICMS, CFOP e alíquota do ICMS"
"C690","8","VL_RED_BC","float","","","True","","","","","02","N","","","O","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"C690","9","VL_BC_ICMS_ST","float","","","True","","","","","02","N","","","O","Valor da base de cálculo do ICMS substituição tributária"
"C690","10","VL_ICMS_ST","float","","","True","","","","","02","N","","","O","Valor do ICMS retido por substituição tributária"
"C690","11","COD_OBS","char","","","","","","True","006","","C","","","OC","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"C700","2","COD_MOD","char","","","True","","","","002*","","C","","","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C700","3","SER","char","","","","","","True","004","","C","","","OC","Série do documento fiscal"
"C700","4","NRO_ORD_INI","int","","","True","","","","009","","N","","","O","Número de ordem inicial"
"C700","5","NRO_ORD_FIN","int","","","True","","","","009","","N","","","O","Número de ordem final"
"C700","6","DT_DOC_INI","date","","","True","","","","008*","","N","","","O","Data de emissão inicial dos documentos / Data inicial de vencimento da fatura"
"C700","7","DT_DOC_FIN","date","","","True","","","","008*","","N","","","O","Data de emissão final dos documentos / Data final do vencimento da fatura"
"C700","8","NOM_MEST","char","","","True","","","","033","","C","","","O","Nome do arquivo Mestre de Documento Fiscal"
"C700","9","CHV_COD_DIG","char","","","True","","","","032","","C","","","O","Chave de codificação digital do arquivo Mestre de Documento Fiscal"
"C790","2","CST_ICMS","int","","","True","","","","003*","","N","","","O","Código da Situação Tributária, conforme a tabela indicada no item 4.3.1"
"C790","3","CFOP","int","","","True","","","","004*","","N","","","O","Código Fiscal de Operação e Prestação, conforme a tabela indicada no item 4.2.2"
"C790","4","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"C790","5","VL_OPR","float","","","True","","","","","02","N","","","O","Valor da operação correspondente à combinação de CST_ICMS, CFOP, e alíquota do ICMS."
"C790","6","VL_BC_ICMS","float","","","True","","","","","02","N","","","O","Parcela correspondente ao ""Valor da base de cálculo do ICMS"" referente à combinação CST_ICMS, CFOP, e alíquota do ICMS"
"C790","7","VL_ICMS","float","","","True","","","","","02","N","","","O","Parcela correspondente ao ""Valor do ICMS"" referente à combinação CST_ICMS, CFOP e alíquota do ICMS"
"C790","8","VL_BC_ICMS_ST","float","","","True","","","","","02","N","","","O","Valor da base de cálculo do ICMS substituição tributária"
"C790","9","VL_ICMS_ST","float","","","True","","","","","02","N","","","O","Valor do ICMS retido por substituição tributária"
"C790","10","VL_RED_BC","float","","","True","","","","","02","N","","","O","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS.."
"C790","11","COD_OBS","char","","","","","","True","006","","C","","","OC","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"C800","2","COD_MOD","char","","","True","","","","002","","C","","","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C800","3","COD_SIT","int","","","True","","","","002","","N","","","O","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"C800","4","NUM_CFE","int","","","True","","","","006","","N","","","O","Número do Cupom Fiscal Eletrônico"
"C800","5","DT_DOC","date","","","True","","","","008","","N","","","O","Data da emissão do Cupom Fiscal Eletrônico"
"C800","6","VL_CFE","float","","","True","","","","","02","N","","","O","Valor total do Cupom Fiscal Eletrônico"
"C800","7","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor total do PIS"
"C800","8","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor total da COFINS"
"C800","9","CNPJ_CPF","int","","","","","","True","14","","N","","","OC","CNPJ ou CPF do destinatário"
"C800","10","NR_SAT","int","","","True","","","","009","","N","","","O","Número de Série do equipamento SAT"
"C800","11","CHV_CFE","int","","","True","","","","044","","N","","","O","Chave do Cupom Fiscal Eletrônico"
"C800","12","VL_DESC","float","","","True","","","","","02","N","","","O","Valor total de descontos"
"C800","13","VL_MERC","float","","","True","","","","","02","N","","","O","Valor total das mercadorias e serviços"
"C800","14","VL_OUT_DA","float","","","True","","","","","02","N","","","O","Valor total de outras despesas acessórias e acréscimos"
"C800","15","VL_ICMS","float","","","True","","","","","02","N","","","O","Valor do ICMS"
"C800","16","VL_PIS_ST","float","","","True","","","","","02","N","","","O","Valor total do PIS retido por subst. trib."
"C800","17","VL_COFINS_ST","float","","","True","","","","","02","N","","","O","Valor total da COFINS retido por subst. trib."
"C850","2","CST_ICMS","int","","","True","","","","003","","N","","","O","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1"
"C850","3","CFOP","int","","","True","","","","004","","N","","","O","Código Fiscal de Operação e Prestação do agrupamento de itens"
"C850","4","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"C850","5","VL_OPR","float","","","True","","","","","02","N","","","O","“Valor total do CF-e” na combinação de CST_ICMS, CFOP e alíquota do ICMS, correspondente ao somatório do valor líquido dos itens."
"C850","6","VL_BC_ICMS","float","","","True","","","","","2","N","","","O","Valor acumulado da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS."
